point,cell,grid,lat,lon
879183,1434,quarter,62.625,15.875
877743,1434,quarter,62.375,15.875
903675,1435,quarter,66.875,18.875
902248,1471,quarter,66.625,22.125
902254,1471,quarter,66.625,23.625
864778,1398,quarter,60.125,14.625
861898,1397,quarter,59.625,14.625
859008,1397,quarter,59.125,12.125
856130,1397,quarter,58.625,12.625
897902,1435,quarter,65.875,15.625
897920,1471,quarter,65.875,20.125
896473,1435,quarter,65.625,18.375
892143,1434,quarter,64.875,15.875
892146,1434,quarter,64.875,16.625
890721,1470,quarter,64.625,20.375
869104,1434,quarter,60.875,16.125
886383,1434,quarter,63.875,15.875
874856,1398,quarter,61.875,14.125
907992,1435,quarter,67.625,18.125
902241,1471,quarter,66.625,20.375
902228,1435,quarter,66.625,17.125
900803,1471,quarter,66.375,20.875
863346,1433,quarter,59.875,16.625
859029,1433,quarter,59.125,17.375
859016,1397,quarter,59.125,14.125
857581,1433,quarter,58.875,15.375
856143,1433,quarter,58.625,15.875
854688,1397,quarter,58.375,12.125
851836,1433,quarter,57.875,19.125
850382,1433,quarter,57.625,15.625
848930,1397,quarter,57.375,12.625
846058,1397,quarter,56.875,14.625
846063,1433,quarter,56.875,15.875
897931,1471,quarter,65.875,22.875
896462,1435,quarter,65.625,15.625
892140,1434,quarter,64.875,15.125
892144,1434,quarter,64.875,16.125
889280,1470,quarter,64.375,20.125
876309,1434,quarter,62.125,17.375
887839,1434,quarter,64.125,19.875
887829,1434,quarter,64.125,17.375
882061,1434,quarter,63.125,15.375
877731,1398,quarter,62.375,12.875
912323,1471,quarter,68.375,20.875
909432,1435,quarter,67.875,18.125
900801,1471,quarter,66.375,20.375
850372,1397,quarter,57.625,13.125
897923,1471,quarter,65.875,20.875
895025,1435,quarter,65.375,16.375
895038,1435,quarter,65.375,19.625
893590,1435,quarter,65.125,17.625
890713,1434,quarter,64.625,18.375
884933,1398,quarter,63.625,13.375
910874,1435,quarter,68.125,18.625
910888,1471,quarter,68.125,22.125
908000,1471,quarter,67.625,20.125
906569,1471,quarter,67.375,22.375
905114,1435,quarter,67.125,18.625
