date_time,soil moisture,ssm
2015-04-01,0.211,98.0
2015-04-06,0.167,58.0
2015-04-13,0.148,96.5
2015-04-18,0.149,48.0
2015-04-25,0.136,67.5
2015-04-30,0.129,73.5
2015-05-02,0.129,57.5
2015-05-05,0.132,99.0
2015-05-07,0.133,99.5
2015-05-14,0.131,92.0
2015-05-17,0.129,82.5
2015-05-24,0.131,57.5
2015-05-26,0.129,82.0
2015-05-31,0.126,99.0
2015-06-05,0.175,79.0
2015-06-07,0.164,83.0
2015-06-10,0.154,86.5
2015-06-12,0.148,82.0
2015-06-17,0.145,99.0
2015-06-19,0.145,94.5
2015-06-22,0.141,99.0
2015-06-24,0.171,87.5
2015-06-29,0.152,74.5
2015-07-01,0.147,96.0
2015-07-04,0.138,96.0
2015-07-06,0.134,97.5
2015-07-13,0.122,99.5
2015-07-16,0.118,99.5
2015-07-18,0.114,93.5
2015-07-23,0.108,87.5
2015-08-09,0.115,99.0
2015-08-16,0.095,89.0
2015-08-21,0.086,95.0
2015-08-23,0.082,80.5
2015-08-28,0.08,89.0
2015-08-30,0.08,81.5
2015-09-02,0.152,99.5
2015-09-04,0.137,92.5
2015-09-09,0.149,68.5
2015-09-11,0.139,85.0
2015-09-16,0.184,99.5
2015-09-21,0.159,98.0
2015-09-26,0.161,82.5
2015-10-03,0.141,55.0
2015-10-05,0.137,76.5
2015-10-10,0.189,80.0
2015-10-15,0.16,63.0
2015-10-20,0.152,78.0
2015-10-27,0.142,57.5
2015-10-29,0.139,64.5
2015-11-01,0.136,76.0
2015-11-03,0.134,77.5
2015-11-15,0.202,98.5
2015-11-20,0.196,90.0
2015-11-27,0.177,77.0
2015-12-02,0.186,70.5
2015-12-09,0.181,85.0
2015-12-14,0.193,81.5
2015-12-21,0.176,71.5
2015-12-26,0.181,82.5
2016-01-14,0.192,55.5
2016-01-26,0.207,77.0
2016-01-31,0.195,61.0
2016-02-07,0.188,59.5
2016-02-12,0.192,4.0
2016-02-19,0.164,14.5
2016-02-24,0.194,55.0
2016-03-02,0.177,76.0
2016-03-07,0.188,67.0
2016-03-14,0.175,36.0
2016-03-19,0.167,28.0
2016-03-31,0.156,45.5
2016-04-07,0.202,96.0
2016-04-12,0.175,57.0
2016-04-19,0.171,85.0
2016-05-01,0.192,43.5
2016-05-06,0.168,48.0
2016-05-13,0.147,39.0
2016-05-18,0.136,29.5
2016-05-25,0.169,94.0
2016-05-30,0.145,73.0
2016-06-01,0.141,74.0
2016-06-04,0.133,77.5
2016-06-06,0.129,65.0
2016-06-11,0.117,38.5
2016-06-13,0.111,43.5
2016-06-28,0.135,70.5
2016-06-30,0.13,76.5
2016-07-05,0.14,84.5
2016-07-07,0.153,69.5
2016-07-17,0.159,76.5
2016-07-19,0.158,78.0
2016-07-22,0.149,83.5
2016-07-24,0.142,66.0
2016-07-29,0.128,54.0
2016-08-03,0.117,97.5
2016-08-05,0.122,90.0
2016-08-10,0.113,42.5
2016-08-12,0.107,45.5
2016-08-15,0.103,53.5
2016-08-17,0.099,44.5
2016-08-22,0.091,53.0
2016-08-24,0.09,65.0
2016-08-27,0.085,53.5
2016-08-29,0.115,90.5
2016-09-08,0.095,56.5
2016-09-10,0.091,48.5
2016-09-20,0.075,27.0
2016-09-22,0.072,27.5
2016-09-26,0.075,31.0
2016-09-28,0.074,64.0
2016-10-02,0.077,74.5
2016-10-04,0.107,38.0
2016-10-08,0.107,18.5
2016-10-10,0.104,79.0
2016-10-11,0.103,36.0
2016-10-14,0.1,27.0
2016-10-15,0.098,52.0
2016-10-16,0.097,51.5
2016-10-17,0.097,35.0
2016-10-20,0.128,49.0
2016-10-21,0.145,58.0
2016-10-22,0.153,71.5
2016-10-23,0.158,72.0
2016-10-26,0.159,64.0
2016-10-27,0.156,62.0
2016-10-28,0.156,65.0
2016-10-29,0.154,34.5
2016-11-01,0.142,37.5
2016-11-02,0.14,24.5
2016-11-04,0.135,46.0
2016-11-07,0.181,2.5
2016-11-14,0.158,66.0
2016-11-16,0.179,50.5
2016-11-19,0.188,81.5
2016-11-21,0.196,63.5
2016-11-25,0.167,55.0
2016-11-26,0.164,47.5
2016-12-01,0.156,57.5
2016-12-07,0.169,85.0
2016-12-08,0.172,48.5
2016-12-10,0.171,81.0
2016-12-13,0.181,59.5
2016-12-15,0.174,10.5
2016-12-19,0.166,56.5
2016-12-20,0.164,29.5
2016-12-22,0.162,56.0
2016-12-25,0.199,80.0
2016-12-26,0.193,68.5
2016-12-27,0.185,56.0
2016-12-28,0.178,37.5
2017-01-01,0.166,57.5
2017-01-02,0.176,3.0
2017-01-03,0.175,37.5
2017-01-07,0.168,40.0
2017-01-08,0.165,39.5
2017-01-09,0.163,44.0
2017-01-12,0.194,51.0
2017-01-14,0.18,15.5
2017-01-18,0.165,54.0
2017-01-19,0.163,75.0
2017-01-20,0.172,64.0
2017-01-21,0.176,55.5
2017-01-24,0.171,48.5
2017-01-25,0.169,28.5
2017-01-26,0.168,1.0
2017-01-30,0.163,48.0
2017-01-31,0.163,47.5
2017-02-01,0.162,26.5
2017-02-02,0.161,10.0
2017-02-05,0.16,55.0
2017-02-06,0.161,43.0
2017-02-07,0.169,2.0
2017-02-11,0.164,3.0
2017-02-12,0.163,13.5
2017-02-17,0.158,47.5
2017-02-18,0.163,29.0
2017-02-19,0.163,83.0
2017-02-20,0.172,75.5
2017-02-23,0.189,50.0
2017-02-24,0.191,62.0
2017-02-25,0.189,2.5
2017-02-26,0.204,88.5
2017-03-01,0.186,62.5
2017-03-02,0.184,53.0
2017-03-03,0.183,68.0
2017-03-04,0.178,46.5
2017-03-07,0.177,23.5
2017-03-08,0.175,77.0
2017-03-09,0.174,64.5
2017-03-10,0.174,45.5
2017-03-13,0.167,42.5
2017-03-14,0.165,45.5
2017-03-15,0.163,46.5
2017-03-16,0.16,23.5
2017-03-19,0.182,78.0
2017-03-20,0.181,93.5
2017-03-21,0.203,67.5
2017-03-25,0.174,43.0
2017-03-26,0.17,24.0
2017-03-27,0.167,36.0
2017-03-28,0.165,9.0
2017-03-31,0.163,51.5
2017-04-01,0.161,50.5
2017-04-02,0.159,34.0
2017-04-03,0.157,24.0
2017-04-06,0.149,30.0
2017-04-07,0.148,14.5
2017-04-08,0.146,36.5
2017-04-09,0.144,5.5
2017-04-12,0.138,57.5
2017-04-14,0.141,50.5
2017-04-15,0.145,74.0
2017-04-18,0.196,43.0
2017-04-19,0.182,28.0
2017-04-20,0.175,27.0
