date_time,soil moisture,sm
2015-04-01,0.314,0.30361512
2015-04-02,0.289,0.27711220000000003
2015-04-03,0.273,0.2670515
2015-04-04,0.265,0.2577243
2015-04-06,0.253,0.25201460000000003
2015-04-08,0.245,0.24743829999999997
2015-04-09,0.241,0.24984650000000003
2015-04-10,0.237,0.24237248
2015-04-12,0.247,0.26956220000000003
2015-04-13,0.304,0.29253290000000004
2015-04-14,0.273,0.25686365
2015-04-15,0.28,0.27903859999999997
2015-04-16,0.294,0.26277933
2015-04-17,0.272,0.24051741
2015-04-18,0.258,0.24061741
2015-04-19,0.251,0.23989278
2015-04-21,0.233,0.22818401
2015-04-24,0.217,0.23004417
2015-04-25,0.213,0.22213462
2015-04-27,0.213,0.21632746
2015-04-28,0.207,0.20792785
2015-04-29,0.206,0.23205520000000002
2015-04-30,0.206,0.24935801
2015-05-01,0.233,0.26068905
2015-05-02,0.246,0.25771174
2015-05-03,0.234,0.22780419999999998
2015-05-04,0.32,0.28495646
2015-05-05,0.275,0.26463366
2015-05-06,0.296,0.25697657
2015-05-07,0.307,0.25877693
2015-05-08,0.289,0.25900573
2015-05-09,0.271,0.23581207
2015-05-10,0.305,0.2652912
2015-05-11,0.281,0.2440496
2015-05-12,0.263,0.23011026
2015-05-13,0.308,0.26485879999999995
2015-05-14,0.298,0.25533298
2015-05-16,0.261,0.21057034
2015-05-17,0.267,0.22669148
2015-05-18,0.263,0.23899776
2015-05-19,0.327,0.27483937
2015-05-20,0.292,0.24652934
2015-05-21,0.28,0.23354101
2015-05-22,0.268,0.23474333
2015-05-23,0.296,0.24363935
2015-05-24,0.258,0.19410475
2015-05-25,0.247,0.22621232
2015-05-26,0.243,0.2129221
2015-05-27,0.24,0.19802196
2015-05-28,0.236,0.20726635
2015-05-29,0.238,0.24406356
2015-05-30,0.315,0.2631865
2015-05-31,0.339,0.25926689999999997
2015-06-01,0.334,0.26897934
2015-06-02,0.29,0.23680158
2015-06-03,0.324,0.26651755
2015-06-04,0.288,0.23512664
2015-06-05,0.273,0.21465646
2015-06-06,0.255,0.22140346
2015-06-07,0.245,0.21704614
2015-06-08,0.239,0.19123758
2015-06-09,0.234,0.21649810000000003
2015-06-10,0.228,0.19951092
2015-06-11,0.22,0.21192127
2015-06-12,0.212,0.21375996
2015-06-13,0.202,0.22995175
2015-06-14,0.293,0.27799633
2015-06-15,0.251,0.21596408
2015-06-16,0.242,0.23435049
2015-06-17,0.234,0.22141163
2015-06-18,0.29,0.25497994
2015-06-19,0.275,0.24916029
2015-06-20,0.242,0.23158118
2015-06-21,0.235,0.24536479999999997
2015-06-22,0.253,0.20957644
2015-06-23,0.293,0.23334067
2015-06-24,0.272,0.22741368
2015-06-25,0.258,0.23176202
2015-06-26,0.249,0.24628578
2015-06-27,0.244,0.22661206
2015-06-28,0.284,0.2387485
2015-06-29,0.316,0.26504073
2015-06-30,0.283,0.23217109
2015-07-01,0.263,0.22665869
2015-07-02,0.246,0.22459902
2015-07-03,0.231,0.20762056
2015-07-04,0.217,0.21333498
2015-07-05,0.204,0.22852604
2015-07-06,0.2,0.25350747
2015-07-07,0.191,0.21984231
2015-07-08,0.199,0.24810271
2015-07-09,0.241,0.26749936
2015-07-10,0.235,0.2454555
2015-07-11,0.218,0.23499377
2015-07-12,0.212,0.25234422
2015-07-13,0.207,0.2448785
2015-07-14,0.2,0.24101537
2015-07-15,0.193,0.24984632
2015-07-16,0.184,0.24794358
2015-07-17,0.176,0.24153091
2015-07-18,0.172,0.25000439999999996
2015-07-19,0.168,0.22289748
2015-07-20,0.186,0.27069187
2015-07-21,0.184,0.24934462
2015-07-22,0.194,0.25578824
2015-07-23,0.184,0.26356637
2015-07-24,0.176,0.2224549
2015-07-25,0.172,0.24429049
2015-07-26,0.243,0.28317064
2015-07-27,0.237,0.26157284
2015-07-28,0.231,0.27004337
2015-07-29,0.252,0.27786577
2015-07-30,0.241,0.26634434
2015-07-31,0.234,0.25450176
2015-08-01,0.226,0.27027017
2015-08-02,0.22,0.24438064
2015-08-03,0.213,0.26558113
2015-08-04,0.205,0.2561866
2015-08-05,0.211,0.27043363
2015-08-06,0.201,0.25688305
2015-08-07,0.194,0.25143823
2015-08-08,0.188,0.2582868
2015-08-09,0.18,0.23987219
2015-08-10,0.173,0.23147883
2015-08-11,0.169,0.24973361
2015-08-12,0.166,0.23475525
2015-08-13,0.161,0.22623160000000003
2015-08-14,0.159,0.21599658
2015-08-15,0.155,0.22697224
2015-08-16,0.159,0.26826626
2015-08-17,0.16,0.25755438
2015-08-18,0.158,0.23252483
2015-08-19,0.156,0.22506061
2015-08-20,0.154,0.20513578
2015-08-21,0.151,0.1946781
2015-08-22,0.145,0.20462058
2015-08-23,0.142,0.19860454
2015-08-24,0.139,0.22749434
2015-08-25,0.139,0.222802
2015-08-26,0.148,0.24838622
2015-08-27,0.105,0.2463194
2015-08-28,0.113,0.2640464
2015-08-29,0.112,0.23554292
2015-08-30,0.103,0.23043172
2015-08-31,0.101,0.23634149
2015-09-01,0.189,0.3032405
2015-09-02,0.182,0.27052858
2015-09-03,0.178,0.2433978
2015-09-04,0.191,0.2603348
2015-09-05,0.223,0.27628323
2015-09-06,0.216,0.27165186
2015-09-07,0.205,0.24441555
2015-09-08,0.196,0.23603006
2015-09-09,0.189,0.24042821
2015-09-10,0.183,0.22697753
2015-09-11,0.178,0.2444279
2015-09-12,0.19,0.26061985
2015-09-13,0.199,0.25841781
2015-09-14,0.212,0.2767205
2015-09-15,0.221,0.2994155
2015-09-16,0.21,0.2590954
2015-09-17,0.215,0.27313232
2015-09-18,0.218,0.26997367
2015-09-19,0.211,0.24980205
2015-09-20,0.206,0.25230303
2015-09-21,0.201,0.24183993
2015-09-22,0.201,0.26641620000000005
2015-09-23,0.205,0.24347398
2015-09-24,0.204,0.25595686
2015-09-25,0.22,0.27703679999999997
2015-09-26,0.216,0.26545477
2015-09-27,0.209,0.25308153
2015-09-28,0.205,0.24330084
2015-09-29,0.214,0.2452696
2015-09-30,0.212,0.24514438
2015-10-01,0.207,0.22994415
2015-10-02,0.205,0.23212488
2015-10-03,0.202,0.23351390000000002
2015-10-04,0.199,0.2227303
2015-10-05,0.196,0.23669396
2015-10-06,0.194,0.23793073
2015-10-07,0.191,0.2781617
2015-10-08,0.232,0.29890263
2015-10-09,0.235,0.29154828
2015-10-10,0.224,0.26612484
2015-10-11,0.22,0.2598252
2015-10-12,0.217,0.26387638
2015-10-13,0.215,0.24742929999999996
2015-10-14,0.218,0.28170142
2015-10-15,0.222,0.26136512
2015-10-16,0.22,0.25719103
2015-10-17,0.218,0.28254032
2015-10-18,0.227,0.27693295
2015-10-19,0.223,0.25701684
2015-10-20,0.222,0.25880784
2015-10-21,0.22,0.24915192
2015-10-22,0.219,0.2807825
2015-10-23,0.231,0.26548013
2015-10-24,0.225,0.26041642
2015-10-25,0.223,0.26131243
2015-10-26,0.221,0.26660809999999996
2015-10-29,0.21,0.25496808
2015-10-30,0.21,0.27132252
2015-10-31,0.215,0.24705356
2015-11-02,0.213,0.25497129999999996
2015-11-03,0.212,0.2571971
2015-11-06,0.213,0.27709457
2015-11-07,0.247,0.30185413
2015-11-08,0.242,0.30097976
2015-11-09,0.25,0.29353985
2015-11-10,0.264,0.30500904
2015-11-11,0.244,0.30227727
2015-11-12,0.248,0.31100097
2015-11-13,0.234,0.28285265
2015-11-14,0.249,0.3140696
2015-11-19,0.258,0.30301209999999995
2015-11-24,0.245,0.28797334
2015-12-01,0.241,0.28701127
2015-12-13,0.242,0.29727343
2015-12-18,0.241,0.3014199
2015-12-30,0.235,0.28537232
2016-01-11,0.242,0.26345688
2016-01-28,0.245,0.2836605
2016-02-09,0.248,0.29448378
2016-02-26,0.235,0.2529112
2016-03-02,0.226,0.28768525
2016-03-09,0.236,0.26850697
2016-03-14,0.228,0.2709585
2016-03-19,0.224,0.26044527
2016-03-26,0.222,0.25349066
2016-03-31,0.248,0.268777
2016-04-01,0.238,0.25504068
2016-04-02,0.235,0.25521892
2016-04-05,0.25,0.2974425
2016-04-06,0.267,0.31560263
2016-04-07,0.258,0.2997131
2016-04-08,0.255,0.29748833
2016-04-09,0.241,0.27383894
2016-04-10,0.237,0.2726467
2016-04-11,0.234,0.23923044
2016-04-12,0.232,0.25789553
2016-04-13,0.23,0.26273972
2016-04-14,0.228,0.26289856
2016-04-15,0.227,0.2599837
2016-04-16,0.249,0.29316509999999996
2016-04-17,0.275,0.28160599999999997
2016-04-18,0.243,0.26018038
2016-04-19,0.241,0.272949
2016-04-20,0.245,0.2566512
2016-04-21,0.239,0.24640583
2016-04-22,0.236,0.2463924
2016-04-24,0.231,0.25551897
2016-04-25,0.228,0.23736651
2016-04-26,0.252,0.26436308
2016-04-27,0.253,0.2739357
2016-04-28,0.256,0.27798304
2016-04-29,0.247,0.27610436
2016-04-30,0.249,0.2810396
2016-05-01,0.242,0.26269612
2016-05-02,0.239,0.24545772
2016-05-03,0.237,0.24372771
2016-05-04,0.24,0.25073850000000003
2016-05-05,0.236,0.23533458
2016-05-06,0.232,0.23591375
2016-05-07,0.223,0.2029892
2016-05-08,0.211,0.22514343
2016-05-09,0.199,0.21649991
2016-05-10,0.187,0.21931493
2016-05-11,0.175,0.20650081
2016-05-12,0.159,0.20693003
2016-05-14,0.145,0.20725459
2016-05-15,0.142,0.18842304
2016-05-16,0.141,0.19411299
2016-05-17,0.139,0.20580178
2016-05-18,0.137,0.15143566
2016-05-19,0.136,0.19737983
2016-05-20,0.139,0.23045610000000002
2016-05-21,0.14,0.21810895
2016-05-22,0.144,0.26949757
2016-05-23,0.187,0.27936566
2016-05-24,0.187,0.25263620000000003
2016-05-25,0.222,0.27470170000000005
2016-05-26,0.216,0.24794798
2016-05-27,0.207,0.20993608
2016-05-28,0.197,0.21040548
2016-05-29,0.188,0.20707165
2016-05-30,0.183,0.24806447
2016-05-31,0.207,0.2311061
2016-06-01,0.217,0.23449512
2016-06-02,0.203,0.23435992
2016-06-03,0.191,0.18537320000000002
2016-06-04,0.174,0.20493129
2016-06-05,0.155,0.20272753
2016-06-06,0.144,0.19599067
2016-06-07,0.132,0.20807870000000003
2016-06-08,0.125,0.18574555
2016-06-09,0.122,0.21181409
2016-06-10,0.117,0.17539626
2016-06-11,0.111,0.17486313
2016-06-12,0.108,0.19261886
2016-06-13,0.103,0.17303023
2016-06-14,0.103,0.24585785
2016-06-15,0.105,0.20138685
2016-06-16,0.129,0.25136742
2016-06-17,0.123,0.24991386
2016-06-18,0.119,0.22346158
2016-06-19,0.116,0.20440231
2016-06-20,0.112,0.20939228
2016-06-21,0.142,0.27132347
2016-06-22,0.135,0.24643807
2016-06-23,0.133,0.25404093
2016-06-24,0.167,0.2695062
2016-06-25,0.168,0.25391522
2016-06-26,0.203,0.290299
2016-06-27,0.199,0.246561
2016-06-28,0.204,0.25590137
2016-06-29,0.201,0.22818783
2016-06-30,0.197,0.25292292
2016-07-01,0.214,0.25041620000000003
2016-07-02,0.219,0.26681079999999996
2016-07-03,0.215,0.21917582
2016-07-04,0.228,0.24214472
2016-07-05,0.226,0.23778890000000003
2016-07-06,0.239,0.27034235
2016-07-07,0.225,0.24495138
2016-07-08,0.219,0.24665396
2016-07-09,0.243,0.26878703
2016-07-10,0.233,0.2515931
2016-07-11,0.254,0.27556065
2016-07-12,0.267,0.2611054
2016-07-13,0.256,0.2523623
2016-07-14,0.243,0.23432271
2016-07-15,0.24,0.24586825
2016-07-16,0.233,0.24743663
2016-07-17,0.239,0.25202054
2016-07-18,0.245,0.2568438
2016-07-19,0.243,0.24705439999999998
2016-07-20,0.243,0.2538807
2016-07-21,0.231,0.23890556
2016-07-22,0.222,0.24475251
2016-07-23,0.214,0.2361616
2016-07-24,0.205,0.2271
2016-07-25,0.189,0.23342073
2016-07-26,0.176,0.23147134
2016-07-27,0.163,0.23105642
2016-07-28,0.208,0.25680605
2016-07-29,0.2,0.23926423
2016-07-30,0.193,0.23279934
2016-07-31,0.195,0.2426993
2016-08-01,0.201,0.23338561
2016-08-02,0.183,0.23232919999999999
2016-08-03,0.177,0.23723464
2016-08-04,0.218,0.25383845
2016-08-05,0.212,0.26235953
2016-08-06,0.206,0.24062459
2016-08-07,0.198,0.23789962
2016-08-08,0.202,0.24425165
2016-08-09,0.202,0.23349757
2016-08-10,0.201,0.2519737
2016-08-11,0.202,0.22304204
2016-08-12,0.2,0.23877242
2016-08-13,0.199,0.23160224
2016-08-14,0.198,0.24798578
2016-08-15,0.199,0.23633319
2016-08-16,0.196,0.21729074
2016-08-17,0.193,0.22848935
2016-08-18,0.186,0.218861
2016-08-19,0.18,0.23193143
2016-08-20,0.172,0.20405512
2016-08-21,0.171,0.23312786
2016-08-22,0.177,0.25206439999999997
2016-08-23,0.178,0.26540664
2016-08-24,0.18,0.24219099
2016-08-25,0.178,0.22891802
2016-08-26,0.174,0.23529056
2016-08-27,0.166,0.20606269
2016-08-28,0.159,0.17641664
2016-08-29,0.165,0.26922008
2016-08-30,0.165,0.23621322
2016-08-31,0.165,0.2220951
2016-09-01,0.163,0.22606948
2016-09-02,0.161,0.23022498
2016-09-03,0.162,0.24523263
2016-09-04,0.161,0.26952726
2016-09-05,0.163,0.28535336
2016-09-06,0.163,0.25375602
2016-09-07,0.164,0.24752367
2016-09-08,0.163,0.24733913
2016-09-09,0.16,0.23446792
2016-09-10,0.156,0.22103654
2016-09-11,0.151,0.22673085
2016-09-12,0.146,0.22525385
2016-09-13,0.142,0.23913392
2016-09-14,0.14,0.21939686
2016-09-15,0.136,0.21393496
2016-09-16,0.133,0.20822422
2016-09-17,0.129,0.22900891
2016-09-18,0.126,0.21067078
2016-09-19,0.125,0.20653373
2016-09-20,0.124,0.22725311
2016-09-21,0.122,0.21051498
2016-09-22,0.121,0.22317302
2016-09-23,0.118,0.19718614
2016-09-24,0.117,0.22411288
2016-09-25,0.116,0.22055319
2016-09-26,0.112,0.22344562
2016-09-27,0.112,0.22737388
2016-09-28,0.111,0.21565795
2016-09-29,0.112,0.24572651
2016-09-30,0.118,0.27233440000000003
2016-10-01,0.122,0.27142304
2016-10-02,0.124,0.2764119
2016-10-03,0.145,0.2839129
2016-10-04,0.156,0.26813647
2016-10-05,0.158,0.25555333
2016-10-06,0.156,0.2507659
2017-07-07,0.159,0.24414249
2017-07-08,0.155,0.21210820000000002
2017-07-09,0.152,0.24413778
2017-07-10,0.148,0.23510773
2017-07-11,0.145,0.22951902
2017-07-12,0.145,0.25601060000000003
2017-07-13,0.145,0.22851045
2017-07-14,0.139,0.23725836
2017-07-15,0.138,0.25110170000000004
2017-07-16,0.135,0.24665208
2017-07-17,0.138,0.24159826
2017-07-18,0.136,0.23271109999999998
2017-07-19,0.134,0.26127833
2017-07-20,0.125,0.23480283
2017-07-21,0.133,0.26570153
2017-07-22,0.132,0.24694106
2017-07-23,0.127,0.25791237
2017-07-24,0.14,0.25932044
2017-07-25,0.142,0.26803383
2017-07-26,0.143,0.2434489
2017-07-27,0.142,0.21908657
2017-07-28,0.141,0.25822878
2017-07-29,0.144,0.2368584
2017-07-30,0.163,0.26215413
2017-07-31,0.174,0.26430929999999997
2017-08-01,0.174,0.2549945
2017-08-02,0.19,0.26566193
2017-08-03,0.191,0.27781352
2017-08-04,0.216,0.28811714
2017-08-05,0.215,0.28310987
2017-08-06,0.211,0.25788897
