date_time,soil moisture,sm
2015-04-01 09:00:00,0.161,99.829994
2015-04-02 09:00:00,0.154,81.61999499999997
2015-04-02 11:00:00,0.153,80.1
2015-04-03 10:00:00,0.148,73.61999499999997
2015-04-04 09:00:00,0.143,73.7
2015-04-05 10:00:00,0.139,66.81
2015-04-06 09:00:00,0.136,63.18
2015-04-07 09:00:00,0.133,52.1
2015-04-07 11:00:00,0.133,55.18
2015-04-08 10:00:00,0.132,61.43
2015-04-09 09:00:00,0.128,66.93
2015-04-09 11:00:00,0.128,59.52
2015-04-10 10:00:00,0.125,50.809998
2015-04-11 09:00:00,0.121,55.62
2015-04-12 09:00:00,0.117,68.28
2015-04-12 10:00:00,0.117,68.689995
2015-04-13 10:00:00,0.12,90.979996
2015-04-14 09:00:00,0.118,94.799995
2015-04-14 11:00:00,0.118,87.77
2015-04-15 10:00:00,0.12,80.33
2015-04-16 09:00:00,0.12,71.76
2015-04-17 10:00:00,0.116,61.17
2015-04-18 09:00:00,0.112,52.75
2015-04-19 09:00:00,0.11,56.02
2015-04-19 11:00:00,0.109,60.329998
2015-04-20 10:00:00,0.106,53.53
2015-04-21 09:00:00,0.102,44.21
2015-04-21 11:00:00,0.102,53.51
2015-04-22 10:00:00,0.1,47.92
2015-04-23 09:00:00,0.097,34.43
2015-04-24 09:00:00,0.097,45.2
2015-04-24 11:00:00,0.097,47.57
2015-04-25 10:00:00,0.095,63.41
2015-04-26 09:00:00,0.095,59.53
2015-04-26 11:00:00,0.095,56.25
2015-04-27 10:00:00,0.093,39.87
2015-04-28 09:00:00,0.091,38.239998
2015-04-29 09:00:00,0.089,51.18
2015-04-29 11:00:00,0.089,51.44
2015-04-30 09:00:00,0.087,78.939995
2015-04-30 10:00:00,0.087,84.83
2015-05-01 09:00:00,0.086,64.99
2015-05-01 11:00:00,0.086,60.28
2015-05-02 10:00:00,0.086,60.94
2015-05-03 09:00:00,0.085,48.649998
2015-05-04 10:00:00,0.085,78.89
2015-05-06 09:00:00,0.086,68.78
2015-05-06 11:00:00,0.086,63.039997
2015-05-07 10:00:00,0.086,86.479996
2015-05-08 09:00:00,0.087,74.15999599999998
2015-05-08 11:00:00,0.087,55.899998
2015-05-09 10:00:00,0.086,79.46
2015-05-10 09:00:00,0.086,75.729996
2015-05-11 09:00:00,0.085,50.26
2015-05-11 10:00:00,0.085,46.91
2015-05-12 10:00:00,0.085,71.49
2015-05-13 09:00:00,0.085,66.32
2015-05-13 11:00:00,0.085,66.74
2015-05-14 10:00:00,0.085,60.27
2015-05-15 09:00:00,0.084,46.39
2015-05-16 10:00:00,0.084,35.68
2015-05-17 09:00:00,0.083,50.27
2015-05-18 09:00:00,0.083,45.629997
2015-05-18 11:00:00,0.083,51.629997
2015-05-19 10:00:00,0.084,78.15
2015-05-20 09:00:00,0.083,62.859997
