datetime_utc,soil moisture,ssm
2018-06-28,0.1301,60.0
2018-06-29,0.1273,56.0
2018-08-07,0.1154,69.0
2018-10-07,0.114,35.5
2018-11-07,0.1132,56.5
2018-12-07,0.1123,89.0
2018-07-14,0.1395,56.5
2018-07-15,0.1241,56.5
2018-07-16,0.1192,62.0
2018-07-17,0.1162,50.5
2018-07-20,0.196,53.5
2018-07-21,0.1693,60.0
2018-07-22,0.1495,55.0
2018-07-23,0.1364,50.5
2018-07-26,0.1204,70.5
2018-07-27,0.1173,65.5
2018-07-28,0.1153,60.0
2018-07-29,0.1137,49.0
2018-02-08,0.2042,0.0
2018-06-08,0.1157,85.5
2018-07-08,0.1136,58.5
2018-08-08,0.1119,63.0
2018-11-08,0.1921,49.0
2018-08-13,0.3511,82.0
2018-08-14,0.2973,81.0
2018-08-15,0.3102,96.5
2018-08-16,0.2508,67.0
2018-08-19,0.2239,63.0
2018-08-20,0.2168,61.5
2018-08-21,0.2349,61.5
2018-08-22,0.2219,49.0
2018-08-25,0.2449,59.0
2018-08-26,0.2351,48.0
2018-08-27,0.2334,52.0
2018-08-28,0.32520000000000004,85.5
2018-08-31,0.3703,85.0
2018-01-09,0.3034,45.0
2018-04-09,0.2322,61.0
2018-06-09,0.2137,68.0
2018-07-09,0.2065,45.5
2018-08-09,0.234,78.5
2018-09-13,0.1912,53.5
2018-09-14,0.184,47.0
2018-09-15,0.17739999999999995,46.0
2018-09-18,0.154,61.0
2018-09-19,0.1454,43.0
2018-09-20,0.1395,54.5
2018-09-21,0.1366,44.0
2018-09-24,0.2283,30.5
2018-09-25,0.2132,37.0
2018-09-26,0.18420000000000006,46.0
2018-09-27,0.1684,43.0
2018-09-30,0.1398,32.0
2018-01-10,0.1348,60.0
2018-03-10,0.2262,16.5
2018-04-10,0.2227,46.0
2018-06-10,0.2095,65.0
2018-07-10,0.2006,45.5
2018-08-10,0.2659,83.0
2018-10-15,0.1819,33.5
2018-10-18,0.1628,27.0
2018-10-19,0.15869999999999998,21.5
2018-10-20,0.1565,33.5
2018-10-21,0.1553,35.0
2018-10-24,0.24850000000000005,25.0
2018-10-25,0.2231,40.5
2018-10-26,0.2433,43.5
2018-10-27,0.3307,63.0
2018-10-30,0.2614,61.5
2018-10-31,0.253,52.5
2018-03-11,0.2455,45.0
2018-04-11,0.2389,27.0
2018-06-11,0.2325,58.0
2018-07-11,0.2298,53.5
2018-11-11,0.2238,57.0
2018-11-13,0.321,83.0
2018-11-14,0.2834,81.0
2018-11-17,0.2536,40.0
2018-11-18,0.2474,36.5
2018-11-19,0.2421,41.5
2018-11-20,0.2376,25.0
2018-11-23,0.2343,28.5
2018-11-24,0.2336,36.0
2018-11-25,0.233,44.5
2018-11-29,0.2277,40.5
2018-11-30,0.2267,41.0
2018-01-12,0.2384,24.0
2018-09-12,0.3894,55.0
2018-11-12,0.3237,92.0
2018-12-12,0.3061,16.5
2018-12-14,0.2869,10.0
2018-12-17,0.2745,0.5
2018-12-18,0.2725,43.5
2018-12-19,0.2705,68.0
2018-12-26,0.2811,44.5
2018-12-29,0.2789,90.5
2018-12-31,0.3049,60.5
