date_time,soil moisture,ssm
2015-04-06,0.193,45.5
2015-04-18,0.198,27.5
2015-04-25,0.167,61.5
2015-04-30,0.168,91.0
2015-05-05,0.215,89.0
2015-05-07,0.227,90.5
2015-05-12,0.202,81.0
2015-05-17,0.21,37.5
2015-05-24,0.218,18.0
2015-05-29,0.214,92.0
2015-05-31,0.265,77.5
2015-06-05,0.22,28.0
2015-06-10,0.198,51.5
2015-06-12,0.18,36.0
2015-06-17,0.199,69.0
2015-06-22,0.224,69.0
2015-06-24,0.215,62.5
2015-06-29,0.198,43.5
2015-07-04,0.108,66.0
2015-07-06,0.097,75.0
2015-07-11,0.128,60.5
2015-07-16,0.099,99.0
2015-10-15,0.193,51.5
2015-10-20,0.19,52.0
2015-10-27,0.195,49.0
2015-11-01,0.191,43.0
2015-11-03,0.193,75.5
2015-11-15,0.241,98.0
2015-11-20,0.277,90.0
2015-11-27,0.225,82.5
2015-12-02,0.232,84.0
2015-12-09,0.246,92.0
2015-12-14,0.225,90.0
2015-12-21,0.228,81.0
2015-12-26,0.229,89.5
2016-01-07,0.09,0.0
2016-01-14,0.231,48.5
2016-01-19,0.102,0.0
2016-01-26,0.336,87.5
2016-01-31,0.232,80.0
2016-02-07,0.229,74.0
2016-02-12,0.221,29.0
2016-02-19,0.112,1.5
2016-02-24,0.229,81.0
2016-03-02,0.208,62.0
2016-03-07,0.221,84.5
2016-04-12,0.213,94.0
2016-04-19,0.23,95.5
2016-05-01,0.229,87.0
2016-05-06,0.21,0.5
2016-05-13,0.165,14.0
2016-05-18,0.161,1.0
2016-05-25,0.211,68.0
2016-05-30,0.213,40.5
2016-06-04,0.223,7.0
2016-06-06,0.191,39.5
2016-06-11,0.129,2.0
2016-06-28,0.221,69.5
2016-06-30,0.206,64.0
2016-07-05,0.213,44.0
2016-07-17,0.22,72.5
2016-07-22,0.186,70.0
2016-07-24,0.192,62.0
2016-07-29,0.177,42.0
2016-09-27,0.084,18.0
2016-09-28,0.082,62.5
2016-10-02,0.237,78.0
2016-10-03,0.269,79.0
2016-10-04,0.233,66.0
2016-10-08,0.201,33.0
2016-10-09,0.205,54.5
2016-10-10,0.204,74.5
2016-10-14,0.218,26.5
2016-10-15,0.214,64.5
2016-10-16,0.233,74.5
2016-10-20,0.243,56.5
2016-10-21,0.236,64.0
2016-10-22,0.235,74.0
2016-10-26,0.232,67.0
2016-10-27,0.242,64.0
2016-10-28,0.236,80.0
2016-11-01,0.229,38.5
2016-11-02,0.226,55.5
2016-11-07,0.245,9.0
2016-11-08,0.237,26.5
2016-11-09,0.226,0.0
2016-11-14,0.216,70.5
2016-11-19,0.258,77.0
2016-11-20,0.27,82.5
2016-11-21,0.275,78.0
2016-11-25,0.236,58.5
2016-11-26,0.236,61.5
2016-12-01,0.258,70.0
2016-12-02,0.247,47.5
2016-12-03,0.229,0.0
2016-12-07,0.247,81.0
2016-12-08,0.25,59.5
2016-12-13,0.242,65.0
2016-12-14,0.24,81.5
2016-12-15,0.237,27.0
2016-12-19,0.237,66.5
2016-12-20,0.234,52.5
2016-12-25,0.269,89.5
2016-12-26,0.253,97.0
2016-12-27,0.256,75.5
2017-01-01,0.233,77.0
2017-01-02,0.243,21.0
2017-01-06,0.119,0.0
2017-01-07,0.1,46.5
2017-01-08,0.193,59.0
2017-01-12,0.262,72.0
2017-01-13,0.256,0.5
2017-01-14,0.243,2.0
2017-01-18,0.124,79.0
2017-01-19,0.212,90.0
2017-01-20,0.278,78.5
2017-01-24,0.245,60.5
2017-01-25,0.243,63.0
2017-01-26,0.241,18.0
2017-01-30,0.242,58.5
2017-01-31,0.239,71.5
2017-04-19,0.233,40.0
2017-04-20,0.228,52.0
2017-04-24,0.218,32.5
2017-04-25,0.231,98.5
2017-04-26,0.244,73.0
2017-04-30,0.239,0.0
2017-05-02,0.23,0.0
2017-05-06,0.218,0.0
2017-05-07,0.214,0.0
2017-05-08,0.21,0.0
2017-05-12,0.224,0.0
2017-05-13,0.216,55.5
2017-05-14,0.215,73.0
2017-05-18,0.242,9.0
2017-05-19,0.228,10.0
2017-05-20,0.217,9.0
2017-05-24,0.179,8.0
2017-05-25,0.169,1.0
2017-05-26,0.28,4.5
2017-05-30,0.172,8.5
2017-05-31,0.17,5.0
2017-06-01,0.177,2.5
2017-06-05,0.129,11.5
2017-06-06,0.123,39.5
2017-06-07,0.22,39.5
2017-06-11,0.228,54.0
2017-06-12,0.286,31.5
2017-06-13,0.239,27.0
2017-06-18,0.169,17.0
2017-06-19,0.15,37.5
2017-06-23,0.122,48.0
2017-06-24,0.121,45.5
2017-06-25,0.184,52.5
2017-06-29,0.111,65.5
2017-06-30,0.232,49.5
2017-07-01,0.22,68.0
2017-09-23,0.148,61.5
2017-09-28,0.148,48.0
2017-09-29,0.143,53.0
2017-10-03,0.186,73.5
2017-10-04,0.187,73.0
2017-10-05,0.194,71.5
2017-10-09,0.188,42.5
2017-10-10,0.183,73.5
2017-10-11,0.197,70.5
2017-10-15,0.208,65.0
2017-10-16,0.194,64.0
2017-10-17,0.188,59.0
2017-10-21,0.196,50.5
2017-10-22,0.213,60.0
2017-10-23,0.193,59.0
2017-10-28,0.193,61.0
2017-10-29,0.191,60.5
2017-11-02,0.209,56.0
2017-11-03,0.196,75.0
2017-11-04,0.199,66.5
2017-11-08,0.186,47.5
2017-11-09,0.186,69.0
2017-11-10,0.198,69.5
2017-11-14,0.19,58.0
2017-11-15,0.198,62.5
2017-11-16,0.193,69.5
2017-11-20,0.195,52.0
2017-11-21,0.197,61.0
2017-11-22,0.194,85.5
2017-11-26,0.195,69.5
2017-11-27,0.208,78.0
2017-11-28,0.21,82.5
2017-12-02,0.186,77.0
2017-12-03,0.211,66.5
2017-12-04,0.199,56.5
2017-12-08,0.206,76.5
2017-12-09,0.208,69.0
2017-12-10,0.2,22.5
2017-12-14,0.204,82.0
2017-12-15,0.208,41.5
2017-12-16,0.196,19.5
2017-12-20,0.196,87.0
2017-12-21,0.193,81.0
2017-12-22,0.188,81.0
2017-12-26,0.193,90.5
2017-12-27,0.2,87.5
2017-12-28,0.206,81.5
2018-01-01,0.196,95.0
2018-01-02,0.197,84.5
2018-05-31,0.143,0.0
2018-06-01,0.138,1.0
2018-06-02,0.134,22.5
2018-06-06,0.132,20.5
2018-06-07,0.128,14.5
2018-06-08,0.124,38.0
2018-06-12,0.12,42.5
2018-06-13,0.12,34.0
2018-06-14,0.119,42.5
2018-06-18,0.119,70.5
2018-06-19,0.121,55.0
2018-06-20,0.122,65.5
2018-06-25,0.112,50.0
2018-06-26,0.106,63.0
2018-06-30,0.098,52.0
2018-07-01,0.095,42.0
2018-07-02,0.092,75.0
2018-07-06,0.095,68.5
2018-07-07,0.102,55.5
2018-07-08,0.101,59.0
2018-07-12,0.1,58.5
2018-07-13,0.112,44.5
2018-07-14,0.114,55.0
2018-07-18,0.093,33.0
2018-07-19,0.089,22.5
2018-07-20,0.093,33.5
2018-07-24,0.107,30.0
2018-07-25,0.1,20.0
2018-07-26,0.094,34.0
2018-07-30,0.152,42.5
2018-07-31,0.139,39.5
2018-08-01,0.129,42.5
2018-08-05,0.099,20.5
2018-08-06,0.23,18.5
2018-08-07,0.161,36.5
2018-08-11,0.142,58.0
2018-08-12,0.164,78.0
2018-08-13,0.197,86.0
2018-08-17,0.151,41.5
2018-08-18,0.14,46.5
2018-08-19,0.133,57.5
2018-08-23,0.136,41.5
2018-08-24,0.128,71.5
2018-08-25,0.145,75.0
