date_time,soil moisture,Soil_Moisture
2015-05-12 05:00:00,0.166,0.15166788
2015-05-13 05:00:00,0.185,0.15988913
2015-05-15 05:00:00,0.166,0.13319808
2015-05-18 05:00:00,0.163,0.12273092
2015-05-20 05:00:00,0.186,0.1512251
2015-05-23 05:00:00,0.168,0.123750165
2015-05-25 05:00:00,0.162,0.08544945
2015-05-26 05:00:00,0.163,0.11329424
2015-05-28 05:00:00,0.159,0.09822622
2015-05-30 05:00:00,0.195,0.2051772
2015-05-31 05:00:00,0.196,0.17989805
2015-06-02 05:00:00,0.179,0.18939807
2015-06-04 05:00:00,0.162,0.16186395
2015-06-05 05:00:00,0.154,0.07747787
2015-06-07 05:00:00,0.15,0.11256031
2015-06-10 05:00:00,0.147,0.07315663
2015-06-12 05:00:00,0.146,0.055207785
2015-06-13 05:00:00,0.142,0.07955219
2015-06-15 05:00:00,0.163,0.10252265
2015-06-17 05:00:00,0.152,0.08332575
2015-06-18 05:00:00,0.186,0.19526935
2015-06-20 05:00:00,0.166,0.12314553
2015-06-22 05:00:00,0.199,0.18953359
2015-06-23 05:00:00,0.17,-0.33303913
2015-06-25 05:00:00,0.154,0.11357829
2015-06-28 05:00:00,0.151,0.09329854
2015-07-01 05:00:00,0.15,0.10593621
2015-07-03 05:00:00,0.129,0.056693453
2015-07-05 05:00:00,0.118,0.054249477000000004
2015-07-06 05:00:00,0.141,0.10530969999999999
2015-07-08 05:00:00,0.141,0.094075575
2015-07-10 05:00:00,0.173,0.11871579
2015-07-11 05:00:00,0.154,0.07832179
2015-07-13 05:00:00,0.151,0.09166617
2015-07-16 05:00:00,0.125,0.062236093
2015-07-18 05:00:00,0.11,0.04069252
2015-07-19 05:00:00,0.103,0.07481833
2015-07-21 05:00:00,0.15,0.104311444
2015-07-23 05:00:00,0.134,-0.36004966
2015-07-24 05:00:00,0.119,0.06784421
2015-07-26 05:00:00,0.2,0.13557972
2015-07-28 05:00:00,0.21,0.15912620000000002
2015-07-29 05:00:00,0.181,0.105730616
2015-07-31 05:00:00,0.162,0.1183003
2015-08-03 05:00:00,0.142,0.0926644
2016-05-16 05:00:00,0.152,0.046660695
2016-05-17 05:00:00,0.152,0.060191512
2016-05-19 05:00:00,0.152,-0.33851737
2016-05-21 05:00:00,0.152,0.08662382
2016-05-22 05:00:00,0.168,0.16127378
2016-05-24 05:00:00,0.162,0.12961228
2016-05-27 05:00:00,0.155,0.0852243
2016-05-29 05:00:00,0.153,0.06823471
2016-06-01 05:00:00,0.152,0.092003606
2016-06-03 05:00:00,0.147,0.024854235
2016-06-04 05:00:00,0.142,0.07130837
2016-06-06 05:00:00,0.136,0.06445177
