date_time,soil moisture,SM
2015-04-01 05:00:00,0.225,0.2798
2015-04-02 05:00:00,0.211,0.2243
2015-04-04 05:00:00,0.198,0.2392
2015-04-06 05:00:00,0.193,0.2329
2015-04-07 05:00:00,0.189,0.1769
2015-04-09 05:00:00,0.184,0.1995
2015-04-10 05:00:00,0.181,0.1692
2015-04-11 05:00:00,0.179,0.1935
2015-04-12 05:00:00,0.175,0.1954
2015-04-14 05:00:00,0.184,0.19669999
2015-04-15 05:00:00,0.186,0.1925
2015-04-17 05:00:00,0.184,0.17300000000000001
2015-04-19 05:00:00,0.178,0.0998
2015-04-20 05:00:00,0.174,0.0332
2015-04-22 05:00:00,0.167,0.1785
2015-04-24 05:00:00,0.162,0.11800000000000001
2015-04-25 05:00:00,0.161,0.1299
2015-04-27 05:00:00,0.158,0.1612
2015-04-28 05:00:00,0.156,0.11229999
2015-04-29 05:00:00,0.154,0.0958
2015-04-30 05:00:00,0.151,0.21239999
2015-05-02 05:00:00,0.156,0.175
2015-05-03 05:00:00,0.156,0.083799995
2015-05-04 05:00:00,0.157,0.2564
2015-05-05 05:00:00,0.166,0.2065
2015-05-07 05:00:00,0.193,0.2773
2015-05-08 05:00:00,0.196,0.2068
2015-05-10 05:00:00,0.193,0.23959999
2015-05-12 05:00:00,0.185,0.2048
2015-05-13 05:00:00,0.185,0.1929
2015-05-15 05:00:00,0.184,0.1805
2015-05-16 05:00:00,0.181,0.1451
2015-05-17 05:00:00,0.18,0.2013
2015-05-18 05:00:00,0.177,0.17549999
2015-05-20 05:00:00,0.202,0.20279999
2015-05-21 05:00:00,0.199,0.15429999
2015-05-22 05:00:00,0.194,0.1899
2015-05-23 05:00:00,0.19,0.1797
2015-05-25 05:00:00,0.184,0.1665
2015-05-26 05:00:00,0.181,0.1191
2015-05-28 05:00:00,0.174,0.1644
2015-05-30 05:00:00,0.196,0.2856
2015-05-31 05:00:00,0.207,0.1963
2015-06-02 05:00:00,0.206,0.2338
2015-06-03 05:00:00,0.228,0.226
2015-06-04 05:00:00,0.21,0.2516
2015-06-05 05:00:00,0.201,0.1358
2015-06-07 05:00:00,0.191,0.1692
2015-06-08 05:00:00,0.188,0.1463
2015-06-09 05:00:00,0.185,0.17719999
2015-06-10 05:00:00,0.182,0.12109999
2015-06-12 05:00:00,0.174,0.13669999
2015-06-13 05:00:00,0.169,0.109299995
2015-06-15 05:00:00,0.177,0.1698
2015-06-17 05:00:00,0.173,0.17809999
2015-06-18 05:00:00,0.175,0.14739999
2015-06-20 05:00:00,0.176,0.17539999
2015-06-21 05:00:00,0.173,0.1462
2015-06-22 05:00:00,0.169,0.2758
2015-06-25 05:00:00,0.184,0.16669999
2015-06-26 05:00:00,0.18,0.1396
2015-06-28 05:00:00,0.176,0.1495
2015-07-01 05:00:00,0.171,0.1038
2015-07-03 05:00:00,0.16,0.1558
2015-07-05 05:00:00,0.149,0.204
2015-07-06 05:00:00,0.145,0.1282
2015-07-08 05:00:00,0.139,0.1927
2015-07-09 05:00:00,0.139,0.1713
2015-07-10 05:00:00,0.138,0.21939999
2015-07-11 05:00:00,0.135,0.1563
2015-07-13 05:00:00,0.133,0.1532
2015-07-14 05:00:00,0.133,0.1174
2015-07-15 05:00:00,0.13,0.17719999
2015-07-16 05:00:00,0.127,0.112399995
2015-07-18 05:00:00,0.123,0.11229999
2015-07-19 05:00:00,0.121,0.0769
2015-07-21 05:00:00,0.121,0.1734
2015-07-23 05:00:00,0.119,0.039699998
2015-07-24 05:00:00,0.118,0.105799995
2015-07-26 05:00:00,0.118,0.1972
2015-07-27 05:00:00,0.118,0.108899996
2015-07-28 05:00:00,0.12,0.20269999
2015-07-29 05:00:00,0.193,0.1749
2015-07-31 05:00:00,0.182,0.1937
2015-08-01 05:00:00,0.175,0.088999994
2015-08-02 05:00:00,0.169,0.17189999
2015-08-03 05:00:00,0.163,0.1356
2015-08-06 05:00:00,0.151,0.1515
