date_time,soil moisture,ssm
2015-04-06 00:00:00,0.236,21.0
2015-04-18 00:00:00,0.225,11.5
2015-04-25 00:00:00,0.215,60.0
2015-05-05 00:00:00,0.228,95.0
2015-05-12 00:00:00,0.218,99.5
2015-05-17 00:00:00,0.219,59.0
2015-05-24 00:00:00,0.213,39.5
2015-05-29 00:00:00,0.213,96.5
2015-05-31 00:00:00,0.238,84.5
2015-06-05 00:00:00,0.22,37.0
2015-06-10 00:00:00,0.207,42.0
2015-06-12 00:00:00,0.199,29.0
2015-06-17 00:00:00,0.203,54.5
2015-06-22 00:00:00,0.198,41.0
2015-06-24 00:00:00,0.214,23.5
2015-06-29 00:00:00,0.193,20.5
2015-07-04 00:00:00,0.163,43.0
2015-07-06 00:00:00,0.15,48.5
2015-07-11 00:00:00,0.169,28.0
2015-07-18 00:00:00,0.129,55.5
2015-07-30 00:00:00,0.198,79.0
2015-08-04 00:00:00,0.174,95.5
2015-08-09 00:00:00,0.17,87.0
2015-08-16 00:00:00,0.139,60.0
2015-08-21 00:00:00,0.123,35.0
2015-08-23 00:00:00,0.116,37.0
2015-08-28 00:00:00,0.201,71.0
2015-09-02 00:00:00,0.209,81.0
2015-09-04 00:00:00,0.213,82.0
2015-09-09 00:00:00,0.194,38.5
2015-09-14 00:00:00,0.213,99.5
2015-09-16 00:00:00,0.22,98.0
2015-09-21 00:00:00,0.201,87.0
2015-09-26 00:00:00,0.219,72.5
2015-10-03 00:00:00,0.196,32.5
2015-10-08 00:00:00,0.222,82.0
2015-10-10 00:00:00,0.216,83.0
2015-10-15 00:00:00,0.202,44.0
2015-10-20 00:00:00,0.199,40.5
2015-10-27 00:00:00,0.205,43.5
2015-11-01 00:00:00,0.199,42.5
2015-11-03 00:00:00,0.199,67.0
2015-11-15 00:00:00,0.227,85.5
2015-11-20 00:00:00,0.24,78.5
2015-11-27 00:00:00,0.222,70.5
2015-12-02 00:00:00,0.233,76.0
2015-12-09 00:00:00,0.33,80.5
2015-12-14 00:00:00,0.382,82.5
2015-12-21 00:00:00,0.31,62.5
2015-12-26 00:00:00,0.381,83.5
2016-01-07 00:00:00,0.275,0.0
2016-01-14 00:00:00,0.366,51.0
2016-01-19 00:00:00,0.414,0.0
2016-01-26 00:00:00,0.438,76.0
2016-01-31 00:00:00,0.428,76.0
