date_time,soil moisture,ssm
2018-11-09,0.152,73.0
2018-11-10,0.172,80.0
2018-11-11,0.187,76.5
2018-11-15,0.186,60.0
2018-11-16,0.178,75.5
2018-11-17,0.173,25.0
2018-11-21,0.168,45.5
2018-11-22,0.161,57.0
2018-11-23,0.156,31.5
2018-11-27,0.066,0.0
2018-11-28,0.067,28.0
2018-11-29,0.111,70.0
2018-12-03,0.193,83.5
2018-12-04,0.186,81.0
2018-12-05,0.174,57.0
2018-12-09,0.193,78.0
2018-12-10,0.182,81.0
2018-12-11,0.175,20.5
2018-12-15,0.171,50.5
2018-12-16,0.161,39.0
2018-12-17,0.15,2.5
2018-12-22,0.196,84.0
2018-12-23,0.19,75.5
2018-12-27,0.174,76.0
2018-12-28,0.176,86.0
2018-12-29,0.178,67.5
