date_time,soil moisture,ssm
2015-04-06,0.155,43.5
2015-04-18,0.156,28.0
2015-04-25,0.101,61.5
2015-04-30,0.127,99.5
2015-05-05,0.178,99.5
2015-05-12,0.15,99.5
2015-05-17,0.17,98.0
2015-05-24,0.164,34.0
2015-05-29,0.164,99.5
2015-05-31,0.219,88.5
2015-06-05,0.167,37.0
2015-06-10,0.136,45.5
2015-06-12,0.116,42.0
2015-06-17,0.156,73.0
2015-06-22,0.161,75.0
2015-06-24,0.17,53.0
2015-06-29,0.198,58.5
2015-07-04,0.117,85.5
2015-07-06,0.107,85.5
2015-07-11,0.156,86.0
2015-07-18,0.102,89.5
2015-07-23,0.128,99.5
2015-08-04,0.145,99.0
2015-10-20,0.193,58.5
2015-10-27,0.191,40.5
2015-11-01,0.18,44.0
2015-11-03,0.18,66.0
2015-11-15,0.227,96.5
2015-11-20,0.228,93.0
2015-11-27,0.207,76.5
2015-12-02,0.213,86.5
2015-12-09,0.216,83.0
2015-12-14,0.205,95.5
2015-12-21,0.206,71.0
2015-12-26,0.209,89.5
2016-01-14,0.21,48.5
2016-01-19,0.08,0.0
2016-01-26,0.255,68.5
2016-01-31,0.214,74.0
2016-02-07,0.202,62.0
2016-02-12,0.193,31.5
2016-02-19,0.087,0.0
2016-02-24,0.206,70.0
2016-04-19,0.183,90.5
2016-05-01,0.18,78.0
2016-05-06,0.152,21.0
2016-05-13,0.101,22.5
2016-05-18,0.16,8.0
2016-05-25,0.184,67.5
2016-05-30,0.135,34.5
2016-06-04,0.128,7.0
2016-06-06,0.184,37.0
2016-06-11,0.112,3.0
2016-06-28,0.185,73.0
2016-06-30,0.178,63.0
2016-07-05,0.18,55.0
2016-07-17,0.185,86.5
2016-07-22,0.155,80.5
2016-07-24,0.149,67.0
2016-07-29,0.157,56.0
2016-10-08,0.143,11.0
2016-10-09,0.141,27.5
2016-10-10,0.157,64.5
2016-10-14,0.165,11.0
2016-10-15,0.159,43.5
2016-10-16,0.165,51.0
2016-10-20,0.187,40.5
2016-10-21,0.182,55.0
2016-10-22,0.186,64.0
2016-10-26,0.177,59.0
2016-10-27,0.182,52.0
2016-10-28,0.178,63.0
2016-11-01,0.17,32.5
2016-11-02,0.168,39.0
2016-11-07,0.192,7.5
2016-11-08,0.184,8.5
2016-11-14,0.162,67.5
2016-11-19,0.202,76.5
2016-11-20,0.21,80.0
2016-11-21,0.21,67.5
2016-11-25,0.182,52.5
2016-11-26,0.181,55.5
2016-12-01,0.214,73.0
2016-12-02,0.196,31.0
2016-12-07,0.198,87.0
2016-12-08,0.201,63.0
2016-12-13,0.192,75.0
2016-12-14,0.189,85.0
2016-12-15,0.184,7.5
2016-12-19,0.183,70.0
2016-12-20,0.18,58.0
2016-12-25,0.224,97.0
2016-12-26,0.212,92.5
2016-12-27,0.214,70.0
2017-12-09,0.241,66.0
2017-12-10,0.209,22.5
2017-12-14,0.219,66.0
2017-12-15,0.219,29.0
2017-12-16,0.2,2.0
2017-12-20,0.202,85.5
2017-12-21,0.211,77.5
2017-12-22,0.203,70.5
2017-12-26,0.207,90.5
2017-12-27,0.223,92.5
2017-12-28,0.217,76.0
2018-01-01,0.213,90.0
2018-01-02,0.216,89.5
2018-01-03,0.204,96.0
2018-01-09,0.075,2.5
2018-01-13,0.192,50.0
2018-01-14,0.188,15.5
2018-01-15,0.178,1.5
2018-01-19,0.193,58.5
2018-01-20,0.193,64.5
2018-01-21,0.197,59.0
2018-01-25,0.203,71.0
2018-01-26,0.193,80.0
2018-01-27,0.194,75.0
2018-01-31,0.191,80.5
2018-02-01,0.206,97.5
2018-02-02,0.227,88.0
2018-02-06,0.164,0.0
2018-02-07,0.102,8.5
2018-02-08,0.1,1.0
2018-02-12,0.184,58.0
2018-02-13,0.204,82.0
2018-02-14,0.197,3.5
2018-02-18,0.217,60.5
2018-02-24,0.177,0.0
2018-03-08,0.161,31.0
2018-03-09,0.167,60.5
2018-03-10,0.173,7.5
2018-04-26,0.152,61.5
2018-04-27,0.146,45.5
2018-05-02,0.192,49.5
2018-05-03,0.172,85.5
2018-05-25,0.159,14.0
2018-05-31,0.157,3.5
2018-06-01,0.141,4.0
2018-06-02,0.124,23.0
2018-06-06,0.156,13.5
2018-06-07,0.143,10.0
2018-06-08,0.129,26.0
2018-06-12,0.173,26.0
2018-06-13,0.164,19.0
2018-06-14,0.154,35.5
2018-06-18,0.181,63.0
2018-06-19,0.179,35.0
2018-06-20,0.168,54.5
2018-06-25,0.14,46.5
2018-06-26,0.128,43.0
2018-06-30,0.083,51.0
2018-07-01,0.077,44.0
2018-07-02,0.073,72.5
2018-07-06,0.165,74.0
2018-07-07,0.15,63.0
2018-07-08,0.139,59.5
2018-07-12,0.113,90.0
2018-07-13,0.178,67.5
2018-07-14,0.156,65.0
