date_time,soil moisture,ssm
2016-05-30,0.185,24.0
2016-06-04,0.179,12.0
2016-06-06,0.174,20.0
2016-06-11,0.168,0.5
2016-06-28,0.217,68.5
2016-06-30,0.216,65.5
2016-07-05,0.227,67.5
2016-07-17,0.268,66.5
2016-07-22,0.206,63.0
2016-07-24,0.202,46.5
2016-07-29,0.176,41.0
2016-08-03,0.177,73.0
2016-08-05,0.217,63.0
2016-08-10,0.216,49.5
2016-08-15,0.218,54.5
2016-08-17,0.194,44.5
2016-08-22,0.202,76.0
2016-08-27,0.184,41.0
2016-08-29,0.223,56.0
2016-09-03,0.2,52.0
2016-09-08,0.21,47.0
2016-10-26,0.234,61.5
2016-10-27,0.245,68.0
2016-10-28,0.241,65.5
2016-11-01,0.233,47.0
2016-11-02,0.232,57.5
2016-11-07,0.269,24.0
2016-11-08,0.251,4.5
2016-11-13,0.188,0.0
2016-11-14,0.201,73.0
2016-11-19,0.295,83.0
2016-11-20,0.31,78.5
2016-11-21,0.352,73.5
2016-11-25,0.269,69.5
2016-11-26,0.269,72.5
2016-12-01,0.313,83.0
2016-12-02,0.27,38.5
2016-12-07,0.26,86.5
2016-12-08,0.267,67.5
2016-12-13,0.268,72.5
2016-12-14,0.267,81.5
2016-12-15,0.263,6.0
2016-12-19,0.253,70.0
2016-12-20,0.251,60.5
2016-12-25,0.321,93.0
2016-12-26,0.301,99.0
2016-12-27,0.3,58.5
2017-01-01,0.259,80.5
2017-01-02,0.261,8.0
2017-01-07,0.105,58.5
2017-01-08,0.14,41.0
2017-01-12,0.407,70.5
2017-01-13,0.409,17.5
2017-01-14,0.31,4.0
2017-01-18,0.239,81.0
2017-01-19,0.282,90.0
2017-01-20,0.298,64.5
2017-01-24,0.271,55.0
2017-01-25,0.267,61.0
2017-01-26,0.264,11.5
2017-01-30,0.264,59.0
2017-01-31,0.259,69.5
2017-02-01,0.256,30.0
2017-02-05,0.256,58.5
2017-02-06,0.262,71.0
2017-02-07,0.256,10.0
2017-02-11,0.247,22.0
2017-02-12,0.244,30.5
2017-02-13,0.237,0.0
2017-02-17,0.265,51.5
2017-02-18,0.257,52.5
2017-02-19,0.26,86.0
2017-02-23,0.303,72.5
2017-02-24,0.387,94.0
2017-02-25,0.308,10.0
2017-05-30,0.177,13.0
2017-05-31,0.177,9.5
2017-06-01,0.175,1.5
2017-06-05,0.175,17.5
2017-06-06,0.174,83.5
2017-06-07,0.173,76.0
2017-06-11,0.186,74.5
2017-06-12,0.207,58.0
2017-06-13,0.19,49.0
2017-06-18,0.167,24.0
2017-06-19,0.163,32.0
2017-06-23,0.151,44.5
2017-06-24,0.151,52.0
2017-06-25,0.161,56.5
2017-06-29,0.174,81.5
2017-06-30,0.192,74.5
2017-07-01,0.194,80.5
2017-07-05,0.165,60.5
2017-07-06,0.159,45.0
2017-07-11,0.154,90.5
2017-07-12,0.162,53.0
2017-07-13,0.165,41.5
2017-07-17,0.189,87.0
2017-07-18,0.183,60.5
2017-07-19,0.178,56.0
2017-07-23,0.195,80.0
2017-07-24,0.202,64.0
2017-07-25,0.191,67.5
2017-07-29,0.196,93.0
2017-07-30,0.203,89.0
2017-07-31,0.203,79.5
2017-08-04,0.23,90.0
2017-08-05,0.23,71.5
2017-08-06,0.206,77.5
2017-08-11,0.186,61.0
2017-08-18,0.21,80.5
2017-08-22,0.207,69.5
2017-08-23,0.196,65.5
2017-08-29,0.178,53.5
