date_time,soil moisture,sm
2015-04-01,0.207,0.52
2015-04-02,0.192,0.48999998
2015-04-03,0.18,0.45999998
2015-04-04,0.172,0.44
2015-04-05,0.166,0.39999998
2015-04-06,0.162,0.42
2015-04-07,0.156,0.47165778
2015-04-08,0.154,0.45
2015-04-09,0.15,0.43838814
2015-04-10,0.144,0.41
2015-04-11,0.14,0.42729399999999995
2015-04-12,0.155,0.41
2015-04-13,0.204,0.5
2015-04-14,0.178,0.44562358
2015-04-15,0.179,0.48
2015-04-16,0.178,0.44
2015-04-17,0.165,0.39
2015-04-18,0.159,0.42999998
2015-04-19,0.151,0.38
2015-04-20,0.142,0.39
2015-04-21,0.131,0.35
2015-04-22,0.119,0.40552908
2015-04-23,0.107,0.34
2015-04-24,0.104,0.38510582
2015-04-25,0.099,0.4422927
2015-04-26,0.098,0.42999998
2015-04-27,0.101,0.41042328
2015-04-28,0.099,0.35
2015-04-29,0.095,0.39489418
2015-04-30,0.094,0.42999998
2015-05-01,0.161,0.47
2015-05-02,0.162,0.44614136
2015-05-03,0.152,0.38
2015-05-04,0.213,0.53
2015-05-05,0.188,0.46052042
2015-05-06,0.196,0.44468254
2015-05-07,0.212,0.47329906
2015-05-08,0.199,0.46666017
2015-05-09,0.188,0.39999998
2015-05-10,0.202,0.47542223
2015-05-11,0.189,0.4371748
2015-05-12,0.176,0.32999998
2015-05-13,0.207,0.47291239999999996
2015-05-14,0.201,0.41
2015-05-15,0.19,0.4106349
2015-05-16,0.183,0.3871715
2015-05-17,0.191,0.39695987
2015-05-18,0.193,0.37
2015-05-19,0.229,0.44
2015-05-20,0.202,0.44307068
2015-05-21,0.199,0.4174286
2015-05-22,0.192,0.41
2015-05-23,0.195,0.41641155
2015-05-24,0.186,0.37
2015-05-25,0.177,0.41443887
2015-05-26,0.195,0.3966525
2015-05-27,0.188,0.40011713
2015-05-28,0.186,0.37835219999999997
2015-05-29,0.206,0.44776767
2015-05-30,0.236,0.45253184
2015-05-31,0.228,0.46164570000000005
2015-06-01,0.227,0.42999998
2015-06-02,0.201,0.42370558
2015-06-03,0.214,0.4681023
2015-06-04,0.199,0.41479970000000005
2015-06-05,0.191,0.42
2015-06-06,0.182,0.35
2015-06-07,0.175,0.39683482
2015-06-08,0.169,0.40928805
2015-06-09,0.166,0.37
2015-06-10,0.157,0.37139893
2015-06-11,0.143,0.35
2015-06-12,0.133,0.37791914
2015-06-13,0.118,0.42019764
2015-06-14,0.208,0.49544585
2015-06-15,0.186,0.39803103
2015-06-16,0.176,0.39
2015-06-17,0.161,0.38941833
2015-06-18,0.208,0.44905895
2015-06-19,0.199,0.42999998
2015-06-20,0.192,0.4042819
2015-06-21,0.181,0.43060958
2015-06-22,0.207,0.4467937
2015-06-23,0.201,0.48
2015-06-24,0.189,0.38
2015-06-25,0.18,0.40674827
2015-06-26,0.168,0.4300062
2015-06-27,0.167,0.41
2015-06-28,0.21,0.4343764
2015-06-29,0.21,0.44
2015-06-30,0.194,0.39999998
2015-07-01,0.178,0.42578292
2015-07-02,0.161,0.4061387
2015-07-03,0.14,0.38574332
2015-07-04,0.128,0.38
2015-07-05,0.116,0.39838809999999997
2015-07-06,0.11,0.41592705
2015-07-07,0.107,0.42425925
2015-07-08,0.104,0.41008069999999996
2015-07-09,0.188,0.47586912
2015-07-10,0.178,0.4095767
2015-07-11,0.161,0.47
2015-07-12,0.166,0.42999998
2015-07-13,0.162,0.42260119999999995
2015-07-14,0.155,0.45629242
2015-07-15,0.145,0.41
2015-07-16,0.133,0.48
2015-07-17,0.122,0.42
2015-10-16,0.229,0.42999998
2015-10-17,0.232,0.5372024999999999
2015-10-18,0.243,0.49987242
2015-10-19,0.236,0.4398469
2015-10-20,0.234,0.44510582
2015-10-21,0.23,0.39999998
2015-10-22,0.237,0.5046384
2015-10-23,0.25,0.42999998
2015-10-24,0.24,0.46245020000000003
2015-10-25,0.236,0.46245020000000003
2015-10-26,0.237,0.48587546
2015-10-27,0.233,0.44
2015-10-28,0.232,0.41
2015-10-29,0.228,0.45139825
2015-10-30,0.228,0.52558094
2015-10-31,0.225,0.42
2015-11-01,0.223,0.42
2015-11-02,0.224,0.45
2015-11-03,0.226,0.43764606
2015-11-04,0.224,0.52621967
2015-11-05,0.223,0.45999998
2015-11-06,0.247,0.48
