date_time,soil moisture,ssm
2015-05-12,0.196,90.0
2015-05-17,0.202,42.0
2015-05-24,0.194,23.0
2015-05-29,0.196,86.0
2015-05-31,0.223,77.0
2015-06-05,0.214,45.0
2015-06-10,0.198,57.0
2015-06-12,0.191,25.5
2015-06-17,0.192,78.5
2015-06-22,0.27,60.0
2015-06-24,0.204,32.5
2015-06-29,0.227,31.0
2015-07-04,0.169,25.0
2015-07-06,0.207,48.5
2015-07-11,0.195,39.0
2015-07-16,0.21,67.0
2015-07-18,0.188,48.5
2015-07-23,0.192,72.0
2015-07-30,0.213,60.5
2015-08-04,0.166,94.0
2015-10-20,0.186,61.5
2015-10-27,0.183,54.5
2015-11-01,0.176,58.5
2015-11-03,0.178,73.5
2015-11-15,0.23,96.5
2015-11-20,0.288,96.5
2015-11-27,0.39,79.5
2015-12-02,0.401,90.0
2015-12-09,0.405,83.0
2015-12-14,0.428,92.5
2015-12-21,0.427,69.5
2015-12-26,0.457,92.0
2016-01-07,0.092,0.0
2016-01-14,0.209,77.0
2016-01-19,0.114,1.5
2016-01-26,0.185,71.5
2016-01-31,0.332,88.0
2016-02-07,0.34,66.0
2016-02-12,0.362,65.0
2016-02-19,0.141,9.0
2016-02-24,0.314,85.5
2016-03-02,0.291,65.0
2016-03-07,0.322,78.0
2016-05-30,0.198,55.0
2016-06-04,0.178,42.0
2016-06-06,0.166,51.0
2016-06-11,0.131,29.5
2016-06-28,0.225,46.0
2016-06-30,0.211,58.5
2016-07-05,0.23,45.0
2016-07-17,0.25,59.0
2016-07-22,0.193,63.0
2016-07-24,0.195,60.0
2016-07-29,0.17,42.5
2016-10-08,0.181,15.5
2016-10-09,0.179,27.5
2016-10-10,0.183,54.5
2016-10-14,0.187,15.5
2016-10-15,0.18,61.5
2016-10-16,0.194,45.0
2016-10-20,0.24,51.0
2016-10-21,0.229,67.5
2016-10-22,0.233,64.5
2016-10-26,0.213,57.5
2016-10-27,0.25,73.0
2016-10-28,0.227,66.0
2016-11-01,0.207,45.5
2016-11-02,0.205,58.0
2016-11-07,0.233,30.0
2016-11-08,0.208,24.5
2016-11-09,0.178,0.0
2016-11-13,0.131,0.0
2016-11-14,0.102,70.5
2016-11-19,0.253,78.5
2016-11-20,0.25,85.0
2016-11-21,0.253,74.5
2016-11-25,0.22,63.5
2016-11-26,0.218,70.5
2016-12-01,0.258,77.0
2016-12-02,0.236,60.0
2016-12-03,0.201,0.0
2016-12-07,0.228,79.5
2016-12-08,0.236,68.0
2016-12-13,0.229,69.0
2016-12-14,0.227,84.0
2016-12-15,0.217,22.5
2016-12-19,0.216,64.0
2016-12-20,0.213,63.0
2016-12-25,0.245,87.0
2016-12-26,0.242,98.5
2016-12-27,0.248,63.5
2017-01-01,0.22,81.5
2017-01-02,0.232,25.5
2017-01-06,0.086,0.0
2017-01-07,0.083,75.0
2017-01-08,0.115,44.5
2017-01-12,0.417,77.0
2017-01-13,0.418,34.5
2017-01-14,0.285,15.0
2017-01-18,0.185,73.0
2017-01-19,0.233,93.5
2017-01-20,0.253,63.5
2017-01-24,0.223,56.0
2017-01-25,0.221,67.0
2017-01-26,0.217,19.5
2017-01-30,0.224,55.0
2017-01-31,0.215,75.0
2017-02-01,0.209,38.0
2017-02-05,0.211,54.0
2017-02-06,0.218,73.5
2017-02-07,0.211,17.0
2017-02-11,0.203,31.0
2017-02-12,0.198,47.5
2017-02-13,0.184,0.0
2017-02-17,0.231,54.5
2017-02-18,0.216,59.0
2017-02-19,0.218,65.0
2017-02-23,0.223,66.0
2017-02-24,0.237,93.5
2017-02-25,0.225,20.5
2017-05-12,0.15,3.5
2017-05-13,0.143,73.5
2017-05-14,0.145,81.5
2017-05-18,0.164,1.5
2017-05-19,0.157,5.0
2017-05-20,0.153,8.0
2017-05-24,0.139,8.5
2017-05-25,0.136,4.0
2017-05-26,0.135,1.0
2017-05-30,0.127,13.0
2017-05-31,0.126,6.5
2017-06-01,0.126,1.5
2017-06-05,0.117,20.5
2017-06-06,0.116,76.0
2017-06-07,0.112,68.0
2017-06-11,0.153,72.0
2017-06-12,0.195,55.5
2017-06-13,0.166,53.5
2017-06-18,0.109,25.5
2017-06-19,0.101,37.5
2017-06-23,0.092,47.0
2017-06-24,0.098,50.5
2017-06-25,0.152,66.5
2017-06-29,0.118,72.0
2017-06-30,0.175,64.5
2017-07-01,0.194,75.0
2017-07-05,0.136,60.0
2017-07-06,0.115,51.0
2017-07-11,0.128,77.0
2017-07-12,0.184,55.5
2017-07-13,0.169,56.0
2017-07-17,0.175,83.0
2017-07-18,0.153,62.0
2017-07-19,0.136,67.5
2017-07-23,0.172,83.0
2017-07-24,0.194,67.0
2017-07-25,0.177,75.0
2017-07-29,0.19,96.5
2017-07-30,0.194,91.5
2017-07-31,0.195,80.0
2017-08-04,0.212,97.0
2017-08-05,0.19,84.5
2017-08-06,0.186,76.0
2017-08-11,0.148,71.5
2017-08-18,0.168,83.0
2017-08-22,0.166,69.0
2017-08-23,0.154,63.5
2017-08-29,0.097,52.0
2017-08-30,0.091,44.5
2017-09-04,0.111,50.5
2017-09-05,0.101,55.0
2017-09-09,0.161,73.5
2017-09-10,0.155,89.0
2017-09-11,0.168,76.5
2017-12-09,0.298,91.0
2017-12-10,0.29,28.0
2017-12-14,0.29,87.0
2017-12-15,0.292,62.5
2017-12-16,0.277,15.0
2017-12-20,0.259,94.0
2017-12-21,0.257,90.5
2017-12-22,0.256,80.0
2017-12-26,0.261,99.0
2017-12-27,0.263,98.5
2017-12-28,0.263,84.0
2018-01-07,0.244,9.5
2018-01-08,0.226,16.5
2018-01-09,0.117,5.5
2018-01-13,0.282,74.5
2018-01-14,0.263,55.0
2018-01-15,0.254,6.0
2018-01-19,0.279,59.0
2018-01-20,0.281,78.5
2018-01-21,0.287,62.5
2018-01-25,0.41,89.0
2018-01-26,0.405,96.0
2018-01-27,0.401,75.0
2018-01-31,0.396,95.5
2018-02-01,0.4,99.0
2018-02-02,0.399,88.5
2018-02-06,0.239,14.5
2018-02-07,0.129,57.0
2018-02-08,0.13,7.0
2018-02-12,0.123,80.0
2018-02-13,0.137,83.0
2018-02-14,0.146,6.5
2018-02-18,0.193,80.0
2018-02-24,0.264,29.5
2018-02-25,0.251,16.0
2018-02-26,0.149,0.0
2018-03-02,0.092,0.0
2018-03-03,0.095,12.5
2018-03-08,0.132,69.5
2018-03-09,0.138,85.5
2018-03-10,0.149,10.5
2018-06-01,0.234,1.0
2018-06-02,0.161,5.5
2018-06-06,0.088,0.0
2018-06-07,0.079,1.0
2018-06-08,0.068,0.5
2018-06-12,0.115,4.5
2018-06-13,0.098,3.5
2018-06-14,0.086,1.0
2018-06-18,0.176,46.0
2018-06-19,0.164,24.0
2018-06-20,0.136,29.0
2018-06-25,0.159,21.0
2018-06-26,0.227,15.0
2018-06-30,0.107,30.0
2018-07-01,0.095,12.5
2018-07-02,0.088,32.0
2018-07-06,0.067,56.5
2018-07-07,0.061,39.5
2018-07-08,0.161,17.5
2018-07-12,0.167,50.0
2018-07-13,0.151,38.5
2018-07-14,0.127,21.0
2018-07-18,0.087,51.0
2018-07-19,0.082,30.0
2018-07-20,0.076,13.5
2018-07-24,0.051,35.5
2018-07-25,0.049,17.0
2018-07-26,0.047,9.5
2018-11-10,0.199,76.0
2018-11-11,0.215,75.0
2018-11-15,0.228,65.0
2018-11-16,0.217,77.0
2018-11-17,0.212,61.5
2018-11-21,0.207,51.5
2018-11-22,0.202,61.0
2018-11-23,0.198,43.5
2018-11-27,0.177,1.5
2018-11-28,0.161,32.0
2018-11-29,0.18,72.5
2018-12-03,0.243,80.5
2018-12-04,0.231,80.5
2018-12-05,0.216,63.0
2018-12-09,0.246,76.0
2018-12-10,0.232,82.5
2018-12-11,0.221,41.0
2018-12-15,0.212,57.0
2018-12-16,0.206,44.5
2018-12-17,0.198,18.5
2018-12-22,0.243,80.5
