date_time,soil moisture,sm
2015-04-01,0.164,0.30330247
2015-04-02,0.156,0.2550475
2015-04-03,0.149,0.24267432
2015-04-04,0.144,0.23439664
2015-04-05,0.139,0.22164775
2015-04-06,0.137,0.22419776
2015-04-08,0.132,0.22451532
2015-04-09,0.128,0.22709751
2015-04-10,0.124,0.21174176
2015-04-12,0.117,0.24511237
2015-04-13,0.12,0.27677482
2015-04-15,0.119,0.26045799999999997
2015-04-16,0.119,0.24364379
2015-04-17,0.117,0.2191297
2015-04-18,0.112,0.22149706
2015-04-19,0.11,0.21564017
2015-04-20,0.106,0.20349076
2015-04-21,0.102,0.2067229
2015-04-24,0.097,0.21010286
2015-04-25,0.095,0.18851978
2015-04-26,0.095,0.2327505
2015-04-27,0.093,0.18866473
2015-04-28,0.091,0.19171739
2015-04-29,0.089,0.21768352
2015-04-30,0.087,0.23073761
2015-05-01,0.086,0.2313471
2015-05-02,0.086,0.24445882
2015-05-03,0.085,0.19710745
2015-05-04,0.085,0.26217440000000003
2015-05-05,0.085,0.24276288
2015-05-06,0.086,0.2450882
2015-05-07,0.086,0.23751207
2015-05-08,0.087,0.23138432
2015-05-09,0.086,0.21425414
2015-05-10,0.086,0.23844287
2015-05-11,0.085,0.21246544
2015-05-12,0.085,0.2025183
2015-05-13,0.085,0.23797216
2015-05-14,0.085,0.23467734
2015-05-15,0.084,0.20241018
2015-05-17,0.084,0.21621817
2015-05-18,0.083,0.2165118
2015-05-19,0.083,0.27280909999999997
2015-05-20,0.084,0.23052035
2015-05-21,0.083,0.21441634
2015-05-22,0.083,0.20792116
2015-05-23,0.082,0.22821570000000002
2015-05-24,0.082,0.19002289
2015-05-25,0.082,0.22012728
2015-05-26,0.081,0.20308131
2015-05-27,0.08,0.19238244
2015-05-28,0.08,0.1795721
2015-05-29,0.08,0.20598003
2015-05-30,0.08,0.24742417
2015-05-31,0.08,0.23672329
2015-06-01,0.081,0.258826
2015-06-02,0.081,0.21261163
2015-06-03,0.083,0.24026746
2015-06-04,0.088,0.21165515
2015-06-05,0.093,0.19967477
2015-06-06,0.094,0.20580234
2015-06-07,0.095,0.18514122
2015-06-08,0.094,0.17305873
2015-06-09,0.094,0.18450806
2015-06-10,0.092,0.17773737
2015-06-11,0.09,0.16899
2015-06-12,0.088,0.22246
2015-06-13,0.086,0.16176884
2015-06-14,0.087,0.25700957
2015-06-15,0.087,0.20878999
2015-06-16,0.087,0.18192668
2015-06-17,0.086,0.16057886
2015-06-18,0.087,0.23302163
2015-06-19,0.087,0.23268479
2015-06-20,0.088,0.20878999
2015-06-21,0.087,0.21250500000000003
2015-06-22,0.087,0.21703267
2015-06-23,0.087,0.20065057
2015-06-24,0.086,0.19529994
2015-06-25,0.086,0.18192668
2015-06-26,0.086,0.20024998
2015-06-27,0.086,0.18322155
2015-06-28,0.086,0.1965334
2015-06-29,0.085,0.24341464
2015-06-30,0.085,0.18034148
2015-07-01,0.084,0.17757921
2015-07-02,0.083,0.16278219
2015-07-03,0.082,0.17155853
2015-07-04,0.081,0.17256622
2015-07-05,0.08,0.19507343
2015-07-06,0.08,0.23457713
2015-07-07,0.079,0.17162265
2015-07-08,0.078,0.2230665
2015-07-09,0.078,0.23784158
2015-07-10,0.078,0.22810360000000002
2015-07-11,0.077,0.19756314
2015-07-12,0.077,0.21716411
2015-07-13,0.077,0.21761684
