date_time,soil moisture,ssm
2015-04-01,0.247,98.0
2015-04-06,0.187,66.5
2015-04-13,0.215,99.0
2015-06-12,0.13,67.0
2015-06-17,0.136,97.5
2015-06-22,0.15,87.5
2015-06-24,0.164,71.5
2015-06-29,0.189,56.0
2015-07-04,0.107,69.0
2015-07-06,0.106,87.0
2015-07-11,0.107,73.0
2015-07-16,0.096,92.5
2015-07-18,0.089,80.5
2015-07-23,0.117,85.5
2015-07-30,0.18,95.0
2015-08-09,0.117,94.5
2015-08-16,0.101,84.5
2015-08-21,0.074,72.5
2015-08-23,0.065,73.5
2015-08-28,0.191,92.5
2015-09-02,0.184,99.5
2015-09-09,0.141,67.5
2015-11-20,0.261,98.5
2015-11-27,0.214,78.0
2015-12-02,0.222,89.0
2015-12-09,0.238,87.0
2015-12-14,0.21,96.0
2015-12-21,0.218,81.5
2015-12-26,0.241,95.5
2016-01-07,0.074,0.0
2016-01-14,0.217,63.5
2016-01-19,0.094,0.0
2016-01-26,0.256,84.0
2016-01-31,0.217,78.5
2016-02-07,0.203,76.5
2016-02-12,0.195,27.0
2016-02-19,0.089,6.5
2016-02-24,0.206,78.5
2016-03-02,0.186,86.0
2016-03-07,0.192,77.0
2016-06-28,0.108,62.5
2016-06-30,0.103,73.0
2016-07-05,0.105,70.5
2016-07-17,0.136,57.0
2016-07-22,0.117,58.0
2016-07-24,0.108,51.5
2016-07-29,0.095,44.0
2016-08-03,0.093,80.0
2016-08-05,0.108,73.5
2016-08-10,0.108,48.0
2016-08-15,0.115,55.5
2016-08-17,0.093,39.5
2016-08-22,0.071,37.0
2016-08-27,0.067,38.0
2016-08-29,0.066,78.5
2016-09-03,0.066,53.5
2016-09-08,0.07,46.5
2016-11-08,0.178,9.0
2016-11-14,0.071,67.5
2016-11-19,0.208,78.5
2016-11-20,0.215,79.0
2016-11-21,0.215,70.0
2016-11-25,0.177,58.5
2016-11-26,0.176,59.0
2016-12-01,0.202,65.0
2016-12-02,0.189,38.5
2016-12-07,0.185,85.5
2016-12-08,0.189,57.0
2016-12-13,0.177,59.0
2016-12-14,0.174,79.0
2016-12-15,0.169,1.0
2016-12-19,0.166,59.5
2016-12-20,0.164,46.0
2016-12-25,0.207,89.0
2016-12-26,0.192,90.0
2016-12-27,0.191,61.0
2017-01-01,0.168,66.5
2017-01-02,0.182,3.0
2017-01-07,0.065,43.0
2017-01-08,0.094,38.0
2017-01-12,0.189,64.5
2017-01-13,0.178,0.0
2017-01-14,0.151,2.5
2017-01-18,0.076,70.5
2017-01-19,0.202,83.5
2017-01-20,0.232,66.0
2017-01-24,0.18,50.5
2017-01-25,0.177,47.0
2017-01-26,0.174,5.0
2017-01-30,0.144,50.5
2017-01-31,0.183,63.5
2017-02-01,0.176,34.0
2017-02-05,0.176,51.5
2017-02-06,0.184,56.5
2017-02-07,0.177,5.0
2017-02-11,0.149,5.0
2017-02-12,0.135,19.0
2017-02-17,0.153,48.5
2017-02-18,0.178,39.0
2017-02-19,0.178,86.0
2017-02-23,0.182,64.0
2017-02-24,0.198,84.0
2017-02-25,0.174,3.5
2017-12-09,0.24,64.0
2017-12-10,0.197,13.0
2017-12-14,0.212,64.5
2017-12-15,0.209,29.0
2017-12-16,0.175,0.0
2017-12-20,0.199,89.5
2017-12-21,0.19,77.5
2017-12-22,0.182,71.5
2017-12-26,0.189,91.5
2017-12-27,0.203,89.0
2017-12-28,0.204,79.0
2018-01-01,0.198,93.0
2018-01-02,0.201,89.5
2018-01-03,0.188,99.0
2018-01-09,0.065,0.0
2018-01-13,0.165,47.5
2018-01-14,0.163,12.0
2018-01-15,0.153,0.0
2018-01-19,0.172,60.0
2018-01-20,0.169,67.0
2018-01-21,0.174,54.0
2018-01-25,0.182,69.5
2018-01-26,0.169,79.0
2018-01-27,0.17,74.0
2018-01-31,0.164,83.0
2018-02-01,0.182,95.0
2018-02-02,0.198,88.0
2018-02-07,0.06,2.5
2018-02-08,0.063,0.0
2018-02-12,0.236,54.5
2018-02-13,0.184,71.0
2018-02-14,0.169,0.0
2018-02-18,0.178,54.5
2018-02-24,0.13,0.0
2018-03-08,0.178,47.5
2018-03-09,0.198,63.0
2018-03-10,0.19,0.5
