date_time,soil moisture,ssm
2015-04-01,0.527,98.0
2015-04-06,0.486,97.0
2015-04-13,0.523,92.0
2015-04-18,0.506,86.5
2015-04-25,0.499,74.0
2015-05-24,0.502,88.5
2015-06-05,0.503,96.5
2015-06-10,0.503,95.5
2015-06-12,0.503,77.0
2015-06-22,0.506,99.5
2015-06-24,0.506,79.0
2015-06-29,0.513,87.5
2015-07-04,0.487,91.5
2015-07-06,0.478,98.0
2015-07-11,0.476,81.5
2015-07-16,0.445,97.0
2015-07-18,0.422,74.5
2015-07-23,0.4,87.0
2015-07-30,0.496,86.5
2015-08-09,0.425,95.5
2015-08-16,0.375,95.5
2015-08-21,0.337,74.0
2015-08-23,0.313,59.5
2015-08-28,0.356,97.5
2015-09-04,0.433,89.5
2015-09-09,0.452,74.5
2015-09-26,0.489,83.0
2015-10-03,0.46,64.0
2015-10-10,0.494,78.0
2015-10-15,0.477,75.0
2015-10-20,0.469,76.0
2015-10-27,0.459,69.0
2015-11-01,0.45,78.5
2015-11-03,0.448,66.0
2015-11-15,0.494,97.0
2015-11-20,0.471,96.5
2015-11-27,0.495,69.0
2015-12-02,0.496,80.5
2015-12-09,0.471,79.5
2015-12-14,0.475,87.5
2015-12-21,0.482,67.5
2015-12-26,0.491,85.5
2016-01-07,0.484,0.0
2016-01-14,0.523,56.0
2016-01-19,0.493,6.5
2016-01-26,0.533,61.5
2016-01-31,0.536,60.0
2016-02-07,0.534,58.0
2016-02-12,0.537,22.0
2016-02-19,0.493,0.0
2016-02-24,0.537,57.0
2016-03-02,0.54,92.0
2016-03-07,0.54,59.5
2016-03-14,0.493,32.5
2016-03-19,0.493,54.5
2016-03-31,0.494,63.0
2016-04-07,0.545,91.0
2016-04-12,0.514,74.5
2016-04-19,0.51,70.0
2016-05-01,0.522,40.0
2016-05-06,0.505,79.5
2016-05-13,0.49,41.5
2016-05-18,0.513,62.0
2016-05-25,0.509,90.0
2016-05-30,0.507,94.0
2016-06-04,0.51,83.5
2016-06-06,0.502,59.0
2016-06-11,0.465,46.0
2016-06-28,0.499,79.0
2016-06-30,0.499,80.0
2016-07-05,0.496,81.0
2016-07-17,0.496,63.0
2016-07-22,0.492,72.5
2016-07-24,0.496,57.0
2016-07-29,0.494,57.5
2016-08-03,0.48,91.5
2016-08-05,0.5,79.5
2016-08-10,0.493,43.5
2016-08-15,0.49,53.5
2016-08-17,0.479,28.5
2016-08-22,0.45,46.5
2016-08-27,0.431,47.5
2016-08-29,0.469,61.0
2016-09-03,0.436,45.0
2016-09-08,0.48,57.5
2016-09-10,0.47,33.5
2016-09-15,0.429,27.5
2016-09-20,0.393,17.0
2016-09-22,0.38,10.5
2016-09-26,0.359,16.5
2016-09-27,0.353,7.5
2016-09-28,0.349,43.0
2016-10-02,0.354,67.5
2016-10-03,0.478,79.5
2016-10-04,0.479,20.0
2016-10-08,0.461,9.5
2016-10-09,0.457,14.5
2016-10-10,0.455,61.5
2016-10-14,0.457,22.0
2016-10-15,0.454,69.0
2016-10-16,0.46,38.5
2016-10-20,0.485,52.0
2016-10-21,0.488,46.5
2016-10-22,0.486,57.5
2016-10-26,0.487,55.5
2016-10-27,0.485,67.5
2016-10-28,0.488,59.0
2016-11-01,0.478,38.5
2016-11-02,0.476,31.5
2016-11-07,0.497,11.5
2016-11-08,0.501,3.5
2016-11-14,0.493,58.5
2016-11-19,0.502,78.5
2016-11-20,0.493,67.5
2016-11-21,0.492,63.0
2016-11-25,0.508,57.0
2016-11-26,0.507,52.5
2016-12-01,0.506,67.0
2016-12-02,0.509,31.0
2016-12-07,0.51,90.5
2016-12-08,0.512,54.5
2016-12-13,0.508,58.5
2016-12-14,0.51,73.5
2016-12-15,0.513,1.0
2016-12-19,0.511,62.5
2016-12-20,0.509,39.0
2016-12-25,0.497,84.0
2016-12-26,0.476,79.0
2016-12-27,0.506,51.5
2017-01-01,0.513,52.5
2017-01-02,0.514,2.0
2017-01-07,0.514,43.0
2017-01-08,0.517,19.0
2017-01-12,0.508,54.0
2017-01-14,0.51,2.0
2017-01-18,0.514,65.5
2017-01-19,0.518,76.5
2017-01-20,0.516,55.0
2017-01-24,0.518,41.0
2017-01-25,0.517,37.0
2017-01-26,0.516,8.0
2017-01-30,0.515,45.5
2017-01-31,0.514,56.0
2017-02-01,0.513,23.0
2017-02-05,0.508,48.5
2017-02-06,0.508,50.0
2017-02-07,0.513,8.5
2017-02-11,0.507,11.0
2017-02-12,0.506,25.0
2017-02-17,0.501,46.0
2017-02-18,0.502,35.0
2017-02-19,0.501,75.5
2017-02-23,0.511,54.0
2017-02-24,0.505,72.5
2017-02-25,0.517,0.0
2017-03-01,0.485,65.0
2017-03-02,0.5,60.0
2017-03-03,0.513,59.5
2017-03-07,0.512,38.0
2017-03-08,0.513,77.0
2017-03-09,0.513,46.5
2017-03-13,0.516,54.5
2017-03-14,0.517,61.0
2017-03-15,0.517,42.0
2017-03-19,0.514,74.5
2017-03-20,0.515,96.5
2017-03-21,0.511,52.5
2017-03-25,0.515,64.0
2017-03-26,0.514,48.0
2017-03-27,0.515,30.0
2017-03-31,0.516,77.0
2017-04-01,0.514,80.5
2017-04-02,0.516,27.0
2017-04-06,0.518,42.5
2017-04-07,0.518,47.0
2017-04-08,0.517,30.5
2017-04-12,0.514,68.5
2017-04-13,0.513,93.5
2017-04-14,0.513,48.5
2017-04-18,0.514,68.5
2017-04-19,0.517,50.5
2017-04-20,0.52,14.0
2017-04-24,0.52,55.5
2017-04-25,0.521,70.0
2017-04-26,0.522,16.5
2017-04-30,0.521,60.0
2017-05-01,0.52,40.5
2017-05-02,0.518,33.0
2017-05-06,0.502,57.5
2017-05-07,0.498,57.5
2017-05-08,0.489,19.0
2017-05-12,0.49,49.0
2017-05-13,0.486,84.0
2017-05-14,0.489,83.0
2017-05-18,0.51,44.5
2017-05-19,0.506,72.0
2017-05-20,0.5,19.0
2017-05-24,0.476,50.0
2017-05-25,0.468,62.0
2017-05-26,0.459,33.5
2017-05-30,0.415,43.0
2017-05-31,0.408,43.5
2017-06-01,0.402,29.5
2017-06-05,0.373,58.0
2017-06-06,0.366,96.5
2017-06-07,0.41,72.0
2017-06-11,0.482,96.0
2017-06-12,0.478,61.0
2017-06-13,0.483,62.5
2017-06-18,0.464,59.0
2017-06-19,0.453,38.5
2017-06-23,0.408,44.5
2017-06-24,0.405,55.5
2017-06-25,0.415,63.0
2017-06-29,0.393,86.0
2017-06-30,0.468,74.5
2017-07-01,0.469,78.5
2017-07-05,0.42,50.0
2017-07-06,0.407,52.5
2017-07-11,0.367,57.0
2017-07-12,0.388,43.5
2017-07-13,0.197,37.5
2017-07-17,0.191,60.5
2017-07-18,0.19,51.0
2017-07-19,0.189,36.5
2017-07-23,0.197,87.0
2017-07-24,0.266,60.5
2017-07-25,0.241,59.5
2017-07-29,0.223,76.0
2017-07-30,0.293,79.5
2017-07-31,0.34,60.0
2017-08-04,0.661,78.5
2017-08-05,0.444,58.0
2017-08-06,0.304,70.5
2017-08-11,0.249,62.5
2017-08-18,0.264,83.0
2017-08-22,0.294,64.0
2017-08-23,0.27,67.5
2017-08-29,0.244,54.0
2017-08-30,0.243,38.0
2017-09-04,0.242,44.0
2017-09-05,0.24,34.5
2017-09-09,0.68,58.5
2017-09-10,0.359,81.5
2017-09-11,0.329,64.0
2017-09-16,0.32,64.5
2017-09-21,0.292,63.5
2017-09-23,0.272,41.0
2017-09-28,0.255,56.0
2017-09-29,0.252,41.0
2017-10-03,0.653,72.5
2017-10-04,0.512,59.0
2017-10-05,0.708,57.0
2017-10-09,0.325,41.5
2017-10-10,0.301,78.0
2017-10-11,0.324,72.5
2017-10-15,0.44,75.0
2017-10-16,0.354,67.0
2017-10-17,0.316,59.5
2017-10-21,0.334,65.5
2017-10-22,0.402,62.5
2017-10-23,0.367,67.0
2017-10-28,0.331,59.0
2017-10-29,0.344,55.0
2017-11-02,0.339,64.0
2017-11-03,0.356,73.0
2017-11-04,0.326,65.5
2017-11-08,0.296,41.0
2017-11-09,0.293,63.5
2017-11-10,0.308,65.5
2017-11-14,0.301,47.0
2017-11-15,0.377,53.0
2017-11-16,0.319,59.0
2017-11-20,0.45,53.5
2017-11-21,0.452,50.0
2017-11-22,0.353,99.5
2017-11-26,0.364,69.5
2017-11-27,0.445,79.0
2017-11-28,0.711,83.5
2017-12-02,0.315,75.0
2017-12-03,0.328,52.5
2017-12-04,0.344,42.0
2017-12-08,0.559,59.5
2017-12-09,0.676,55.5
2017-12-10,0.42,10.0
2017-12-14,0.466,57.0
