date_time,soil moisture,ssm
2015-04-01,0.303,94.5
2015-04-06,0.266,76.0
2015-04-13,0.302,97.5
2015-04-18,0.265,68.5
2015-04-25,0.232,66.5
2015-04-30,0.239,94.5
2015-05-17,0.273,99.5
2015-05-24,0.263,68.0
2015-06-05,0.271,85.0
2015-06-10,0.229,87.5
2015-06-12,0.202,64.5
2015-06-22,0.25,96.0
2015-06-24,0.251,68.0
2015-06-29,0.25,71.5
2015-07-04,0.122,91.0
2015-07-06,0.109,95.0
2015-07-11,0.107,75.0
2015-07-16,0.101,95.0
2015-07-18,0.098,74.0
2015-07-23,0.101,71.5
2015-07-30,0.22,88.0
2015-08-09,0.117,94.5
2015-08-16,0.096,84.0
2015-08-21,0.09,75.5
2015-08-23,0.086,60.5
2015-08-28,0.187,90.5
2015-09-04,0.237,98.0
2015-09-09,0.218,61.0
2015-09-21,0.238,99.5
2015-09-26,0.266,84.0
2015-10-03,0.228,49.0
2015-10-08,0.269,99.5
2015-10-10,0.257,85.5
2015-10-15,0.238,64.0
2015-10-20,0.238,71.5
2015-10-27,0.234,56.5
2015-11-01,0.228,68.0
2015-11-03,0.228,68.0
2015-11-15,0.29,99.5
2015-11-20,0.3,95.5
2015-11-27,0.272,72.0
2015-12-02,0.272,79.5
2015-12-09,0.276,85.5
2015-12-14,0.282,81.0
2015-12-21,0.282,75.5
2015-12-26,0.297,87.5
2016-01-07,0.264,0.0
2016-01-14,0.314,64.0
2016-01-19,0.221,6.5
2016-01-26,0.212,74.0
2016-01-31,-0.99,62.5
2016-02-07,0.339,66.0
2016-02-12,0.343,12.0
2016-02-19,0.159,1.0
2016-02-24,0.359,59.5
2016-03-02,0.289,93.5
2016-03-07,0.325,63.0
2016-03-14,0.305,33.5
2016-03-19,0.292,37.5
2016-03-31,0.321,46.5
2016-04-07,0.337,91.0
2016-04-12,0.31,69.0
2016-04-19,0.316,75.5
2016-05-01,0.321,30.5
2016-05-06,0.304,62.0
2016-05-13,0.244,31.0
2016-05-18,0.221,33.0
2016-05-25,0.262,88.5
2016-05-30,0.231,75.0
2016-06-04,0.232,71.0
2016-06-06,0.213,45.0
2016-06-11,0.13,22.5
2016-06-28,0.244,68.5
2016-06-30,0.233,75.0
2016-07-05,0.25,74.5
2016-07-17,0.27,61.0
2016-07-22,0.222,65.0
2016-07-24,0.198,45.0
2016-07-29,0.139,42.5
2016-08-03,0.124,84.5
2016-08-05,0.218,72.0
2016-08-10,0.191,35.5
2016-08-15,0.163,44.5
2016-08-17,0.137,17.0
2016-08-22,0.117,27.5
2016-08-27,0.108,39.5
2016-08-29,0.112,74.5
2016-09-03,0.113,38.5
2016-09-08,0.188,47.0
2016-09-10,0.15,28.5
2016-09-15,0.109,17.5
2016-09-20,0.099,12.0
2016-09-22,0.096,1.0
2016-09-26,0.094,13.5
2016-09-27,0.092,0.0
2016-09-28,0.092,46.5
2016-10-02,0.155,68.5
2016-10-03,0.213,79.5
2016-10-04,0.204,20.0
2016-10-08,0.196,6.5
2016-10-09,0.195,11.5
2016-10-10,0.195,67.5
2016-10-14,0.206,18.5
2016-10-15,0.203,52.0
2016-10-16,0.206,40.5
2016-10-20,0.233,48.5
2016-10-21,0.233,48.5
2016-10-22,0.233,66.0
2016-10-26,0.23,59.0
2016-10-27,0.231,62.5
2016-10-28,0.231,67.0
2016-11-01,0.226,39.5
2016-11-02,0.224,36.5
2016-11-07,0.248,1.0
2016-11-08,0.241,0.0
2016-11-14,0.231,55.0
2016-11-19,0.261,73.5
2016-11-20,0.282,74.5
2016-11-21,0.281,61.5
2016-11-25,0.242,56.0
2016-11-26,0.241,53.0
2016-12-01,0.258,59.0
2016-12-02,0.255,19.5
2016-12-07,0.255,90.0
2016-12-08,0.264,51.0
2016-12-13,0.254,53.0
2016-12-14,0.25,72.5
2016-12-15,0.248,0.0
2016-12-19,0.243,57.0
2016-12-20,0.243,36.0
2016-12-25,0.289,82.5
2016-12-26,0.271,80.0
2016-12-27,0.272,49.5
2017-01-01,0.245,52.5
2017-01-02,0.265,0.0
2017-01-07,0.233,31.0
2017-01-08,0.247,26.5
2017-01-12,0.273,56.5
2017-01-14,0.253,0.5
2017-01-18,0.162,62.0
2017-01-19,0.205,75.5
2017-01-20,0.315,57.5
2017-01-24,0.271,44.0
2017-01-25,0.266,31.0
2017-01-26,0.263,3.0
2017-01-30,0.261,45.5
2017-01-31,0.26,52.0
2017-02-01,0.255,24.0
2017-02-05,0.26,49.5
2017-02-06,0.263,46.5
2017-02-07,0.275,2.5
2017-02-11,0.258,5.0
2017-02-12,0.255,12.0
2017-02-17,0.245,46.0
2017-02-18,0.258,28.0
2017-02-19,0.255,82.0
2017-02-23,0.287,48.0
2017-02-24,0.299,71.0
2017-02-25,0.295,0.0
2017-03-01,0.306,70.0
2017-03-02,0.298,57.0
2017-03-03,0.298,70.5
2017-03-07,0.297,35.0
2017-03-08,0.291,76.0
2017-03-09,0.299,42.5
2017-03-13,0.28,44.5
2017-03-14,0.275,48.0
2017-03-15,0.273,45.0
2017-03-19,0.296,74.0
2017-03-21,0.313,60.0
2017-03-25,0.28,50.5
2017-03-26,0.275,27.0
2017-03-27,0.272,23.5
2017-03-31,0.29,56.5
2017-04-01,0.283,52.5
2017-04-02,0.276,18.5
2017-04-06,0.252,25.5
2017-04-07,0.249,19.5
2017-04-08,0.247,21.0
2017-04-12,0.266,61.5
2017-04-13,0.296,99.5
2017-04-14,0.289,52.5
2017-04-18,0.309,52.5
2017-04-19,0.289,39.0
2017-04-20,0.28,18.5
2017-04-24,0.263,40.5
2017-04-25,0.288,80.5
2017-04-26,0.299,7.5
2017-04-30,0.281,36.0
2017-05-01,0.273,21.0
2017-05-02,0.265,17.5
2017-05-06,0.24,38.5
2017-05-07,0.234,33.5
2017-05-08,0.229,4.5
2017-05-12,0.235,35.5
2017-05-13,0.23,56.5
2017-05-14,0.231,75.5
2017-05-18,0.27,29.5
2017-05-19,0.253,54.5
2017-05-20,0.244,13.5
2017-05-24,0.212,35.5
2017-05-25,0.201,40.5
2017-05-26,0.187,26.0
2017-05-30,0.124,27.0
2017-05-31,0.123,23.0
2017-06-01,0.121,23.5
2017-06-05,0.107,39.0
2017-06-06,0.106,98.0
2017-06-07,0.105,77.0
2017-06-11,0.239,93.5
2017-06-12,0.289,55.0
2017-06-13,0.248,59.0
2017-06-18,0.198,48.5
2017-06-19,0.168,40.5
2017-06-23,0.116,39.0
2017-06-24,0.115,52.0
2017-06-25,0.129,75.0
2017-06-29,0.115,93.0
2017-06-30,0.178,77.0
2017-07-01,0.202,83.0
2017-07-05,0.145,50.5
2017-07-06,0.126,48.0
2017-07-11,0.109,65.5
2017-07-12,0.112,40.0
2017-07-13,0.113,41.0
2017-07-17,0.112,65.5
2017-07-18,0.112,46.5
2017-07-19,0.111,39.0
2017-07-23,0.112,96.0
2017-07-24,0.205,59.0
2017-07-25,0.204,62.5
2017-07-29,0.161,79.5
2017-07-30,0.239,79.0
2017-07-31,0.247,71.0
2017-08-04,0.298,83.0
2017-08-05,0.287,63.0
2017-08-06,0.261,72.0
2017-08-11,0.232,58.0
2017-08-18,0.251,88.0
2017-08-22,0.269,54.5
2017-08-23,0.251,52.0
2017-08-29,0.226,44.0
2017-08-30,0.217,39.5
2017-09-04,0.222,34.5
2017-09-05,0.215,31.0
2017-09-09,0.295,76.0
2017-09-10,0.28,97.0
2017-09-11,0.297,72.5
2017-09-16,0.3,80.5
2017-09-21,0.291,75.0
2017-09-23,0.277,41.0
2017-09-28,0.26,55.5
2017-09-29,0.256,50.0
2017-10-03,0.318,75.0
2017-10-04,0.318,66.0
2017-10-05,0.324,69.0
2017-10-09,0.302,42.5
2017-10-10,0.293,80.0
2017-10-11,0.31,76.5
2017-10-15,0.322,76.0
2017-10-16,0.311,68.5
2017-10-17,0.303,61.0
2017-10-21,0.294,58.5
2017-10-22,0.324,60.0
2017-10-23,0.308,65.5
2017-10-28,0.309,60.0
2017-10-29,0.305,57.0
2017-11-02,0.319,62.5
