date_time,soil moisture,ssm
2015-04-01,0.211,99.0
2015-04-06,0.184,82.0
2015-04-13,0.2,97.5
2015-04-18,0.182,80.0
2015-04-25,0.16,74.0
2015-04-30,0.162,95.0
2015-05-17,0.18,89.5
2015-05-24,0.188,84.0
2015-06-10,0.174,99.5
2015-06-12,0.169,87.5
2015-06-22,0.178,99.5
2015-06-24,0.192,95.0
2015-06-29,0.176,88.5
2015-07-04,0.166,99.0
2015-07-16,0.139,96.5
2015-07-18,0.133,86.5
2015-07-23,0.122,73.0
2015-07-30,0.16,96.5
2015-08-09,0.135,95.5
2015-08-16,0.116,88.5
2015-08-21,0.107,83.0
2015-08-23,0.101,67.0
2015-08-28,0.097,92.5
2015-09-04,0.115,90.5
2015-09-09,0.139,72.5
2015-09-26,0.194,88.0
2015-10-03,0.168,62.5
2015-10-08,0.207,98.0
2015-10-10,0.193,86.5
2015-10-15,0.178,75.0
2015-10-20,0.172,79.5
2015-10-27,0.168,70.0
2015-11-01,0.161,83.5
2015-11-03,0.159,86.5
2015-11-20,0.225,94.5
2015-11-27,0.2,82.5
2015-12-02,0.201,74.0
2015-12-09,0.2,90.0
2015-12-14,0.204,86.5
2015-12-21,0.201,78.0
2015-12-26,0.2,85.5
2016-01-07,0.17,0.0
2016-01-14,0.206,53.0
2016-01-26,0.218,82.0
2016-01-31,0.209,66.5
2016-02-07,0.201,65.0
2016-02-12,0.201,3.5
2016-02-19,0.165,4.5
2016-02-24,0.202,51.5
2016-03-02,0.187,97.5
2016-03-07,0.203,65.0
2016-03-14,0.193,47.0
2016-03-19,0.184,46.5
2016-03-31,0.205,56.0
2016-04-07,0.216,91.0
2016-04-12,0.197,63.0
2016-04-19,0.203,71.0
2016-05-01,0.207,45.0
2016-05-06,0.194,75.0
2016-05-13,0.164,48.5
2016-05-18,0.152,51.0
2016-05-25,0.188,98.5
2016-05-30,0.167,94.5
2016-06-04,0.171,88.0
2016-06-06,0.164,67.0
2016-06-11,0.143,49.5
2016-06-28,0.187,76.5
2016-06-30,0.174,80.5
2016-07-05,0.192,81.0
2016-07-17,0.202,61.5
2016-07-22,0.178,68.5
2016-07-24,0.171,54.5
2016-07-29,0.154,47.0
2016-08-03,0.142,84.0
2016-08-05,0.176,78.0
2016-08-10,0.163,39.0
2016-08-15,0.153,42.0
2016-08-17,0.146,31.5
2016-08-22,0.126,32.5
2016-08-27,0.114,38.0
2016-08-29,0.112,80.0
2016-09-03,0.117,31.0
2016-09-08,0.148,52.5
2016-09-10,0.141,34.5
2016-09-15,0.117,16.5
2016-09-20,0.094,18.5
2016-09-22,0.086,13.0
2016-09-26,0.076,19.0
