date_time,soil moisture,sm
2015-04-01,0.225,95.51465999999999
2015-04-02,0.21,72.06952
2015-04-03,0.2,61.970375
2015-04-04,0.194,62.445503
2015-04-08,0.177,40.650475
2015-04-09,0.168,51.593838
2015-04-10,0.161,41.33887
2015-04-12,0.174,85.9094
2015-04-13,0.217,89.78107
2015-04-14,0.201,58.154346
2015-04-15,0.201,80.42461
2015-04-16,0.2,71.71679
2015-04-17,0.187,50.142340000000004
2015-04-19,0.162,49.38799
2015-04-21,0.121,43.673218
2015-04-23,0.094,38.162766
2015-04-24,0.095,48.511246
2015-04-25,0.092,23.228825
2015-04-26,0.124,63.984776000000004
2015-04-27,0.11,24.476694000000002
2015-04-28,0.096,28.844856
2015-04-29,0.089,50.356037
2015-04-30,0.091,51.794052
2015-05-01,0.181,67.73986
2015-05-02,0.177,71.52359
2015-05-03,0.161,44.047287
2015-05-04,0.213,80.64007
2015-05-05,0.19,77.00050999999999
2015-05-06,0.201,73.784935
2015-05-07,0.192,63.65455
2015-05-08,0.198,63.551919999999996
2015-05-09,0.181,50.71219
2015-05-10,0.193,69.89621
2015-05-11,0.182,48.342216
2015-05-12,0.152,50.39625
2015-05-13,0.174,73.769745
2015-05-14,0.177,77.835915
2015-05-15,0.162,40.922318
2015-05-16,0.145,33.470444
2015-05-17,0.149,56.904842
2015-05-18,0.135,62.379597
2015-05-19,0.211,96.24155
2015-05-20,0.2,54.146409999999996
2015-05-21,0.186,52.001007
2015-05-22,0.174,45.712444
2015-05-23,0.154,78.53945
2015-05-24,0.149,36.12146
2015-05-25,0.128,54.78528000000001
2015-05-26,0.132,40.776505
2015-05-27,0.125,31.179781
2015-05-28,0.119,37.237392
2015-05-29,0.124,41.827915000000004
2015-05-30,0.214,75.09509
2015-05-31,0.228,79.48338000000001
2015-06-01,0.227,90.52837
2015-06-02,0.197,47.7316
2015-06-03,0.225,81.451324
2015-06-04,0.198,50.10759
2015-06-05,0.179,30.763046000000003
2015-06-06,0.152,47.256797999999996
2015-06-07,0.135,34.206540000000004
2015-06-08,0.121,23.417084
2015-06-09,0.115,35.381316999999996
2015-06-10,0.105,25.803001000000002
2015-06-13,0.078,31.067764
2015-06-14,0.185,86.083466
2015-06-18,0.199,66.46365
2015-06-19,0.186,53.015137
