date_time,soil moisture,sm
2015-05-12,0.167,56.951584
2015-05-13,0.189,76.60911999999999
2015-05-14,0.18,76.900024
2015-05-15,0.167,39.406425
2015-05-17,0.167,59.459713
2015-05-18,0.163,56.91661
2015-05-19,0.223,98.67464
2015-05-20,0.188,61.31701999999999
2015-05-21,0.171,52.701313
2015-05-22,0.166,44.046535
2015-05-23,0.164,73.619514
2015-05-24,0.162,34.440129999999996
2015-05-25,0.161,49.816475
2015-05-26,0.161,42.485615
2015-05-27,0.161,28.349983
2015-05-28,0.159,32.446655
2015-05-29,0.159,43.863929999999996
2015-05-30,0.2,79.411835
2015-05-31,0.167,71.49011
2015-06-01,0.194,94.0894
2015-06-02,0.155,45.992664000000005
2015-06-03,0.189,76.87663
2015-06-04,0.162,48.627834
2015-06-05,0.154,35.377724
2015-06-06,0.151,48.905815000000004
2015-06-07,0.149,34.9235
2015-06-08,0.148,21.969568
2015-06-09,0.148,32.056866
2015-06-10,0.147,23.315744
2015-06-13,0.142,20.041075
2015-06-14,0.199,86.713196
2015-06-17,0.152,14.260587
2015-06-18,0.19,61.947826
2015-06-19,0.172,64.79834
2015-06-22,0.222,46.052788
2015-06-23,0.171,28.786455
2015-06-24,0.156,33.135692999999996
2015-06-27,0.15,29.074875
2015-06-28,0.151,24.15416
2015-06-29,0.182,81.39791
2015-06-30,0.159,30.979145000000003
2015-07-01,0.15,21.684721
2015-07-02,0.142,24.804825
2015-07-03,0.129,19.512487
2015-07-04,0.124,27.214803999999997
2015-07-05,0.118,30.353379999999998
2015-07-06,0.136,82.76763000000001
2015-07-07,0.136,18.1392
2015-07-08,0.137,70.64498
2015-07-09,0.197,69.84614599999999
2015-07-10,0.176,70.84248000000001
2015-07-11,0.156,32.206924
2015-07-12,0.154,44.04591
2015-07-13,0.151,58.822430000000004
2015-07-14,0.145,26.502146000000003
2015-07-15,0.137,49.20062
2015-07-16,0.125,21.845570000000002
2015-07-17,0.114,34.909485
2015-07-18,0.11,44.957676
2015-07-19,0.103,17.527147
2015-07-20,0.167,86.50187
2015-07-21,0.151,47.335846000000004
2015-07-22,0.15,65.340385
2015-07-23,0.135,52.071976
2015-07-24,0.119,21.359126999999997
2015-07-25,0.109,58.61456999999999
2015-07-26,0.22,88.37691
2015-07-27,0.172,58.049730000000004
2015-07-28,0.237,86.028725
2015-07-29,0.182,75.32285999999999
2015-07-30,0.171,66.8603
2015-07-31,0.163,51.73406
2015-08-01,0.155,58.865584999999996
2015-08-02,0.148,53.554123
2015-08-03,0.142,60.734280000000005
2015-08-04,0.132,50.478508000000005
2015-08-05,0.185,62.929919999999996
2016-05-15,0.153,23.020355
2016-05-16,0.153,22.495179999999998
2016-05-17,0.153,27.68158
2016-05-18,0.152,14.815055
2016-05-19,0.153,27.552874
2016-05-20,0.153,34.296394
2016-05-21,0.152,34.65879
