date_time,soil moisture,sm
2015-04-01 09:00:00,0.221,96.72
2015-04-01 10:00:00,0.222,91.59
2015-04-02 09:00:00,0.207,77.59
2015-04-02 11:00:00,0.206,73.6
2015-04-03 10:00:00,0.198,70.31
2015-04-04 09:00:00,0.193,69.299995
2015-04-05 09:00:00,0.187,60.609997
2015-04-05 10:00:00,0.186,59.85
2015-04-06 09:00:00,0.185,49.53
2015-04-07 09:00:00,0.179,47.18
2015-04-07 11:00:00,0.18,47.36
2015-04-08 10:00:00,0.177,52.03
2015-04-09 09:00:00,0.169,55.96
2015-04-09 11:00:00,0.168,55.89
2015-04-10 10:00:00,0.163,44.469997
2015-04-11 09:00:00,0.157,52.239998
2015-04-12 09:00:00,0.173,60.289997
2015-04-12 10:00:00,0.173,57.46
2015-04-13 10:00:00,0.213,82.49
2015-04-14 09:00:00,0.199,83.29
2015-04-14 11:00:00,0.201,79.18
2015-04-15 10:00:00,0.201,71.31
2015-04-16 09:00:00,0.198,61.239998
2015-04-17 09:00:00,0.185,53.3
2015-04-17 10:00:00,0.184,51.42
2015-04-18 09:00:00,0.172,48.07
2015-04-19 09:00:00,0.16,54.899998
2015-04-19 11:00:00,0.157,53.11
2015-04-20 10:00:00,0.14,47.69
2015-04-21 09:00:00,0.116,40.79
2015-04-21 11:00:00,0.114,48.579998
2015-04-22 10:00:00,0.106,45.53
2015-04-23 09:00:00,0.095,32.17
2015-04-24 09:00:00,0.095,43.379997
2015-04-24 11:00:00,0.094,43.01
2015-04-25 10:00:00,0.092,44.36
2015-04-26 09:00:00,0.13,53.19
2015-04-26 11:00:00,0.128,50.17
2015-04-27 10:00:00,0.106,29.88
2015-04-28 09:00:00,0.095,36.11
2015-04-29 09:00:00,0.103,48.55
2015-04-29 11:00:00,0.101,47.21
2015-04-30 09:00:00,0.164,73.06
2015-04-30 10:00:00,0.163,77.729996
2015-05-01 09:00:00,0.181,62.73
2015-05-01 11:00:00,0.18,59.399998
2015-05-02 10:00:00,0.174,58.41
2015-05-03 09:00:00,0.158,48.05
2015-05-04 09:00:00,0.199,83.46
2015-05-04 10:00:00,0.198,81.29
2015-05-06 09:00:00,0.195,65.68
2015-05-06 11:00:00,0.192,55.379997
2015-05-07 10:00:00,0.212,81.11
2015-05-08 09:00:00,0.194,70.65
2015-05-08 11:00:00,0.191,56.61
2015-05-09 10:00:00,0.183,69.06
2015-05-10 09:00:00,0.198,79.24
2015-05-11 09:00:00,0.176,50.539997
2015-05-11 10:00:00,0.174,47.61
2015-05-12 10:00:00,0.154,63.69
2015-05-13 09:00:00,0.177,65.5
2015-05-13 11:00:00,0.177,66.54
2015-05-14 10:00:00,0.174,63.609997
2015-05-15 09:00:00,0.162,45.43
2015-05-16 09:00:00,0.143,30.06
2015-05-16 10:00:00,0.143,33.86
2015-05-17 09:00:00,0.145,50.34
2015-05-18 09:00:00,0.134,42.64
2015-05-18 11:00:00,0.133,54.219997
2015-05-19 10:00:00,0.199,72.97
2015-05-20 09:00:00,0.197,60.149998
2015-05-20 11:00:00,0.195,53.149998
2015-05-21 10:00:00,0.184,43.969997
2015-05-22 09:00:00,0.17,46.09
2015-05-23 09:00:00,0.158,52.51
2015-05-23 11:00:00,0.156,45.64
2015-05-24 10:00:00,0.141,38.18
2015-05-25 09:00:00,0.128,41.51
2015-05-25 11:00:00,0.125,40.89
2015-05-26 10:00:00,0.131,38.59
2015-05-27 09:00:00,0.125,38.559998
2015-05-28 09:00:00,0.121,49.78
2015-05-28 11:00:00,0.12,52.34
2015-05-29 09:00:00,0.129,50.46
2015-05-29 10:00:00,0.138,50.629997
2015-05-30 09:00:00,0.206,56.68
2015-05-30 11:00:00,0.202,53.89
