date_time,soil moisture,soil_moisture
2015-04-01 05:00:00,0.525,0.28128555
2015-04-03 05:00:00,0.486,0.23824625
2015-04-05 05:00:00,0.486,0.23348126
2015-04-06 05:00:00,0.49,0.21986997
2015-04-08 05:00:00,0.493,0.20832448
2015-04-09 05:00:00,0.498,0.20327121
2015-04-11 05:00:00,0.495,0.19250171
2015-04-12 05:00:00,0.5,0.21584843
2015-04-13 05:00:00,0.488,0.2686118
2015-04-14 05:00:00,0.484,0.21829507
2015-04-16 05:00:00,0.485,0.22586107
2015-04-17 05:00:00,0.494,0.20119855
2015-04-19 05:00:00,0.505,0.18815182
2015-04-21 05:00:00,0.502,0.17344315
2015-04-22 05:00:00,0.501,0.16086937
2015-04-24 05:00:00,0.5,0.14473256
2015-04-25 05:00:00,0.5,0.13540389
2015-04-27 05:00:00,0.5,0.1670478
2015-04-28 05:00:00,0.504,0.14566146
2015-04-29 05:00:00,0.508,0.17597169
2015-04-30 05:00:00,0.507,0.20984674
2015-05-02 05:00:00,0.506,0.20638923
2015-05-03 05:00:00,0.505,0.17695266
2015-05-05 05:00:00,0.504,0.23791750000000003
2015-05-07 05:00:00,0.488,0.3155705
2015-05-08 05:00:00,0.503,0.26577517
2015-05-10 05:00:00,0.5,0.28709212
2015-05-11 05:00:00,0.506,0.21595013
2015-05-15 05:00:00,0.506,0.22166774
2015-05-16 05:00:00,0.503,0.20894803
2015-05-18 05:00:00,0.503,0.18293253
2015-05-19 05:00:00,0.483,0.2730328
2015-05-21 05:00:00,0.508,0.25051773
2015-05-23 05:00:00,0.504,0.24232948
2015-05-24 05:00:00,0.502,0.19397537
2015-05-26 05:00:00,0.503,0.20050009
2015-05-27 05:00:00,0.511,0.18125527
2015-05-29 05:00:00,0.511,0.1994704
2015-05-31 05:00:00,0.512,0.29009035
2015-06-01 05:00:00,0.487,0.29650578
2015-06-03 05:00:00,0.491,0.30216053
2015-06-04 05:00:00,0.503,0.23566578
2015-06-06 05:00:00,0.495,0.21785654
2015-06-08 05:00:00,0.505,0.19094653
2015-06-09 05:00:00,0.504,0.18492827
2015-06-12 05:00:00,0.503,0.1339033
2015-06-14 05:00:00,0.506,0.2546174
2015-06-16 05:00:00,0.505,0.20804952
2015-06-19 05:00:00,0.51,0.22945389
2015-06-20 05:00:00,0.506,0.20025608
