date_time,soil moisture,Soil_Moisture
2018-11-09 05:00:00,0.152,0.101370215
2018-11-10 05:00:00,0.17,0.19548818
2018-11-12 05:00:00,0.196,0.047293365
2018-11-14 05:00:00,0.194,0.17439546
2018-11-15 05:00:00,0.184,0.17597292
2018-11-17 05:00:00,0.172,0.18078059
2018-11-19 05:00:00,0.167,0.1936693
2018-11-20 05:00:00,0.176,0.10882074
2018-11-22 05:00:00,0.16,0.17705846
2018-11-25 05:00:00,0.154,0.12931003
2018-11-27 05:00:00,0.064,0.0796941
2018-11-28 05:00:00,0.076,0.071187116
2018-11-30 05:00:00,0.192,0.17561178
2018-12-02 05:00:00,0.19,0.1844129
2018-12-03 05:00:00,0.202,0.21215078
2018-12-05 05:00:00,0.18,0.19449198
2018-12-07 05:00:00,0.192,0.2562812
2018-12-08 05:00:00,0.199,0.19630505
2018-12-10 05:00:00,0.18,0.21774203
2018-12-13 05:00:00,0.166,0.15531889
2018-12-15 05:00:00,0.17,0.15236644
2018-12-18 05:00:00,0.161,0.20614026
2018-12-20 05:00:00,0.166,0.17544149
2018-12-21 05:00:00,0.176,0.18925776
2018-12-23 05:00:00,0.194,0.22217757
2018-12-25 05:00:00,0.179,0.21765357
2018-12-26 05:00:00,0.174,0.16484435
2018-12-28 05:00:00,0.174,0.18960623
2018-12-31 05:00:00,0.18,0.16998093
