date_time,soil moisture,SM
2015-05-12 05:00:00,0.196,0.17119999
2015-05-13 05:00:00,0.218,0.1955
2015-05-15 05:00:00,0.198,0.16129999
2015-05-16 05:00:00,0.194,0.1317
2015-05-17 05:00:00,0.201,0.18969999
2015-05-18 05:00:00,0.191,0.16839999
2015-05-20 05:00:00,0.225,0.188
2015-05-21 05:00:00,0.21,0.1636
2015-05-22 05:00:00,0.201,0.1661
2015-05-23 05:00:00,0.204,0.1651
2015-05-25 05:00:00,0.196,0.14909999
2015-05-26 05:00:00,0.198,0.1255
2015-05-28 05:00:00,0.191,0.1648
2015-05-30 05:00:00,0.241,0.26029998
2015-05-31 05:00:00,0.243,0.21939999
2015-06-02 05:00:00,0.222,0.2498
2015-06-03 05:00:00,0.257,0.22809999
2015-06-04 05:00:00,0.228,0.22899999
2015-06-05 05:00:00,0.215,0.1322
2015-06-07 05:00:00,0.201,0.16759999
2015-06-08 05:00:00,0.199,0.1398
2015-06-09 05:00:00,0.198,0.1593
2015-06-10 05:00:00,0.196,0.1236
2015-06-12 05:00:00,0.191,0.1266
2015-06-13 05:00:00,0.191,0.1016
2015-06-15 05:00:00,0.207,0.1793
2015-06-17 05:00:00,0.192,0.1689
2015-06-18 05:00:00,0.237,0.1593
2015-06-20 05:00:00,0.209,0.2183
2015-06-21 05:00:00,0.2,0.1452
2015-06-22 05:00:00,0.262,0.2931
2015-06-23 05:00:00,0.221,0.00049999997
2015-06-25 05:00:00,0.195,0.1683
2015-06-26 05:00:00,0.191,0.1533
2015-06-28 05:00:00,0.193,0.1361
2015-07-01 05:00:00,0.189,0.0892
2015-07-03 05:00:00,0.173,0.1459
2015-07-05 05:00:00,0.169,0.21609999
2015-07-06 05:00:00,0.204,0.13319999
2015-07-08 05:00:00,0.188,0.1885
2015-07-10 05:00:00,0.212,0.2145
2015-07-11 05:00:00,0.193,0.1414
2015-07-13 05:00:00,0.191,0.1512
2015-07-14 05:00:00,0.183,0.1401
2015-07-15 05:00:00,0.231,0.1515
2015-07-16 05:00:00,0.208,0.1178
2015-07-18 05:00:00,0.188,0.1129
2015-07-19 05:00:00,0.176,0.094299994
2015-07-21 05:00:00,0.209,0.18769999
2015-07-23 05:00:00,0.189,0.0411
2015-07-24 05:00:00,0.177,0.0967
2015-07-26 05:00:00,0.24,0.17289999
2015-07-28 05:00:00,0.245,0.2164
2015-07-29 05:00:00,0.224,0.16049999
2015-07-31 05:00:00,0.201,0.16399999
2015-08-01 05:00:00,0.191,0.094399996
2015-08-02 05:00:00,0.184,0.1661
2015-08-03 05:00:00,0.175,0.1329
2015-10-16 05:00:00,0.178,0.1954
2015-10-17 05:00:00,0.196,0.2017
2015-10-18 05:00:00,0.193,0.2429
2015-10-19 05:00:00,0.187,0.1627
2015-10-21 05:00:00,0.182,0.2016
2015-10-22 05:00:00,0.206,0.1717
2015-10-24 05:00:00,0.192,0.2201
2015-10-26 05:00:00,0.186,0.24939999
2015-10-27 05:00:00,0.182,0.0
2015-10-29 05:00:00,0.18,0.2013
2015-10-31 05:00:00,0.177,0.2393
2015-11-01 05:00:00,0.176,0.1759
2015-11-03 05:00:00,0.178,0.17719999
2015-11-04 05:00:00,0.178,0.14299999
2015-11-05 05:00:00,0.177,0.1626
2015-11-06 05:00:00,0.214,0.18239999
2015-11-08 05:00:00,0.222,0.21609999
2015-11-09 05:00:00,0.245,0.2233
2015-11-11 05:00:00,0.218,0.24759999
2015-11-13 05:00:00,0.215,0.2593
2015-11-16 05:00:00,0.243,0.29889998
2015-11-17 05:00:00,0.23,0.2218
2015-11-18 05:00:00,0.249,0.3525
2015-11-19 05:00:00,0.26,0.2538
2015-11-21 05:00:00,0.483,0.2959
2015-11-23 05:00:00,0.334,0.0654
2015-11-24 05:00:00,0.336,0.1938
2015-11-26 05:00:00,0.388,0.2552
2015-11-27 05:00:00,0.389,0.15799999
2015-11-29 05:00:00,0.4,0.2954
2015-12-01 05:00:00,0.402,0.32189998
2015-12-02 05:00:00,0.402,0.26819998
2015-12-04 05:00:00,0.397,0.2925
2015-12-06 05:00:00,0.401,0.40199998
2015-12-07 05:00:00,0.404,0.29729998
2015-12-09 05:00:00,0.406,0.3044
2015-12-10 05:00:00,0.4,0.31739998
2015-12-11 05:00:00,0.412,0.3274
2015-12-14 05:00:00,0.427,0.31649998
2015-12-15 05:00:00,0.433,0.2671
2015-12-17 05:00:00,0.432,0.2764
2015-12-19 05:00:00,0.428,0.32299998
2015-12-20 05:00:00,0.429,0.2287
2015-12-22 05:00:00,0.432,0.309
2015-12-25 05:00:00,0.454,0.2223
2015-12-27 05:00:00,0.465,0.4034
2015-12-28 05:00:00,0.472,0.33319998
2015-12-29 05:00:00,0.475,0.3708
2015-12-30 05:00:00,0.474,0.294
2016-01-01 05:00:00,0.491,0.2951
2016-01-11 05:00:00,0.149,0.4705
2016-01-24 05:00:00,0.123,0.2024
2016-01-25 05:00:00,0.172,0.38709998
2016-01-27 05:00:00,0.298,0.3426
2016-01-29 05:00:00,0.316,0.43019998
2016-01-30 05:00:00,0.33,0.3006
2016-02-01 05:00:00,0.327,0.3308
2016-02-02 05:00:00,0.322,0.3464
2016-02-03 05:00:00,0.361,0.1909
2016-02-04 05:00:00,0.347,0.2659
2016-02-06 05:00:00,0.339,0.257
2016-02-07 05:00:00,0.338,0.27109998
2016-02-08 05:00:00,0.384,0.31419998
2016-02-09 05:00:00,0.367,0.28129998
2016-02-11 05:00:00,0.366,0.2732
2016-02-12 05:00:00,0.357,0.22989999
2016-02-14 05:00:00,0.345,0.1286
2016-02-16 05:00:00,0.116,0.11409999400000001
2016-02-17 05:00:00,0.107,0.0849
2016-02-19 05:00:00,0.143,0.125
2016-02-21 05:00:00,0.29,0.3369
2016-02-22 05:00:00,0.311,0.2735
2016-02-24 05:00:00,0.313,0.2324
2016-02-25 05:00:00,0.315,0.1989
2016-02-26 05:00:00,0.311,0.22569999
2016-02-27 05:00:00,0.298,0.1406
2016-02-29 05:00:00,0.295,0.1741
2016-03-01 05:00:00,0.291,0.1364
2016-03-03 05:00:00,0.319,0.23889999
2016-03-06 05:00:00,0.33,0.2005
2016-03-08 05:00:00,0.3,0.2259
2016-03-09 05:00:00,0.295,0.2129
2016-03-10 05:00:00,0.29,0.2474
2016-03-11 05:00:00,0.287,0.19659999
2016-05-26 05:00:00,0.216,0.1938
2016-05-27 05:00:00,0.205,0.1427
2016-05-29 05:00:00,0.193,0.1434
2016-05-31 05:00:00,0.214,0.11
2016-06-01 05:00:00,0.207,0.1468
2016-06-03 05:00:00,0.184,0.12079999599999999
2016-06-04 05:00:00,0.178,0.11699999999999999
2016-06-06 05:00:00,0.166,0.1696
2016-06-08 05:00:00,0.151,0.14739999
2016-06-09 05:00:00,0.144,0.0859
2016-06-11 05:00:00,0.13,0.0915
2016-06-12 05:00:00,0.124,0.1486
2016-06-13 05:00:00,0.117,0.14019999
2016-06-14 05:00:00,0.115,0.1831
2016-06-16 05:00:00,0.267,0.2287
2016-06-17 05:00:00,0.219,0.1162
2016-06-18 05:00:00,0.204,0.108899996
2016-06-19 05:00:00,0.189,0.1235
2016-06-21 05:00:00,0.258,0.21609999
2016-06-22 05:00:00,0.221,0.1601
2016-06-24 05:00:00,0.242,0.1867
2016-06-27 05:00:00,0.228,0.1724
2016-06-29 05:00:00,0.215,0.18439999
2016-06-30 05:00:00,0.216,0.18599999
2016-07-02 05:00:00,0.266,0.1784
2016-07-05 05:00:00,0.227,0.113299996
2016-07-07 05:00:00,0.225,0.17369999
2016-07-09 05:00:00,0.264,0.2505
2016-07-10 05:00:00,0.234,0.1458
2016-07-12 05:00:00,0.245,0.1749
2016-07-15 05:00:00,0.232,0.12419999400000001
2016-07-17 05:00:00,0.244,0.21079999
