date_time,soil moisture,ssm
2015-05-05,0.217,97.5
2015-05-12,0.181,99.5
2015-05-17,0.182,71.0
2015-05-24,0.192,55.5
2015-05-29,0.199,99.5
2015-05-31,0.242,93.0
2015-06-05,0.201,69.5
2015-06-10,0.166,66.0
2015-06-12,0.151,41.0
2015-06-17,0.181,84.0
2015-06-22,0.198,65.0
2015-06-24,0.209,38.5
2015-06-29,0.216,40.5
2015-07-04,0.124,45.5
2015-07-06,0.108,53.5
2015-07-11,0.163,46.0
2015-07-16,0.114,90.5
2015-07-18,0.096,49.5
2015-07-23,0.124,81.5
2015-07-30,0.202,72.0
2015-10-15,0.191,42.5
2015-10-20,0.19,39.0
2015-10-27,0.193,30.5
2015-11-01,0.186,40.5
2015-11-03,0.186,52.0
2015-11-15,0.227,90.0
2015-11-20,0.238,83.0
2015-11-27,0.216,73.5
2015-12-02,0.222,82.0
2015-12-09,0.221,85.5
2015-12-14,0.217,89.0
2015-12-21,0.215,75.0
2015-12-26,0.216,90.5
2016-01-07,0.097,0.0
2016-01-14,0.223,60.0
2016-01-19,0.109,4.5
2016-01-26,0.226,77.0
2016-01-31,0.217,78.5
2016-02-07,0.216,68.5
2016-02-12,0.21,36.5
2016-02-19,0.118,0.0
2016-02-24,0.222,72.0
2016-03-02,0.201,76.0
2016-03-07,0.215,74.0
2016-04-07,0.243,99.0
2016-04-12,0.221,90.5
2016-04-19,0.227,91.0
2016-05-01,0.23,84.0
2016-05-06,0.211,49.5
2016-05-13,0.163,14.0
2016-05-18,0.16,19.0
2016-05-25,0.227,78.0
2016-05-30,0.219,60.0
2016-06-04,0.208,26.0
2016-06-06,0.207,31.0
2016-06-11,0.147,9.0
2016-06-28,0.227,45.5
2016-06-30,0.212,51.0
2016-07-05,0.226,54.5
2016-07-17,0.218,46.5
2016-07-22,0.156,62.5
2016-07-24,0.146,42.5
2016-07-29,0.155,43.0
2016-09-27,0.09,2.5
2016-09-28,0.086,38.0
2016-10-02,0.222,65.5
2016-10-03,0.24,61.5
2016-10-04,0.214,25.0
2016-10-08,0.187,3.5
2016-10-09,0.188,16.5
2016-10-10,0.188,47.5
2016-10-14,0.202,3.5
2016-10-15,0.196,43.5
2016-10-16,0.207,69.0
2016-10-20,0.225,49.0
2016-10-21,0.22,58.5
2016-10-22,0.218,69.0
2016-10-26,0.212,66.0
2016-10-27,0.22,64.0
2016-10-28,0.213,82.0
2016-11-01,0.206,15.0
2016-11-02,0.203,45.0
2016-11-07,0.222,4.5
2016-11-08,0.216,38.0
2016-11-09,0.212,0.0
2016-11-14,0.206,72.5
2016-11-19,0.232,82.5
2016-11-20,0.238,73.0
2016-11-21,0.238,77.0
2016-11-25,0.218,61.0
2016-11-26,0.217,64.5
2016-12-01,0.238,73.5
2016-12-02,0.227,54.0
2016-12-03,0.223,0.0
2016-12-07,0.231,85.5
2016-12-08,0.24,54.5
2016-12-13,0.233,71.0
2016-12-14,0.23,76.5
2016-12-15,0.227,10.0
2016-12-19,0.228,74.5
2016-12-20,0.226,59.0
2016-12-25,0.248,98.5
2016-12-27,0.244,80.5
2017-01-01,0.224,84.0
2017-01-02,0.234,19.5
2017-01-06,0.15,0.5
2017-01-07,0.108,58.5
2017-01-08,0.198,53.5
2017-01-12,0.242,82.0
2017-01-13,0.238,10.0
