date_time,soil moisture,ssm
2015-04-01,0.197,99.0
2015-04-06,0.184,62.0
2015-04-13,0.194,97.0
2015-04-18,0.174,59.0
2015-04-25,0.17,58.0
2015-05-17,0.199,82.0
2015-05-24,0.18,72.5
2015-05-31,0.217,99.5
2015-06-05,0.185,86.0
2015-06-10,0.2,80.0
2015-06-12,0.185,50.5
2015-06-17,0.184,93.5
2015-06-22,0.195,82.5
2015-06-24,0.187,54.5
2015-06-29,0.132,58.5
2015-07-04,0.087,69.5
2015-07-06,0.088,74.5
2015-07-11,0.088,59.5
2015-07-16,0.082,96.5
2015-07-18,0.082,57.5
2015-07-23,0.122,89.5
2015-07-30,0.179,79.5
2015-08-09,0.101,96.0
2015-08-16,0.091,78.0
2015-08-21,0.079,63.0
2015-08-23,0.133,47.5
2015-08-28,0.184,90.0
2015-09-02,0.193,99.0
2015-09-04,0.183,93.5
2015-09-09,0.218,65.5
2015-09-16,0.195,99.5
2015-09-21,0.2,99.0
2015-09-26,0.184,81.0
2015-10-03,0.181,52.0
2015-10-08,0.19,95.0
2015-10-10,0.187,84.5
2015-10-15,0.181,66.0
2017-01-30,0.196,45.0
2017-01-31,0.195,60.0
2017-02-01,0.194,36.0
2017-02-05,0.192,50.5
2017-02-06,0.193,54.0
2017-02-07,0.198,6.0
2017-02-11,0.191,3.0
2017-02-12,0.189,17.0
2017-02-17,0.191,53.0
2017-02-18,0.196,41.0
2017-02-19,0.194,78.5
2017-02-23,0.216,71.0
2017-02-24,0.222,86.5
2017-02-25,0.221,15.0
2017-03-01,0.245,78.5
2017-03-02,0.233,74.5
2017-03-03,0.227,77.0
2017-03-07,0.217,48.5
2017-03-08,0.213,87.0
2017-03-09,0.216,59.5
2017-03-13,0.204,61.0
2017-03-14,0.203,67.0
2017-03-15,0.202,52.5
2017-03-19,0.217,84.5
2017-03-21,0.233,71.5
2017-03-25,0.207,55.5
2017-03-26,0.205,42.5
2017-03-27,0.203,33.5
2017-03-31,0.203,43.5
2017-04-01,0.201,49.5
2017-04-02,0.198,22.0
2017-04-06,0.189,20.0
2017-04-07,0.188,15.5
2017-04-08,0.187,15.5
2017-04-12,0.183,66.0
2017-04-13,0.207,97.0
2017-04-14,0.208,54.5
2017-04-18,0.22,51.0
2017-04-19,0.211,40.0
2017-04-20,0.206,21.5
2017-04-24,0.195,26.5
2017-04-25,0.201,90.0
2017-04-26,0.207,22.5
2017-04-30,0.204,29.5
2017-05-01,0.2,19.5
2017-05-02,0.196,12.5
2017-05-06,0.182,26.5
2017-05-07,0.177,32.0
2017-05-08,0.173,7.0
2017-05-12,0.172,27.0
2017-05-13,0.169,54.5
2017-05-14,0.168,67.0
