date_time,soil moisture,ssm
2015-04-30,0.101,99.0
2015-05-05,0.14,97.0
2015-05-07,0.136,99.0
2015-05-12,0.128,97.5
2015-05-17,0.122,55.0
2015-05-24,0.128,41.0
2015-05-29,0.119,97.5
2015-05-31,0.151,86.5
2015-06-05,0.146,44.0
2015-06-10,0.125,52.5
2015-06-12,0.117,44.0
2015-06-17,0.122,60.0
2015-06-22,0.118,55.0
2015-06-24,0.136,41.5
2015-06-29,0.098,35.0
2015-07-04,0.085,59.5
2015-07-06,0.095,63.5
2015-07-11,0.105,39.5
2015-07-18,0.096,63.5
2015-07-23,0.091,98.0
2015-07-30,0.129,93.5
2015-08-04,0.086,93.5
2015-08-09,0.089,77.5
2015-08-16,0.087,67.0
2015-08-21,0.082,46.5
2015-08-23,0.09,49.5
2015-08-28,0.102,81.0
2015-09-02,0.146,87.5
2015-09-04,0.145,89.5
2015-09-09,0.124,45.5
2015-11-15,0.243,89.0
2015-11-20,0.271,82.5
2015-11-27,0.22,76.5
2015-12-02,0.228,81.0
2015-12-09,0.236,85.5
2015-12-14,0.213,86.0
2015-12-21,0.218,72.5
2015-12-26,0.23,88.5
2016-01-07,0.08,0.0
2016-01-14,0.228,52.0
2016-01-19,0.088,0.0
2016-01-26,0.428,89.0
2016-01-31,0.24,84.5
2016-02-07,0.224,76.0
2016-02-12,0.212,35.5
2016-02-19,0.104,1.5
2016-02-24,0.226,78.0
2016-03-02,0.201,64.0
2016-03-07,0.222,86.0
2016-04-12,0.18,92.5
2016-04-19,0.188,94.0
2016-05-01,0.195,86.5
2016-05-06,0.172,0.5
2016-05-13,0.117,14.5
2016-05-18,0.113,2.5
2016-05-25,0.182,71.0
2016-05-30,0.137,35.5
2016-06-04,0.12,20.0
2016-06-06,0.182,51.5
2016-06-11,0.174,10.5
2016-06-28,0.198,64.0
2016-06-30,0.183,57.0
2016-07-05,0.193,43.0
2016-07-17,0.195,70.5
2016-07-22,0.148,71.5
2016-07-24,0.142,66.5
2016-07-29,0.172,53.0
2016-10-08,0.185,23.5
2016-10-09,0.184,49.0
2016-10-10,0.184,68.5
2016-10-14,0.199,20.0
2016-10-15,0.195,64.5
2016-10-16,0.204,68.0
2016-10-20,0.226,47.5
2016-10-21,0.221,62.5
2016-10-22,0.227,68.0
2016-10-26,0.222,60.5
2016-10-27,0.227,65.0
2016-10-28,0.223,71.5
2016-11-01,0.213,30.0
2016-11-02,0.208,52.5
2016-11-07,0.236,2.0
2016-11-08,0.228,16.0
2016-11-14,0.216,70.0
2016-11-19,0.246,73.0
2016-11-20,0.26,79.0
2016-11-21,0.265,74.0
2016-11-25,0.223,48.0
2016-11-26,0.223,54.5
2016-12-01,0.245,66.5
2016-12-02,0.237,37.0
2016-12-07,0.235,77.0
2016-12-08,0.241,59.0
2016-12-13,0.23,65.0
2016-12-14,0.225,80.5
2016-12-15,0.22,17.5
2016-12-19,0.22,59.5
2016-12-20,0.217,46.0
2016-12-25,0.266,90.5
2016-12-26,0.248,96.5
2016-12-27,0.249,69.5
2017-01-01,0.232,78.0
2017-01-02,0.243,10.5
2017-01-06,0.125,0.0
2017-01-07,0.105,48.0
2017-01-08,0.14,50.0
2017-01-12,0.262,70.0
2017-01-13,0.254,0.0
2017-01-14,0.242,0.0
2017-01-18,0.12,78.5
2017-01-19,0.149,89.0
2017-01-20,0.247,72.5
2017-01-24,0.238,58.5
2017-01-25,0.235,62.0
2017-01-26,0.234,5.5
2017-01-30,0.232,54.5
2017-01-31,0.228,70.0
2017-02-01,0.226,40.5
2017-02-05,0.23,60.0
2017-02-06,0.236,72.5
2017-02-07,0.233,14.0
