date_time,soil moisture,soil_moisture
2015-04-01 05:00:00,0.209,0.32262415
2015-04-03 05:00:00,0.191,0.2547814
2015-04-04 05:00:00,0.184,0.23154987
2015-04-05 05:00:00,0.179,0.26307076
2015-04-06 05:00:00,0.183,0.23310885
2015-04-08 05:00:00,0.179,0.23557416
2015-04-09 05:00:00,0.176,0.20282525
2015-04-11 05:00:00,0.172,0.21472117
2015-04-12 05:00:00,0.181,0.23150598
2015-04-13 05:00:00,0.213,0.2871308
2015-04-14 05:00:00,0.195,0.23522452
2015-04-16 05:00:00,0.197,0.2557928
2015-04-17 05:00:00,0.188,0.21639377
2015-04-19 05:00:00,0.176,0.20994295
2015-04-20 05:00:00,0.171,0.16608216
2015-04-21 05:00:00,0.166,0.17283632
2015-04-22 05:00:00,0.164,0.16775498
2015-04-24 05:00:00,0.161,0.16367756
2015-04-25 05:00:00,0.16,0.14592977
2015-04-27 05:00:00,0.171,0.16595916
2015-04-28 05:00:00,0.166,0.15101834
2015-04-29 05:00:00,0.172,0.17916410000000002
2015-04-30 05:00:00,0.192,0.21701941
2015-05-02 05:00:00,0.186,0.22507632
2015-05-03 05:00:00,0.177,0.17407379
2015-05-05 05:00:00,0.198,0.25993326
2015-05-06 05:00:00,0.202,0.2996885
2015-05-07 05:00:00,0.227,0.35122620000000004
2015-05-08 05:00:00,0.203,0.27502298
2015-05-10 05:00:00,0.206,0.29846743
2015-05-11 05:00:00,0.192,0.19967689
2015-05-15 05:00:00,0.188,0.22815701
2015-05-16 05:00:00,0.183,0.21361731
2015-05-18 05:00:00,0.183,0.21729186
2015-05-19 05:00:00,0.216,0.2895966
2015-05-21 05:00:00,0.195,0.25936836
2015-05-22 05:00:00,0.19,0.21685992
2015-05-23 05:00:00,0.189,0.26270202
2015-05-24 05:00:00,0.184,0.20837495
2015-05-26 05:00:00,0.179,0.21223663
2015-05-27 05:00:00,0.178,0.19658476
2015-05-29 05:00:00,0.182,0.1998698
2015-05-30 05:00:00,0.223,0.34873238
2015-05-31 05:00:00,0.224,0.30500627
2015-06-01 05:00:00,0.221,0.33701020000000004
2015-06-03 05:00:00,0.214,0.34716457
2015-06-04 05:00:00,0.199,0.28864357
2015-06-06 05:00:00,0.186,0.24464132
2015-06-07 05:00:00,0.18,0.24048115
2015-06-08 05:00:00,0.175,0.21808243
2015-06-09 05:00:00,0.172,0.21811388
2015-06-12 05:00:00,0.156,0.14432682
2015-06-14 05:00:00,0.211,0.28606907
2015-06-15 05:00:00,0.191,0.22343193
2015-06-16 05:00:00,0.18,0.22271283
