date_time,soil moisture,ssm
2015-05-12,0.108,99.5
2015-05-14,0.131,81.0
2015-05-17,0.107,88.0
2015-05-24,0.111,48.5
2015-05-26,0.102,64.5
2015-05-31,0.15,97.5
2015-06-05,0.124,70.5
2015-06-07,0.116,54.0
2015-06-10,0.105,71.5
2015-06-12,0.097,52.0
2015-06-17,0.098,90.5
2015-06-19,0.122,69.0
2015-06-22,0.095,83.5
2015-06-24,0.114,62.0
2015-06-29,0.084,61.0
2015-07-01,0.073,73.0
2015-07-04,0.047,78.0
2015-07-06,0.034,82.0
2015-07-13,0.061,91.5
2015-07-18,0.04,77.5
2015-07-23,0.051,95.5
2015-07-30,0.093,96.0
2015-08-06,0.052,96.0
2015-08-09,0.083,95.0
2015-08-16,0.047,79.0
2015-08-21,0.05,73.5
2015-08-23,0.033,67.0
2015-08-28,0.093,92.5
2015-08-30,0.076,79.5
2015-09-02,0.115,98.0
2015-09-09,0.09,60.5
2015-11-15,0.213,95.0
2015-11-20,0.252,94.0
2015-11-27,0.189,74.0
2015-12-02,0.202,85.0
2015-12-09,0.204,86.5
2015-12-14,0.185,91.5
2015-12-21,0.186,77.5
2015-12-26,0.199,90.5
2016-01-07,0.056,0.0
2016-01-14,0.201,46.5
2016-01-19,0.066,0.0
2016-01-26,0.279,83.0
2016-01-31,0.211,79.0
2016-02-07,0.195,72.0
2016-02-12,0.186,48.5
2016-05-30,0.145,59.5
2016-06-01,0.169,62.5
2016-06-04,0.145,49.5
2016-06-06,0.141,41.5
2016-06-11,0.129,20.5
2016-06-13,0.127,25.0
2016-06-28,0.158,63.0
2016-06-30,0.15,56.5
2016-07-05,0.158,50.5
2016-07-07,0.159,46.5
2016-07-17,0.165,54.5
2016-07-19,0.159,55.5
2016-07-22,0.141,56.5
2016-07-24,0.129,55.0
2016-07-29,0.101,38.0
2016-08-03,0.094,72.5
2016-08-05,0.127,63.0
2016-08-10,0.117,41.0
2016-08-12,0.11,27.0
2016-08-15,0.129,50.0
2016-08-17,0.117,28.0
2016-08-22,0.098,28.5
2016-08-24,0.108,64.0
2016-08-27,0.098,25.5
2016-08-29,0.136,66.0
2016-09-08,0.139,34.5
2016-10-14,0.157,19.0
2016-10-15,0.15,55.0
2016-10-16,0.18,61.0
2016-10-17,0.17,29.0
2016-10-20,0.193,45.5
2016-10-21,0.188,54.0
2016-10-22,0.191,57.5
2016-10-23,0.201,52.0
2016-10-26,0.167,61.0
2016-10-27,0.186,56.5
2016-10-28,0.171,64.5
2016-10-29,0.168,23.0
2016-11-01,0.16,27.0
2016-11-02,0.156,31.0
2016-11-04,0.162,42.0
2016-11-07,0.191,6.0
2016-11-14,0.058,64.0
2016-11-16,0.208,31.5
2016-11-19,0.213,73.0
2016-11-21,0.22,68.5
2016-11-25,0.169,56.5
2016-11-26,0.167,55.0
2016-12-01,0.193,66.0
2016-12-07,0.173,79.0
2016-12-08,0.184,53.0
2016-12-10,0.21,63.0
2016-12-13,0.172,53.5
2016-12-15,0.163,16.0
2016-12-19,0.163,59.5
2016-12-20,0.161,43.0
2016-12-22,0.158,29.5
2016-12-25,0.212,84.5
2016-12-26,0.194,88.0
2016-12-27,0.202,64.5
2016-12-28,0.183,38.5
2017-01-01,0.163,66.0
2017-01-02,0.183,13.0
2017-01-03,0.168,26.0
2017-01-07,0.051,47.5
2017-01-08,0.074,40.0
2017-01-09,0.097,40.5
2017-01-12,0.201,67.0
2017-01-13,0.184,5.5
2017-01-14,0.159,1.0
2017-01-15,0.163,5.5
2017-01-18,0.091,70.0
2017-01-19,0.216,81.0
2017-01-20,0.203,65.5
2017-01-21,0.186,52.0
2017-01-24,0.164,53.0
2017-01-25,0.164,47.0
