date_time,soil moisture,sm
2015-05-12,0.169,0.26
2015-05-13,0.199,0.37
2015-05-14,0.192,0.35
2015-05-15,0.173,0.31
2015-05-16,0.166,0.29
2015-05-17,0.174,0.31
2015-05-18,0.167,0.32
2015-05-19,0.242,0.38
2015-05-20,0.21,0.38
2015-05-21,0.189,0.32
2015-05-22,0.178,0.32
2015-05-23,0.17,0.32999998
2015-05-24,0.168,0.28
2015-05-25,0.16,0.35999998
2015-05-26,0.158,0.3
2015-05-27,0.162,0.32999998
2015-05-28,0.156,0.25
2015-05-29,0.167,0.31
2015-05-30,0.228,0.41
2015-05-31,0.212,0.38
2015-06-01,0.244,0.37
2015-06-02,0.197,0.34
2015-06-03,0.235,0.38
2015-06-04,0.197,0.32
2015-06-05,0.179,0.32
2015-06-06,0.162,0.29
2015-06-07,0.158,0.26
2015-06-08,0.15,0.28
2015-06-09,0.149,0.27
2015-06-10,0.142,0.29
2015-06-11,0.129,0.25
2015-06-12,0.121,0.35
2015-06-13,0.108,0.25
2015-06-14,0.217,0.42999998
2015-06-15,0.189,0.32
2015-06-16,0.178,0.27
2015-06-17,0.167,0.3
2015-06-18,0.217,0.39
2015-06-19,0.202,0.38
2015-06-20,0.199,0.32
2015-06-21,0.188,0.32999998
2015-06-22,0.249,0.35999998
2015-06-23,0.206,0.37
2015-06-24,0.191,0.31
2015-06-25,0.181,0.27
2015-06-26,0.167,0.3
2015-06-27,0.161,0.28
2015-06-28,0.159,0.38
2015-06-29,0.188,0.38
2015-06-30,0.173,0.26
2015-07-01,0.151,0.3
2015-07-02,0.126,0.22999999
2015-07-03,0.105,0.29
2015-07-04,0.191,0.25
2015-07-05,0.174,0.32999998
2015-07-06,0.207,0.32999998
2015-07-07,0.183,0.3
2015-07-08,0.18,0.31
2015-07-09,0.208,0.39
2015-07-10,0.196,0.34
2015-07-11,0.179,0.32999998
2015-07-12,0.177,0.37
2015-07-13,0.172,0.32
2015-07-14,0.162,0.35999998
2015-07-15,0.145,0.28
2015-07-16,0.12,0.27
2015-07-17,0.104,0.34
2015-07-18,0.098,0.27
2015-07-19,0.089,0.31
2015-07-20,0.191,0.37
2015-07-21,0.172,0.45999998
2015-07-22,0.163,0.31
2015-07-23,0.141,0.35
2015-07-24,0.117,0.32
2015-07-25,0.107,0.14
2015-07-26,0.217,0.47
