date_time,soil moisture,soil_moisture
2015-04-01 05:00:00,0.22,0.32177140000000004
2015-04-03 05:00:00,0.203,0.23492242
2015-04-04 05:00:00,0.197,0.23063023
2015-04-05 05:00:00,0.192,0.23682283
2015-04-06 05:00:00,0.193,0.20904899999999998
2015-04-08 05:00:00,0.187,0.2146857
2015-04-09 05:00:00,0.182,0.20553154
2015-04-11 05:00:00,0.174,0.19980016
2015-04-12 05:00:00,0.182,0.22362196
2015-04-13 05:00:00,0.223,0.26427677
2015-04-14 05:00:00,0.213,0.21900952
2015-04-16 05:00:00,0.215,0.24235801
2015-04-17 05:00:00,0.206,0.19532306
2015-04-19 05:00:00,0.19,0.19393939
2015-04-20 05:00:00,0.182,0.16225563
2015-04-21 05:00:00,0.172,0.17186007
2015-04-22 05:00:00,0.167,0.16334572
2015-04-24 05:00:00,0.169,0.15590943
2015-04-25 05:00:00,0.167,0.14169163
2015-04-27 05:00:00,0.181,0.17493466
2015-04-28 05:00:00,0.177,0.1618694
2015-04-29 05:00:00,0.172,0.16773120000000002
2015-04-30 05:00:00,0.195,0.22270446
2015-05-02 05:00:00,0.213,0.2131199
2015-05-03 05:00:00,0.203,0.18200155
2015-05-05 05:00:00,0.214,0.23657395
2015-05-06 05:00:00,0.217,0.31816077
2015-05-07 05:00:00,0.231,0.33227307
2015-05-08 05:00:00,0.215,0.28090852
2015-05-10 05:00:00,0.217,0.28036287
2015-05-11 05:00:00,0.208,0.20647669
2015-05-15 05:00:00,0.212,0.21710135
2015-05-16 05:00:00,0.206,0.21339740000000001
2015-05-18 05:00:00,0.21,0.20716773
2015-05-19 05:00:00,0.235,0.2990434
2015-05-21 05:00:00,0.217,0.23796445
2015-05-22 05:00:00,0.214,0.20859154
2015-05-23 05:00:00,0.222,0.28236079999999997
2015-05-24 05:00:00,0.216,0.20904339999999996
2015-05-26 05:00:00,0.226,0.20417044
2015-05-27 05:00:00,0.219,0.18650387
2015-05-29 05:00:00,0.214,0.19798245
2015-05-30 05:00:00,0.243,0.34130618
