network,station,lon,lat,eval_dataset,timefilter,anomaly,pearson_r,pearson_r_p-value,bias,rmsd,ubrmsd,n,pearson_sig
HOBE,2.04,9.0984,55.9759,CCI Passive,Y2017-spring,absolute,0.5638049288153029,0.00010100769750210198,-0.16416275833333333,0.17113854404925533,0.04836310614187745,42,True
HOBE,2.04,9.0984,55.9759,CCI Passive,Y2018-spring,absolute,0.4956663487811045,0.00013837200646060063,-0.14706408240740745,0.16379456107319545,0.07211666868920133,54,True
HOBE,2.04,9.0984,55.9759,CCI Passive,Y2015-summer,absolute,0.6605631806249685,1.5906236542140042e-09,-0.17350366227272734,0.17720028539859092,0.0360058373502613,66,True
HOBE,2.04,9.0984,55.9759,CCI Passive,Y2016-summer,absolute,0.4795171147222461,1.5166885894864985e-06,-0.19062658736263732,0.19830582155629103,0.05465073699036741,91,True
HOBE,2.04,9.0984,55.9759,CCI Passive,Y2017-summer,absolute,0.6866983209553413,3.754884682596852e-06,-0.17025830722222218,0.17905047905310076,0.05541825395091639,36,True
HOBE,2.04,9.0984,55.9759,CCI Passive,Y2018-summer,absolute,0.1700767186860693,0.2584645707825812,-0.16237793891304345,0.17232111592657606,0.05768857727949605,46,False
HOBE,2.04,9.0984,55.9759,CCI Passive,Y2015-fall,absolute,0.5645653708682654,6.555223152271274e-05,-0.1856646906818183,0.1935271492058664,0.05460201565669958,44,True
HOBE,2.04,9.0984,55.9759,CCI Passive,Y2016-fall,absolute,0.4885453057601348,0.21929640117746893,-0.22872199125000006,0.23041127403288836,0.027849702334022987,8,False
HOBE,2.04,9.0984,55.9759,CCI Passive,Y2017-fall,absolute,0.0694681372566392,0.6043442486451707,-0.21573897206896556,0.21880632587133406,0.036508960159644915,58,False
HOBE,2.04,9.0984,55.9759,CCI Passive,Y2018-fall,absolute,0.4735839857015142,0.016788735777278938,-0.219905204,0.2255580888302948,0.050181198575697084,25,True
HOBE,2.05,9.0967,55.9763,CCI Passive,No-Timefilter,absolute,0.5497921959280708,6.184247301530384e-65,-0.2278377592317224,0.2376695544876197,0.06765184844933164,807,True
HOBE,2.05,9.0967,55.9763,CCI Passive,Y2015,absolute,0.499686097768099,1.7567411649390802e-08,-0.22534750460176994,0.2289520847899764,0.04046676784018991,113,True
HOBE,2.05,9.0967,55.9763,CCI Passive,Y2016,absolute,0.39900717445914735,1.2751953860581165e-09,-0.21605092144186053,0.2266835290621924,0.06861065290618414,215,True
HOBE,2.05,9.0967,55.9763,CCI Passive,Y2017,absolute,0.5515564927906988,1.7052749070215625e-22,-0.24818302332075476,0.2575766942553124,0.06892706550306925,265,True
HOBE,2.05,9.0967,55.9763,CCI Passive,Y2018,absolute,0.6539464469826928,1.708073667357736e-27,-0.21580072144859816,0.22704951811242924,0.07057997093617205,214,True
HOBE,2.05,9.0967,55.9763,CCI Passive,winter,absolute,0.38673807949652456,6.706808947307194e-09,-0.2675898417142857,0.27835386212616153,0.0766586536007101,210,True
HOBE,2.05,9.0967,55.9763,CCI Passive,spring,absolute,0.44658004853152605,9.453283753145943e-11,-0.20080950277486914,0.2097341818426656,0.060530741185963924,191,True
HOBE,2.05,9.0967,55.9763,CCI Passive,summer,absolute,0.4372147714934247,9.445129127555192e-14,-0.21198427435606065,0.21977263623634705,0.05798861150267477,264,True
HOBE,2.05,9.0967,55.9763,CCI Passive,fall,absolute,0.5537359019317,8.830278359237799e-13,-0.2348784611267605,0.2397311515101745,0.04799097314203035,142,True
HOBE,2.05,9.0967,55.9763,CCI Passive,Y2015-winter,absolute,,,,,,0,
HOBE,2.05,9.0967,55.9763,CCI Passive,Y2016-winter,absolute,0.4096008152973982,0.005761495727842169,-0.2718422761363636,0.27905019518354385,0.06301419155218063,44,True
HOBE,2.05,9.0967,55.9763,CCI Passive,Y2017-winter,absolute,0.4063895575778961,0.00013777079481256624,-0.2957340713253012,0.30646627391321185,0.08039238834373219,83,True
HOBE,2.05,9.0967,55.9763,CCI Passive,Y2018-winter,absolute,0.5313628096184135,2.3609586595229e-07,-0.2371913095180723,0.24664632109414986,0.06763645761259607,83,True
HOBE,2.05,9.0967,55.9763,CCI Passive,Y2015-spring,absolute,0.6772073142553916,2.3643968045137358e-07,-0.2223628358695651,0.2245712577876444,0.031416859301486764,46,True
HOBE,2.05,9.0967,55.9763,CCI Passive,Y2016-spring,absolute,0.3891028058144958,0.0013579963160521775,-0.1995494704615385,0.20766829081337346,0.057498937797731825,65,True
HOBE,2.05,9.0967,55.9763,CCI Passive,Y2017-spring,absolute,0.6281901124174066,0.0030167118963655227,-0.1946874295,0.20234970355430829,0.05515620838309106,20,True
HOBE,2.05,9.0967,55.9763,CCI Passive,Y2018-spring,absolute,0.370550537061972,0.0035635511367261776,-0.18769100683333348,0.2024763478058068,0.07595233620282946,60,True
HOBE,2.05,9.0967,55.9763,CCI Passive,Y2015-summer,absolute,0.4323303076386708,0.0002586897278557945,-0.22739668014925385,0.2319119095412789,0.04553991265011751,67,True
HOBE,2.05,9.0967,55.9763,CCI Passive,Y2016-summer,absolute,0.6478221481811479,2.9217653884055387e-08,-0.1720769598305085,0.18043744592038224,0.05428804459326591,59,True
HOBE,2.05,9.0967,55.9763,CCI Passive,Y2017-summer,absolute,0.4865730110076501,8.755730213988781e-07,-0.2325037504347826,0.23864137936204666,0.05377465925118055,92,True
HOBE,2.05,9.0967,55.9763,CCI Passive,Y2018-summer,absolute,0.2437953543706665,0.1025244327687216,-0.1996822867391304,0.20785955419425067,0.05772849064772381,46,False
HOBE,2.05,9.0967,55.9763,CCI Passive,Y2015-fall,absolute,,,,,,0,
HOBE,2.05,9.0967,55.9763,CCI Passive,Y2016-fall,absolute,0.4545043142535879,0.0013303267400968564,-0.24184322872340436,0.2482932773744342,0.056226366679493926,47,True
HOBE,2.05,9.0967,55.9763,CCI Passive,Y2017-fall,absolute,0.6606599720432672,4.870437390181422e-10,-0.2276925661428572,0.2307705286019528,0.0375650395248742,70,True
HOBE,2.05,9.0967,55.9763,CCI Passive,Y2018-fall,absolute,0.24241420327891186,0.24299487968397396,-0.241905204,0.24783091372461016,0.053870530675811455,25,False
HOBE,2.06b,9.0817,55.9797,CCI Passive,No-Timefilter,absolute,0.7620544090258684,5.763620841855546e-122,-0.2636723929827316,0.269724750129747,0.05681821900864582,637,True
HOBE,2.06b,9.0817,55.9797,CCI Passive,Y2015,absolute,0.8108775457962182,3.4035915398586808e-37,-0.2489500807792208,0.2528201113660792,0.04406660857356897,154,True
HOBE,2.06b,9.0817,55.9797,CCI Passive,Y2016,absolute,0.6996596924035478,9.897382368341005e-31,-0.26187452685,0.2672597889729029,0.05338096092174836,200,True
HOBE,2.06b,9.0817,55.9797,CCI Passive,Y2017,absolute,0.5796068544252271,5.0738161455421845e-08,-0.30449065279999993,0.3112966351433764,0.06473822216448556,75,True
HOBE,2.06b,9.0817,55.9797,CCI Passive,Y2018,absolute,0.8333705824229305,5.99690049884973e-55,-0.26158316134615384,0.2680576132782858,0.05855880579898351,208,True
HOBE,2.06b,9.0817,55.9797,CCI Passive,winter,absolute,0.6362302770539376,2.2235590589462803e-32,-0.2829012995604395,0.2890709287296828,0.059404179513362715,273,True
HOBE,2.06b,9.0817,55.9797,CCI Passive,spring,absolute,0.6574092670186165,7.3229163837903805e-06,-0.25566091552631576,0.2603353524015875,0.049112035004719286,38,True
HOBE,2.06b,9.0817,55.9797,CCI Passive,summer,absolute,0.6231408203220614,1.2106210946383348e-27,-0.2427720768852459,0.2472326993412589,0.04675175192855964,244,True
HOBE,2.06b,9.0817,55.9797,CCI Passive,fall,absolute,0.6660935943305097,8.551812817737111e-12,-0.2655580243902439,0.2714134774724388,0.05607326845862152,82,True
HOBE,2.06b,9.0817,55.9797,CCI Passive,Y2015-winter,absolute,0.34556772541211783,0.06142601794448075,-0.2683614913333333,0.2706601468372791,0.035199787717069705,30,False
HOBE,2.06b,9.0817,55.9797,CCI Passive,Y2016-winter,absolute,0.6607195413973246,5.9593279108038256e-12,-0.2610415575294118,0.26708212775285883,0.0564815740539623,85,True
HOBE,2.06b,9.0817,55.9797,CCI Passive,Y2017-winter,absolute,0.5796068544252271,5.0738161455421845e-08,-0.30449065279999993,0.3112966351433764,0.06473822216448556,75,True
HOBE,2.06b,9.0817,55.9797,CCI Passive,Y2018-winter,absolute,0.7299598671211914,4.919135865584907e-15,-0.2910346830120482,0.2962314722573962,0.055243990079112924,83,True
HOBE,2.06b,9.0817,55.9797,CCI Passive,Y2015-spring,absolute,0.6146174613580846,0.011294517714559577,-0.243694679375,0.2469866994827645,0.04019120507903913,16,True
HOBE,2.06b,9.0817,55.9797,CCI Passive,Y2016-spring,absolute,0.3811728968218772,0.2771359291280327,-0.24159999600000004,0.2445113451191991,0.03761967337444682,10,False
HOBE,2.06b,9.0817,55.9797,CCI Passive,Y2017-spring,absolute,,,,,,0,
HOBE,2.06b,9.0817,55.9797,CCI Passive,Y2018-spring,absolute,0.7958426742012279,0.001960137290759112,-0.28333333000000005,0.28889646105482164,0.056421532424342814,12,True
HOBE,2.06b,9.0817,55.9797,CCI Passive,Y2015-summer,absolute,0.688210081544401,1.2564851663125674e-12,-0.2409975603703704,0.24365090855939864,0.03586002143543888,81,True
HOBE,2.06b,9.0817,55.9797,CCI Passive,Y2016-summer,absolute,0.3311474065938362,0.0037077733822413095,-0.2612772741333333,0.2664651566908305,0.052324618983073806,75,True
HOBE,2.06b,9.0817,55.9797,CCI Passive,Y2017-summer,absolute,,,,,,0,
HOBE,2.06b,9.0817,55.9797,CCI Passive,Y2018-summer,absolute,0.5729125763949994,5.448482829118137e-09,-0.22863396374999995,0.23307126533511746,0.0452628472908676,88,True
HOBE,2.06b,9.0817,55.9797,CCI Passive,Y2015-fall,absolute,0.5878383057571988,0.0012623431536497795,-0.25435371999999995,0.26253747731120275,0.0650393120742517,27,True
HOBE,2.06b,9.0817,55.9797,CCI Passive,Y2016-fall,absolute,0.7587054866995424,1.18210767389162e-06,-0.2724859153333334,0.2768351886142985,0.04887890751714653,30,True
HOBE,2.06b,9.0817,55.9797,CCI Passive,Y2017-fall,absolute,,,,,,0,
HOBE,2.06b,9.0817,55.9797,CCI Passive,Y2018-fall,absolute,0.34534187187789506,0.09087866218375368,-0.269345204,0.2742568820167967,0.051672027401424285,25,False
HOBE,2.07,9.0337,55.9482,CCI Passive,No-Timefilter,absolute,0.6630093074878078,7.340336517864958e-78,-0.26038053071074385,0.2673354509075192,0.060582361613905525,605,True
HOBE,2.07,9.0337,55.9482,CCI Passive,Y2015,absolute,0.4606401983284287,5.055060744409427e-08,-0.23418897102362204,0.23821937497662554,0.04363480795364216,127,True
HOBE,2.07,9.0337,55.9482,CCI Passive,Y2016,absolute,0.8394331432130173,1.2388185576575204e-38,-0.27211797673758864,0.2768122561393253,0.05076250471740558,141,True
HOBE,2.07,9.0337,55.9482,CCI Passive,Y2017,absolute,0.6135864461120673,1.5871270089122367e-23,-0.256877003224299,0.26562637648465465,0.06761343874460864,214,True
HOBE,2.07,9.0337,55.9482,CCI Passive,Y2018,absolute,0.5830515922274377,1.4851381331801854e-12,-0.2800642955284553,0.28694954807747497,0.062482265580060085,123,True
HOBE,2.07,9.0337,55.9482,CCI Passive,winter,absolute,0.5696959644329804,1.1800264074852974e-17,-0.29704162740740736,0.3033608932930182,0.06159629182586336,189,True
HOBE,2.07,9.0337,55.9482,CCI Passive,spring,absolute,0.6506591666888288,2.347288701703765e-13,-0.2278305945,0.23303222479555746,0.0489615972262322,100,True
HOBE,2.07,9.0337,55.9482,CCI Passive,summer,absolute,0.4986423696720022,4.3868993348790664e-13,-0.2357368870430108,0.2415953996917708,0.052881539685387814,186,True
HOBE,2.07,9.0337,55.9482,CCI Passive,fall,absolute,0.4951179332077618,2.1203918220167377e-09,-0.26737871584615386,0.2711530159203624,0.04508414749299386,130,True
HOBE,2.07,9.0337,55.9482,CCI Passive,Y2015-winter,absolute,,,,,,0,
HOBE,2.07,9.0337,55.9482,CCI Passive,Y2016-winter,absolute,0.22375074990013288,0.25238215846788165,-0.3164751960714286,0.3175909378938241,0.026598009396000103,28,False
HOBE,2.07,9.0337,55.9482,CCI Passive,Y2017-winter,absolute,0.5578383435312293,1.121905781723568e-07,-0.3048805564102565,0.3119734332204725,0.06614581890294431,78,True
HOBE,2.07,9.0337,55.9482,CCI Passive,Y2018-winter,absolute,0.6121657011458738,7.787757096458936e-10,-0.2831190203614459,0.2899424343461641,0.06253187622448993,83,True
HOBE,2.07,9.0337,55.9482,CCI Passive,Y2015-spring,absolute,0.6845143451478708,0.00016059147302547794,-0.2381686636000001,0.2400436093616697,0.029943648314257613,25,True
HOBE,2.07,9.0337,55.9482,CCI Passive,Y2016-spring,absolute,0.6600409415181302,0.0039346428451035535,-0.26303573235294114,0.26769032990088504,0.04970227588346995,17,True
HOBE,2.07,9.0337,55.9482,CCI Passive,Y2017-spring,absolute,0.7197129670285005,7.817247886883106e-08,-0.2026389488095238,0.20624507935201253,0.03839907788331829,42,True
HOBE,2.07,9.0337,55.9482,CCI Passive,Y2018-spring,absolute,0.7186802241939999,0.001708469046886645,-0.2403999725,0.24813493397748346,0.061471934100118364,16,True
HOBE,2.07,9.0337,55.9482,CCI Passive,Y2015-summer,absolute,0.35507871529817225,0.0005144259085974615,-0.23336110097826096,0.2381233481416841,0.047384865520750885,92,True
HOBE,2.07,9.0337,55.9482,CCI Passive,Y2016-summer,absolute,0.7118288157839908,3.746450108524903e-10,-0.25007828689655165,0.2553206613924855,0.05147320231714926,58,True
HOBE,2.07,9.0337,55.9482,CCI Passive,Y2017-summer,absolute,0.4991604555968718,0.0019411304437425827,-0.21870275166666664,0.2272369370997554,0.06169061513639276,36,True
HOBE,2.07,9.0337,55.9482,CCI Passive,Y2018-summer,absolute,,,,,,0,
HOBE,2.07,9.0337,55.9482,CCI Passive,Y2015-fall,absolute,0.9042806729319469,0.0003267370284242802,-0.231856144,0.23449548962547234,0.035083659218235266,10,True
HOBE,2.07,9.0337,55.9482,CCI Passive,Y2016-fall,absolute,0.8390886697432313,4.7172420692877815e-11,-0.2771363457894737,0.28007552527702617,0.04046907092656542,38,True
HOBE,2.07,9.0337,55.9482,CCI Passive,Y2017-fall,absolute,0.0134717533777255,0.9200514598115884,-0.2552906962068965,0.258051875623278,0.037648784082487834,58,False
HOBE,2.07,9.0337,55.9482,CCI Passive,Y2018-fall,absolute,0.4203429718481012,0.04083768014784635,-0.2959429208333333,0.3003581968957633,0.05131114938402298,24,True
HOBE,2.08b,9.031460000000001,55.9397,CCI Passive,No-Timefilter,absolute,0.6082544041412092,2.2979201588515947e-58,-0.17140970632978725,0.18919952586350536,0.0800947761274812,564,True
HOBE,2.08b,9.031460000000001,55.9397,CCI Passive,Y2015,absolute,,,,,,0,
HOBE,2.08b,9.031460000000001,55.9397,CCI Passive,Y2016,absolute,0.5261380293417267,5.486871030358905e-13,-0.19801224012269936,0.2055669096994387,0.055216909773796834,163,True
HOBE,2.08b,9.031460000000001,55.9397,CCI Passive,Y2017,absolute,0.5919232331940575,7.293526590017637e-33,-0.1676531107207208,0.18523420923642148,0.07876640614569214,333,True
HOBE,2.08b,9.031460000000001,55.9397,CCI Passive,Y2018,absolute,0.3586971784882019,0.002667221620521997,-0.12603813764705885,0.16607004295819255,0.10813716764645248,68,True
HOBE,2.08b,9.031460000000001,55.9397,CCI Passive,winter,absolute,0.3301863128980331,0.00040142118015325213,-0.1401921065765766,0.17197479918430075,0.09960675081590788,111,True
HOBE,2.08b,9.031460000000001,55.9397,CCI Passive,spring,absolute,0.5758483922546616,2.1317565645877883e-12,-0.17314840856000008,0.18372160448327884,0.061426839142590166,125,True
HOBE,2.08b,9.031460000000001,55.9397,CCI Passive,summer,absolute,0.471460813723321,1.625005214482531e-11,-0.1946795873770492,0.20277208125848106,0.05671309545949611,183,True
HOBE,2.08b,9.031460000000001,55.9397,CCI Passive,fall,absolute,0.6572156586554162,2.7640776595777303e-19,-0.1644402412413794,0.1886945328344368,0.0925474677237758,145,True
HOBE,2.08b,9.031460000000001,55.9397,CCI Passive,Y2015-winter,absolute,,,,,,0,
HOBE,2.08b,9.031460000000001,55.9397,CCI Passive,Y2016-winter,absolute,,,,,,0,
HOBE,2.08b,9.031460000000001,55.9397,CCI Passive,Y2017-winter,absolute,0.39193431318592414,0.0021410735187276327,-0.1826632208474576,0.20250845957279612,0.08742896515560357,59,True
HOBE,2.08b,9.031460000000001,55.9397,CCI Passive,Y2018-winter,absolute,0.4646078176512292,0.0005207366922082012,-0.09200372692307696,0.12884777145270496,0.09020566745272927,52,True
HOBE,2.08b,9.031460000000001,55.9397,CCI Passive,Y2015-spring,absolute,,,,,,0,
HOBE,2.08b,9.031460000000001,55.9397,CCI Passive,Y2016-spring,absolute,0.663261324443871,0.0037028644982749115,-0.16750632058823528,0.17477722785130173,0.04988699167495653,17,True
HOBE,2.08b,9.031460000000001,55.9397,CCI Passive,Y2017-spring,absolute,0.7079813441074689,2.980085098051575e-15,-0.1631472180434783,0.17092473643254033,0.05097303963083955,92,True
HOBE,2.08b,9.031460000000001,55.9397,CCI Passive,Y2018-spring,absolute,0.2346006078498144,0.38180239469719024,-0.2366499725,0.25150779269738355,0.08516431355479416,16,False
HOBE,2.08b,9.031460000000001,55.9397,CCI Passive,Y2015-summer,absolute,,,,,,0,
HOBE,2.08b,9.031460000000001,55.9397,CCI Passive,Y2016-summer,absolute,0.6375230369035473,1.0817619134170993e-11,-0.17641779615384615,0.18264501670713792,0.047285973905278486,91,True
HOBE,2.08b,9.031460000000001,55.9397,CCI Passive,Y2017-summer,absolute,0.3955082430755392,9.537311113046512e-05,-0.2127428808695652,0.22088348310501368,0.0594136326773649,92,True
HOBE,2.08b,9.031460000000001,55.9397,CCI Passive,Y2018-summer,absolute,,,,,,0,
HOBE,2.08b,9.031460000000001,55.9397,CCI Passive,Y2015-fall,absolute,,,,,,0,
HOBE,2.08b,9.031460000000001,55.9397,CCI Passive,Y2016-fall,absolute,0.8866237823287832,2.1796324827108127e-19,-0.24317033163636365,0.2461716407197299,0.038323184973390614,55,True
HOBE,2.08b,9.031460000000001,55.9397,CCI Passive,Y2017-fall,absolute,0.3002217103110094,0.004040580529567513,-0.11632740822222225,0.1425868022733097,0.08245562611992213,90,True
HOBE,2.08b,9.031460000000001,55.9397,CCI Passive,Y2018-fall,absolute,,,,,,0,
HOBE,2.09,9.1153,55.9282,CCI Passive,No-Timefilter,absolute,0.5230507519932732,3.852192544734564e-75,0.05614457302369663,0.12309272398667227,0.10954271138896407,1055,True
HOBE,2.09,9.1153,55.9282,CCI Passive,Y2015,absolute,0.5747761536309564,2.104876630420301e-25,0.009733357435897427,0.11098626946881608,0.1105586440023109,273,True
HOBE,2.09,9.1153,55.9282,CCI Passive,Y2016,absolute,0.4847206924239882,1.9573935040754482e-22,0.06093612067226877,0.127421057371663,0.11190583121145796,357,True
HOBE,2.09,9.1153,55.9282,CCI Passive,Y2017,absolute,0.57496719436925,8.416393181924271e-33,0.07080312672268901,0.11907066143445535,0.09573264678639948,357,True
HOBE,2.09,9.1153,55.9282,CCI Passive,Y2018,absolute,0.5472848757661781,1.3692896106801528e-06,0.14035892117647047,0.1610895025879038,0.07905188859347757,68,True
HOBE,2.09,9.1153,55.9282,CCI Passive,winter,absolute,0.2268813959525237,0.00029848901362265897,0.10671400459999993,0.13335541376930293,0.07997366819030607,250,True
HOBE,2.09,9.1153,55.9282,CCI Passive,spring,absolute,0.6171082246680447,1.113843052467412e-28,0.1254879933846153,0.13787185281427602,0.05710876740697628,260,True
HOBE,2.09,9.1153,55.9282,CCI Passive,summer,absolute,0.2792172315613973,2.56274344249175e-06,-0.030878493745454594,0.11336980845155145,0.10908360139064617,275,True
HOBE,2.09,9.1153,55.9282,CCI Passive,fall,absolute,0.6145083977539874,1.9940150000203787e-29,0.031180484777777795,0.10650173881540316,0.10183514982424842,270,True
HOBE,2.09,9.1153,55.9282,CCI Passive,Y2015-winter,absolute,0.1525260903797815,0.4210240527571908,0.09450517533333336,0.10154699029502308,0.0371559291795191,30,False
HOBE,2.09,9.1153,55.9282,CCI Passive,Y2016-winter,absolute,0.02167659349544245,0.8438960872816839,0.12688785423529406,0.14935270518925112,0.07877628447007459,85,False
HOBE,2.09,9.1153,55.9282,CCI Passive,Y2017-winter,absolute,0.4071782718215945,0.00013331762330713072,0.07020568771084351,0.10225081590145307,0.07433969844948514,83,True
HOBE,2.09,9.1153,55.9282,CCI Passive,Y2018-winter,absolute,0.5228936129701225,6.982711416731557e-05,0.13905396538461529,0.1624777632994436,0.08404176507906183,52,True
HOBE,2.09,9.1153,55.9282,CCI Passive,Y2015-spring,absolute,0.46719257890338,0.00014714825673242706,0.10626548655737712,0.11617726456718695,0.046955331635907635,61,True
HOBE,2.09,9.1153,55.9282,CCI Passive,Y2016-spring,absolute,0.6513164088172891,2.7392148716291837e-12,0.155512387032967,0.1618116659555198,0.04470920172189835,91,True
HOBE,2.09,9.1153,55.9282,CCI Passive,Y2017-spring,absolute,0.7477285641184236,1.1005593525482186e-17,0.10521147760869563,0.12088569915586768,0.05953064118416562,92,True
HOBE,2.09,9.1153,55.9282,CCI Passive,Y2018-spring,absolute,0.76572580228541,0.0005445187710896015,0.1446000275,0.1564926252096566,0.05983956711081136,16,True
HOBE,2.09,9.1153,55.9282,CCI Passive,Y2015-summer,absolute,0.2300924771165025,0.02734970672382554,-0.0622415357608696,0.1322390668226253,0.11667545594617212,92,True
HOBE,2.09,9.1153,55.9282,CCI Passive,Y2016-summer,absolute,0.30825695105296136,0.002952096247575374,-0.009044169780219768,0.09250514916606756,0.09206196617074268,91,True
HOBE,2.09,9.1153,55.9282,CCI Passive,Y2017-summer,absolute,0.3295355281162841,0.0013381286520016019,-0.02111244608695645,0.11165606411380204,0.10964187737179086,92,True
HOBE,2.09,9.1153,55.9282,CCI Passive,Y2018-summer,absolute,,,,,,0,
HOBE,2.09,9.1153,55.9282,CCI Passive,Y2015-fall,absolute,0.6270124695558249,3.7999441632946926e-11,-0.010376911888888896,0.08308635960758316,0.08243581049817406,90,True
HOBE,2.09,9.1153,55.9282,CCI Passive,Y2016-fall,absolute,0.6308430027877859,2.6603854403795e-11,-0.02622089222222229,0.090609510826955,0.08673262513824127,90,True
HOBE,2.09,9.1153,55.9282,CCI Passive,Y2017-fall,absolute,0.40980180247565773,6.0454872966051023e-05,0.13013925844444452,0.13752975862326072,0.044477049345729484,90,True
HOBE,2.09,9.1153,55.9282,CCI Passive,Y2018-fall,absolute,,,,,,0,
HOBE,2.10,9.0907,55.9861,CCI Passive,No-Timefilter,absolute,0.27511177828864075,2.774929166684362e-23,-0.17851543754372018,0.22058572182318328,0.12957738703504149,1258,True
HOBE,2.10,9.0907,55.9861,CCI Passive,Y2015,absolute,0.5492966181043535,6.413290649762403e-23,-0.18055601985347985,0.19082334618819088,0.06175008619530764,273,True
HOBE,2.10,9.0907,55.9861,CCI Passive,Y2016,absolute,0.04632096178862402,0.3828768484985716,-0.1948229829691877,0.2959777396962789,0.222815681007208,357,False
HOBE,2.10,9.0907,55.9861,CCI Passive,Y2017,absolute,0.5809293441974555,6.813787479818003e-32,-0.17009940038461546,0.1804912967497736,0.06035977295524849,338,True
HOBE,2.10,9.0907,55.9861,CCI Passive,Y2018,absolute,0.7316602598522879,7.508161923754957e-50,-0.16632836124137934,0.176025773563809,0.057619000386110425,290,True
HOBE,2.10,9.0907,55.9861,CCI Passive,winter,absolute,0.07645622595750806,0.27004535813313785,-0.2476109690952381,0.3703599232633359,0.2754183740118678,210,False
HOBE,2.10,9.0907,55.9861,CCI Passive,spring,absolute,0.7060756153890193,1.3720447728384217e-49,-0.12713515634375,0.13501884896703034,0.04546142978209109,320,True
HOBE,2.10,9.0907,55.9861,CCI Passive,summer,absolute,0.4348864200920817,2.2969828285815457e-18,-0.18412928103542234,0.19648900461185204,0.06858816806661971,367,True
HOBE,2.10,9.0907,55.9861,CCI Passive,fall,absolute,0.6220072841485051,4.910913864785348e-40,-0.17815906024930753,0.1853658691296854,0.051184516108753735,361,True
HOBE,2.10,9.0907,55.9861,CCI Passive,Y2015-winter,absolute,0.058033086671182815,0.7606626659235689,-0.207828158,0.21146235189739448,0.03903566333885654,30,False
HOBE,2.10,9.0907,55.9861,CCI Passive,Y2016-winter,absolute,-0.025845764203081475,0.814366121256928,-0.3132650869411765,0.522349260911808,0.4179877219235623,85,False
HOBE,2.10,9.0907,55.9861,CCI Passive,Y2017-winter,absolute,0.29674963826373685,0.017260395802022887,-0.19392564828125,0.20800373545399406,0.07522231651253544,64,True
HOBE,2.10,9.0907,55.9861,CCI Passive,Y2018-winter,absolute,0.4051995346036516,0.023739026809401532,-0.21692531903225806,0.22014146887831984,0.03749229631080647,31,True
HOBE,2.10,9.0907,55.9861,CCI Passive,Y2015-spring,absolute,0.6646485059300787,5.185226502506376e-09,-0.13198041508196712,0.13632230854811667,0.034131244376371085,61,True
HOBE,2.10,9.0907,55.9861,CCI Passive,Y2016-spring,absolute,0.6553517817376084,1.8083163142159304e-12,-0.10597112945054944,0.1142738742437892,0.042762577771460863,91,True
HOBE,2.10,9.0907,55.9861,CCI Passive,Y2017-spring,absolute,0.7399140023941118,3.5861235225684956e-17,-0.14171243543478262,0.14754385804541198,0.041070374846928936,92,True
HOBE,2.10,9.0907,55.9861,CCI Passive,Y2018-spring,absolute,0.7819212776287994,7.598008379671807e-17,-0.13094115618421054,0.14090534016380796,0.052045446523405085,76,True
HOBE,2.10,9.0907,55.9861,CCI Passive,Y2015-summer,absolute,0.2753556600544606,0.007893960798762204,-0.2009915357608696,0.213561407167336,0.07218640581009529,92,True
HOBE,2.10,9.0907,55.9861,CCI Passive,Y2016-summer,absolute,0.36059166889310906,0.00044612376134126926,-0.1599782357142857,0.17429287044434982,0.06917346879747575,91,True
HOBE,2.10,9.0907,55.9861,CCI Passive,Y2017-summer,absolute,0.3851068502037303,0.00015028079661717143,-0.19241679391304348,0.20421510522239572,0.06840750412944124,92,True
HOBE,2.10,9.0907,55.9861,CCI Passive,Y2018-summer,absolute,0.5104688031808398,2.0103817906961863e-07,-0.18286804739130436,0.191447046242782,0.05666788118835545,92,True
HOBE,2.10,9.0907,55.9861,CCI Passive,Y2015-fall,absolute,0.6827937795550101,1.2393847805402608e-13,-0.18349913411111116,0.19060778419209007,0.05156932397356848,90,True
HOBE,2.10,9.0907,55.9861,CCI Passive,Y2016-fall,absolute,0.7254575144120967,6.1125052092553e-16,-0.20803200333333327,0.2141998085471446,0.051031789805506524,90,True
HOBE,2.10,9.0907,55.9861,CCI Passive,Y2017-fall,absolute,0.6120011210868177,1.4675941626111902e-10,-0.15936074155555555,0.16338608631049722,0.0360439627500179,90,True
HOBE,2.10,9.0907,55.9861,CCI Passive,Y2018-fall,absolute,0.4664578988664347,3.1583579497947917e-06,-0.1619247432967033,0.16910987361889707,0.04877014315845379,91,True
HOBE,2.11,9.0225,55.9704,CCI Passive,No-Timefilter,absolute,0.2747738967318491,1.0434178702680975e-24,0.007551562336309492,0.13905022651286794,0.13884501935453328,1344,True
HOBE,2.11,9.0225,55.9704,CCI Passive,Y2015,absolute,0.1243098579224571,0.04012310629868094,0.0563487420512821,0.12574151139177614,0.11240883842619427,273,True
HOBE,2.11,9.0225,55.9704,CCI Passive,Y2016,absolute,0.3885228591617812,2.833289561851081e-14,0.09735167157303376,0.11864737345222065,0.06782220336325627,356,True
HOBE,2.11,9.0225,55.9704,CCI Passive,Y2017,absolute,0.20261330904356287,0.00011577856857112497,-0.0015105987675070875,0.12602243816254746,0.12601338425658085,357,True
HOBE,2.11,9.0225,55.9704,CCI Passive,Y2018,absolute,0.4508486727368452,2.518642917719649e-19,-0.10992127966480447,0.17519802549322205,0.13642455942232515,358,True
