,proc_flag,slope40,conf_flag,slope40_noise,sigma40_noise,corr_flag,sm,sat_id,ssf,sigma40,dir,sm_noise,snow_prob,frozen_prob,abs_sm_gldas,abs_sm_noise_gldas,abs_sm_hwsd,abs_sm_noise_hwsd
2007-01-01 07:52:39.373968,0,-0.120000005,1,0.00049,0.089999996,0,61.26,3,2,-11.03,1,2.07,100,100,,,,
2007-01-01 19:29:46.874024,0,-0.120000005,1,0.00049,0.089999996,0,58.18,3,2,-11.17,0,2.06,100,100,,,,
2007-01-02 10:52:14.998972,0,-0.120000005,1,0.00049,0.089999996,0,54.84,3,2,-11.32,1,2.06,100,100,,,,
2007-01-02 19:08:54.375043,0,-0.120000005,1,0.00049,0.089999996,0,60.19,3,2,-11.08,0,2.12,100,100,,,,
2007-01-03 10:31:41.250000,0,-0.120000005,1,0.00049,0.089999996,0,56.77,3,2,-11.23,1,2.09,89,100,,,,
2007-01-03 17:07:56.249038,0,-0.120000005,1,0.00049,0.089999996,0,58.14,3,2,-11.17,0,2.1399999,89,100,,,,
2007-01-03 18:48:05.624956,0,-0.120000005,1,0.00049,0.089999996,0,64.02,3,2,-10.91,0,2.2,89,100,,,,
2007-01-04 08:30:56.249972,0,-0.120000005,1,0.00049,0.089999996,0,59.93,3,2,-11.09,1,2.2,89,100,,,,
2007-01-04 10:11:05.623987,0,-0.120000005,1,0.00049,0.089999996,0,57.14,3,2,-11.219999,1,2.1399999,89,100,,,,
2007-01-04 16:47:20.625014,0,-0.120000005,1,0.00049,0.089999996,0,60.37,3,2,-11.07,0,2.09,89,100,,,,
2007-01-05 08:10:06.562012,0,-0.119,1,0.00048,0.089999996,0,55.07,3,2,-11.309999,1,2.12,89,100,,,,
2007-01-05 16:26:46.873968,0,-0.119,1,0.00048,0.089999996,0,56.469997,3,2,-11.25,0,2.06,89,100,,,,
2007-01-06 07:49:14.999002,0,-0.119,1,0.00048,0.089999996,0,58.239998,3,2,-11.17,1,2.07,89,100,,,,
2007-01-06 19:26:22.498972,0,-0.119,1,0.00048,0.089999996,0,65.1,3,2,-10.86,0,2.07,89,100,,,,
2007-01-07 10:48:52.498972,0,-0.119,1,0.00048,0.089999996,0,57.89,3,2,-11.179999,1,2.07,89,100,,,,
2007-01-07 17:25:11.250019,0,-0.119,1,0.00048,0.089999996,0,64.28,3,2,-10.889999,0,2.19,89,100,,,,
2007-01-07 19:05:29.999990,0,-0.119,1,0.00048,0.089999996,0,62.789997,3,2,-10.96,0,2.1299999,89,100,,,,
2007-01-08 10:28:18.750000,0,-0.119,1,0.00048,0.089999996,0,61.879997,3,2,-11.0,1,2.1,89,100,,,,
2007-01-08 17:04:33.749990,0,-0.119,1,0.00048,0.089999996,0,65.85,3,2,-10.82,0,2.1299999,89,100,,,,
2007-01-09 08:27:31.875004,0,-0.119,1,0.00048,0.089999996,0,77.85,3,2,-10.28,1,2.18,89,100,,,,
2007-01-09 10:07:43.125024,0,-0.119,1,0.00048,0.089999996,0,74.15,3,2,-10.44,1,2.1499999,89,100,,,,
2007-01-09 16:43:58.125014,0,-0.119,1,0.00048,0.089999996,0,66.81,3,2,-10.7699995,0,2.09,89,100,,,,
2007-01-10 08:06:42.187046,0,-0.119,1,0.00048,0.089999996,0,67.159996,3,2,-10.76,1,2.11,100,100,,,,
2007-01-10 16:23:24.375004,0,-0.119,1,0.00048,0.089999996,0,61.26,3,2,-11.0199995,0,2.06,100,100,,,,
2007-01-11 07:45:50.624035,0,-0.119,1,0.00048,0.089999996,0,59.48,3,2,-11.099999,1,2.07,100,100,,,,
2007-01-11 19:22:56.249038,0,-0.119,1,0.00048,0.089999996,0,72.29,3,2,-10.53,0,2.09,100,100,,,,
2007-01-12 10:45:31.874976,0,-0.119,1,0.00048,0.089999996,0,67.0,3,2,-10.76,1,2.07,89,100,,,,
2007-01-12 17:21:48.748982,0,-0.119,1,0.00048,0.089999996,0,75.39,3,2,-10.389999,0,2.18,89,100,,,,
2007-01-12 19:02:05.625024,0,-0.119,1,0.00048,0.089999996,0,74.18,3,2,-10.44,0,2.1399999,89,100,,,,
2007-01-13 10:24:56.248962,0,-0.119,1,0.00048,0.089999996,0,62.92,3,2,-10.95,1,2.11,89,96,,,,
2007-01-13 17:01:13.124956,0,-0.119,1,0.00048,0.089999996,0,64.81,3,2,-10.86,0,2.12,89,96,,,,
2007-01-14 08:24:07.499952,0,-0.11800001,1,0.00048,0.089999996,0,71.29,3,2,-10.57,1,2.1699998,100,100,,,,
2007-01-14 10:04:20.625024,0,-0.11800001,1,0.00048,0.089999996,0,69.34,3,2,-10.66,1,2.1599998,100,100,,,,
2007-01-14 16:40:37.499030,0,-0.11800001,1,0.00048,0.089999996,0,71.28,3,2,-10.57,0,2.09,100,100,,,,
2007-01-15 08:03:16.874985,0,-0.11800001,1,0.00048,0.089999996,0,71.159996,3,2,-10.57,1,2.1,100,100,,,,
2007-01-15 16:20:03.749971,0,-0.11800001,1,0.00048,0.089999996,0,55.92,3,2,-11.259999,0,2.06,100,100,,,,
2007-01-16 07:42:24.374014,0,-0.11800001,1,0.00048,0.089999996,0,58.32,3,2,-11.15,1,2.07,89,100,,,,
2007-01-16 19:19:31.873987,0,-0.11800001,1,0.00048,0.089999996,0,69.97,3,2,-10.63,0,2.1,89,100,,,,
2007-01-17 10:42:09.374976,0,-0.11800001,1,0.00048,0.089999996,0,60.98,3,2,-11.03,1,2.08,89,100,,,,
2007-01-17 17:18:26.250019,0,-0.11800001,1,0.00048,0.089999996,0,69.65,3,2,-10.639999,0,2.1699998,89,100,,,,
2007-01-17 18:58:41.250057,0,-0.11800001,1,0.00048,0.089999996,0,67.36,3,2,-10.74,0,2.1599998,89,100,,,,
2007-01-18 10:21:33.750000,0,-0.11800001,1,0.00048,0.089999996,0,60.09,3,2,-11.07,1,2.12,100,96,,,,
2007-01-18 16:57:50.625043,0,-0.11800001,1,0.00048,0.089999996,0,62.89,3,2,-10.94,0,2.12,100,96,,,,
2007-01-19 08:20:43.124985,0,-0.11800001,1,0.00048,0.089999996,0,67.299995,3,2,-10.74,1,2.1599998,100,100,,,,
2007-01-19 10:00:58.125024,0,-0.11800001,1,0.00048,0.089999996,0,67.5,3,2,-10.73,1,2.1699998,100,100,,,,
2007-01-19 16:37:14.999980,0,-0.11800001,1,0.00048,0.089999996,0,64.619995,3,2,-10.86,0,2.08,100,100,,,,
2007-01-20 07:59:52.500019,0,-0.117000006,1,0.00048,0.089999996,0,75.53,3,2,-10.37,1,2.1,100,100,,,,
2007-01-20 19:36:59.999040,0,-0.117000006,1,0.00048,0.089999996,0,72.28,3,2,-10.5199995,0,2.07,100,100,,,,
2007-01-21 10:59:20.624984,0,-0.117000006,1,0.00048,0.089999996,0,74.88,3,2,-10.4,1,2.07,100,100,,,,
2007-01-21 19:16:07.499020,0,-0.117000006,1,0.00048,0.089999996,0,77.78,3,2,-10.2699995,0,2.11,100,100,,,,
2007-01-22 10:38:46.874976,0,-0.117000006,1,0.00048,0.089999996,0,71.54,3,2,-10.55,1,2.09,100,100,,,,
2007-01-22 17:15:03.750019,0,-0.117000006,1,0.00048,0.089999996,0,75.549995,3,2,-10.37,0,2.1599998,100,100,,,,
2007-01-22 18:55:16.875004,0,-0.117000006,1,0.00048,0.089999996,0,78.759995,3,2,-10.23,0,2.1699998,100,100,,,,
2007-01-23 10:18:11.250000,0,-0.117000006,1,0.00048,0.089999996,0,73.939995,3,2,-10.44,1,2.1299999,100,100,,,,
2007-01-23 16:54:28.124006,0,-0.117000006,1,0.00048,0.089999996,0,81.25,3,2,-10.12,0,2.11,100,100,,,,
2007-01-24 08:17:18.750018,0,-0.117000006,1,0.00048,0.089999996,0,74.59,3,2,-10.41,1,2.1499999,100,100,,,,
2007-01-24 09:57:33.749971,0,-0.117000006,1,0.00048,0.089999996,0,76.78,3,2,-10.309999,1,2.18,100,100,,,,
2007-01-24 16:33:52.499980,0,-0.117000006,1,0.00048,0.089999996,0,80.759995,3,2,-10.139999,0,2.09,100,100,,,,
2007-01-25 07:56:26.250000,0,-0.116000004,1,0.00048,0.089999996,0,70.869995,3,2,-10.58,1,2.1,100,100,,,,
2007-01-25 19:33:33.749020,0,-0.116000004,1,0.00048,0.089999996,0,63.59,3,2,-10.9,0,2.08,100,100,,,,
2007-01-26 10:55:58.124985,0,-0.116000004,1,0.00048,0.089999996,0,60.739998,3,2,-11.03,1,2.08,100,100,,,,
2007-01-26 19:12:41.249002,0,-0.116000004,1,0.00048,0.089999996,0,70.159996,3,2,-10.61,0,2.12,100,100,,,,
2007-01-27 10:35:24.374024,0,-0.116000004,1,0.00048,0.089999996,0,60.059998,3,2,-11.059999,1,2.11,100,100,,,,
2007-01-27 17:11:41.250018,0,-0.116000004,1,0.00048,0.089999996,0,67.189995,3,2,-10.74,0,2.1499999,100,100,,,,
2007-01-27 18:51:52.500038,0,-0.116000004,1,0.00048,0.089999996,0,70.159996,3,2,-10.61,0,2.18,100,100,,,,
2007-01-28 10:14:48.750000,0,-0.116000004,1,0.00048,0.089999996,0,69.159996,3,2,-10.65,1,2.1399999,100,100,,,,
2007-01-28 16:51:05.625043,0,-0.116000004,1,0.00048,0.089999996,0,74.34,3,2,-10.42,0,2.12,100,100,,,,
2007-01-29 08:13:52.500000,0,-0.116000004,1,0.00048,0.089999996,0,73.85,3,2,-10.44,1,2.1399999,100,100,,,,
2007-01-29 09:54:11.249020,0,-0.116000004,1,0.00048,0.089999996,0,74.33,3,2,-10.42,1,2.19,100,100,,,,
2007-01-29 16:30:29.999980,0,-0.116000004,1,0.00048,0.089999996,0,69.76,3,2,-10.62,0,2.09,100,100,,,,
2007-01-30 07:53:01.875033,0,-0.116000004,1,0.00048,0.089999996,0,76.09,3,2,-10.34,1,2.1,100,100,,,,
2007-01-30 19:30:09.373968,0,-0.116000004,1,0.00048,0.089999996,0,73.11,3,2,-10.469999,0,2.1,100,100,,,,
2007-01-31 10:52:35.624985,0,-0.116000004,1,0.00048,0.089999996,0,66.13,3,2,-10.78,1,2.1,100,100,,,,
2007-01-31 19:09:16.874035,0,-0.116000004,1,0.00048,0.089999996,0,72.53,3,2,-10.5,0,2.1399999,100,100,,,,
2007-02-01 10:32:01.874976,0,-0.116000004,1,0.00049,0.089999996,0,66.65,3,2,-10.76,1,2.12,100,100,,,,
2007-02-01 17:08:18.750019,0,-0.116000004,1,0.00049,0.089999996,0,69.32,3,2,-10.639999,0,2.1499999,100,100,,,,
2007-02-01 18:48:26.250019,0,-0.116000004,1,0.00049,0.089999996,0,70.78,3,2,-10.58,0,2.19,100,100,,,,
2007-02-02 08:31:16.875033,0,-0.116000004,1,0.00049,0.089999996,0,70.82,3,2,-10.58,1,2.19,100,100,,,,
2007-02-02 10:11:26.250000,0,-0.116000004,1,0.00049,0.089999996,0,63.989998,3,2,-10.88,1,2.1499999,100,100,,,,
2007-02-02 16:47:43.124956,0,-0.116000004,1,0.00049,0.089999996,0,68.59,3,2,-10.67,0,2.12,100,100,,,,
2007-02-03 08:10:28.125034,0,-0.116000004,1,0.00049,0.089999996,0,65.17,3,2,-10.83,1,2.1399999,100,100,,,,
2007-02-03 16:27:07.499980,0,-0.116000004,1,0.00049,0.089999996,0,62.66,3,2,-10.94,0,2.11,100,100,,,,
2007-02-04 07:49:35.625014,0,-0.117000006,1,0.00049,0.089999996,0,65.21,3,2,-10.83,1,2.11,100,100,,,,
2007-02-04 19:26:43.124985,0,-0.117000006,1,0.00049,0.089999996,0,70.189995,3,2,-10.599999,0,2.12,100,100,,,,
2007-02-05 17:25:33.750048,0,-0.117000006,1,0.00049,0.089999996,0,72.409996,3,2,-10.5,0,2.19,100,100,,,,
2007-02-05 19:05:50.624016,0,-0.117000006,1,0.00049,0.089999996,0,76.0,3,2,-10.349999,0,2.1499999,100,100,,,,
2007-02-06 10:28:39.374976,0,-0.117000006,1,0.00049,0.089999996,0,66.88,3,2,-10.75,1,2.1399999,100,100,,,,
2007-02-06 17:04:56.248982,0,-0.117000006,1,0.00049,0.089999996,0,69.189995,3,2,-10.65,0,2.1499999,100,100,,,,
2007-02-07 08:27:52.499980,0,-0.117000006,1,0.00049,0.089999996,0,66.56,3,2,-10.7699995,1,2.19,100,100,,,,
2007-02-07 10:08:03.748962,0,-0.117000006,1,0.00049,0.089999996,0,63.35,3,2,-10.91,1,2.1699998,100,100,,,,
2007-02-07 16:44:18.749990,0,-0.117000006,1,0.00049,0.089999996,0,65.34,3,2,-10.82,0,2.1299999,100,100,,,,
2007-02-08 08:07:01.875014,0,-0.117000006,1,0.00049,0.089999996,0,73.77,3,2,-10.44,1,2.1499999,100,100,,,,
2007-02-08 16:23:44.999030,0,-0.117000006,1,0.00049,0.089999996,0,70.97,3,2,-10.57,0,2.12,100,100,,,,
2007-02-09 07:46:09.374995,0,-0.117000006,1,0.00049,0.089999996,0,71.25,3,2,-10.559999,1,2.1299999,100,100,,,,
2007-02-09 19:23:16.874966,0,-0.117000006,1,0.00049,0.089999996,0,71.77,3,2,-10.53,0,2.1399999,100,100,,,,
2007-02-10 10:45:50.624035,0,-0.11800001,1,0.00049,0.089999996,0,63.02,3,2,-10.92,1,2.1299999,100,100,,,,
2007-02-10 17:22:09.374995,0,-0.11800001,1,0.00049,0.089999996,0,71.21,3,2,-10.559999,0,2.19,100,100,,,,
2007-02-10 19:02:26.248962,0,-0.11800001,1,0.00049,0.089999996,0,68.34,3,2,-10.69,0,2.1699998,100,100,,,,
2007-02-11 10:25:16.874976,0,-0.11800001,1,0.00049,0.089999996,0,66.79,3,2,-10.76,1,2.1499999,100,100,,,,
2007-02-11 17:01:31.874016,0,-0.11800001,1,0.00049,0.089999996,0,72.34,3,2,-10.51,0,2.1599998,100,100,,,,
2007-02-12 08:24:28.125014,0,-0.11800001,1,0.00049,0.089999996,0,66.47,3,2,-10.7699995,1,2.18,100,100,,,,
2007-02-12 10:04:39.373996,0,-0.11800001,1,0.00049,0.089999996,0,67.56,3,2,-10.719999,1,2.18,100,100,,,,
2007-02-12 16:40:56.249990,0,-0.11800001,1,0.00049,0.089999996,0,71.689995,3,2,-10.54,0,2.1399999,100,100,,,,
2007-02-13 08:03:37.499961,0,-0.11800001,1,0.00049,0.089999996,0,72.939995,3,2,-10.48,1,2.1599998,100,100,,,,
2007-02-13 16:20:22.499980,0,-0.11800001,1,0.00049,0.089999996,0,58.949997,3,2,-11.11,0,2.1399999,100,100,,,,
2007-02-14 07:42:43.124976,0,-0.119,1,0.00049,0.089999996,0,69.49,3,2,-10.639999,1,2.1399999,100,100,,,,
2007-02-14 19:19:52.500000,0,-0.119,1,0.00049,0.089999996,0,77.28,3,2,-10.29,0,2.1499999,100,100,,,,
2007-02-15 10:42:28.124984,0,-0.119,1,0.00049,0.089999996,0,67.58,3,2,-10.73,1,2.1499999,100,100,,,,
2007-02-15 17:18:46.874044,0,-0.119,1,0.00049,0.089999996,0,73.6,3,2,-10.46,0,2.19,100,100,,,,
2007-02-15 18:58:59.999980,0,-0.119,1,0.00049,0.089999996,0,73.96,3,2,-10.44,0,2.18,100,100,,,,
2007-02-16 10:21:54.374976,0,-0.119,1,0.00049,0.089999996,0,68.29,3,2,-10.69,1,2.1699998,100,100,,,,
2007-02-16 16:58:09.375052,0,-0.119,1,0.00049,0.089999996,0,69.95,3,2,-10.62,0,2.1699998,100,100,,,,
2007-02-17 08:21:01.874995,0,-0.120000005,1,0.00049,0.089999996,0,69.119995,3,2,-10.66,1,2.18,100,100,,,,
2007-02-17 10:01:16.875033,0,-0.120000005,1,0.00049,0.089999996,0,68.729996,3,2,-10.679999,1,2.19,100,100,,,,
2007-02-17 16:37:33.749990,0,-0.120000005,1,0.00049,0.089999996,0,69.65,3,2,-10.639999,0,2.1599998,100,100,,,,
2007-02-18 08:00:11.250028,0,-0.120000005,1,0.00049,0.089999996,0,74.46,3,2,-10.42,1,2.1699998,100,100,,,,
2007-02-18 19:37:18.750000,0,-0.120000005,1,0.00049,0.089999996,0,73.88,3,2,-10.45,0,2.1599998,100,100,,,,
2007-02-19 19:16:26.249980,0,-0.120000005,1,0.00048,0.089999996,0,76.619995,3,2,-10.33,0,2.1699998,100,100,,,,
2007-02-20 10:39:05.624985,0,-0.12100001,1,0.00048,0.089999996,0,68.67,3,2,-10.679999,1,2.1699998,89,100,,,,
2007-02-20 17:15:22.498992,0,-0.12100001,1,0.00048,0.089999996,0,69.78,3,2,-10.63,0,2.19,89,100,,,,
2007-02-20 18:55:35.623977,0,-0.12100001,1,0.00048,0.089999996,0,74.13,3,2,-10.44,0,2.19,89,100,,,,
2007-02-21 10:18:29.998972,0,-0.12100001,1,0.00048,0.089999996,0,65.83,3,2,-10.809999,1,2.18,100,89,,,,
2007-02-21 16:54:46.874966,0,-0.12100001,1,0.00048,0.089999996,0,70.29,3,2,-10.61,0,2.18,100,89,,,,
2007-02-22 08:17:37.500028,0,-0.12100001,1,0.00047,0.089999996,0,67.21,3,2,-10.75,1,2.19,100,96,,,,
2007-02-22 09:57:52.499980,0,-0.12100001,1,0.00047,0.089999996,0,65.42,3,2,-10.83,1,2.2,100,96,,,,
2007-02-22 16:34:11.249038,0,-0.12100001,1,0.00047,0.089999996,0,71.78,3,2,-10.54,0,2.1699998,100,96,,,,
2007-02-23 19:33:52.499980,0,-0.12200001,1,0.00047,0.089999996,0,76.29,3,2,-10.34,0,2.18,100,100,,,,
2007-02-24 10:56:16.874044,0,-0.12200001,1,0.00047,0.089999996,0,64.909996,3,2,-10.849999,1,2.18,100,100,,,,
2007-02-24 19:12:59.999961,0,-0.12200001,1,0.00047,0.089999996,0,68.49,3,2,-10.69,0,2.18,100,100,,,,
2007-02-25 10:35:43.124985,0,-0.12200001,1,0.00045999998,0.089999996,0,65.74,3,2,-10.82,1,2.18,100,100,,,,
2007-02-25 17:12:00.000028,0,-0.12200001,1,0.00045999998,0.089999996,0,64.09,3,2,-10.889999,0,2.19,100,100,,,,
2007-02-25 18:52:09.374995,0,-0.12200001,1,0.00045999998,0.089999996,0,64.439995,3,2,-10.88,0,2.2,100,100,,,,
2007-02-26 10:15:07.498972,0,-0.12200001,1,0.00045999998,0.089999996,0,62.43,3,2,-10.969999,1,2.19,89,100,,,,
2007-02-26 16:51:22.500000,0,-0.12200001,1,0.00045999998,0.089999996,0,67.659996,3,2,-10.73,0,2.19,89,100,,,,
2007-03-01 19:09:33.750028,0,-0.124000005,1,0.00045999998,0.089999996,0,60.469997,3,2,-11.059999,0,2.2,100,100,,,,
2007-03-02 10:32:18.750018,0,-0.124000005,1,0.00045999998,0.089999996,0,62.309998,3,2,-10.98,1,2.19,100,100,,,,
2007-03-02 17:08:35.624976,0,-0.124000005,1,0.00045999998,0.089999996,0,57.52,3,2,-11.2,0,2.2,100,100,,,,
2007-03-02 18:48:45.000028,0,-0.124000005,1,0.00045999998,0.089999996,0,56.44,3,2,-11.25,0,2.21,100,100,,,,
2007-03-03 08:31:35.625043,0,-0.124000005,1,0.00045999998,0.089999996,0,63.71,3,2,-10.92,1,2.21,100,93,,,,
2007-03-03 10:11:43.125043,0,-0.124000005,1,0.00045999998,0.089999996,0,60.64,3,2,-11.059999,1,2.2,100,93,,,,
2007-03-03 16:47:59.062041,0,-0.124000005,1,0.00045999998,0.089999996,0,57.8,3,2,-11.19,0,2.2,100,93,,,,
2007-03-04 08:10:45.936998,0,-0.124000005,1,0.00045999998,0.089999996,0,59.51,3,2,-11.11,1,2.2,100,93,,,,
2007-03-04 16:27:24.375024,0,-0.124000005,1,0.00045999998,0.089999996,0,58.34,3,2,-11.16,0,2.2,100,93,,,,
2007-03-05 07:49:52.499020,0,-0.125,1,0.00045999998,0.089999996,0,61.739998,3,2,-11.01,1,2.2,100,96,,,,
2007-03-05 19:27:00.000028,0,-0.125,1,0.00045999998,0.089999996,0,62.43,3,2,-10.98,0,2.2,100,96,,,,
2007-03-06 10:49:30.937036,0,-0.125,1,0.00045999998,0.089999996,0,58.76,3,2,-11.15,1,2.2,100,96,,,,
2007-03-06 17:25:50.623968,0,-0.125,1,0.00045999998,0.099999994,0,58.789997,3,2,-11.15,0,2.21,100,96,,,,
2007-03-06 19:06:07.500010,0,-0.125,1,0.00045999998,0.089999996,0,57.23,3,2,-11.219999,0,2.2,100,96,,,,
2007-03-07 10:28:55.311974,0,-0.125,1,0.00045,0.089999996,0,59.05,3,2,-11.139999,1,2.2,100,100,,,,
2007-03-07 17:05:11.250010,0,-0.125,1,0.00045,0.089999996,0,58.48,3,2,-11.16,0,2.2,100,100,,,,
2007-03-08 08:28:09.375024,0,-0.125,1,0.00045,0.099999994,0,59.43,3,2,-11.12,1,2.21,100,100,,,,
2007-03-08 10:08:18.749990,0,-0.125,1,0.00045,0.099999994,0,62.17,3,2,-11.0,1,2.2,100,100,,,,
2007-03-08 16:44:35.625033,0,-0.125,1,0.00045,0.089999996,0,65.979996,3,2,-10.82,0,2.2,100,100,,,,
2007-03-09 08:07:18.749020,0,-0.125,1,0.00045,0.099999994,0,60.629997,3,2,-11.07,1,2.2,100,100,,,,
2007-03-09 16:24:01.875024,0,-0.125,1,0.00045,0.099999994,0,63.84,3,2,-10.92,0,2.2,100,100,,,,
2007-03-10 07:46:26.249002,0,-0.126,1,0.00045,0.099999994,0,58.559998,3,2,-11.16,1,2.2,100,100,,,,
2007-03-10 19:23:33.748972,0,-0.126,1,0.00045,0.099999994,0,59.489998,3,2,-11.12,0,2.2,100,100,,,,
2007-03-11 10:46:07.500028,0,-0.126,1,0.00045,0.099999994,0,64.77,3,2,-10.88,1,2.2,100,100,,,,
2007-03-11 17:22:26.250038,0,-0.126,1,0.00045,0.099999994,0,59.98,3,2,-11.099999,0,2.21,100,100,,,,
2007-03-11 19:02:41.249990,0,-0.126,1,0.00045,0.099999994,0,59.18,3,2,-11.13,0,2.2,100,100,,,,
2007-03-12 10:25:31.874016,0,-0.126,1,0.00045,0.099999994,0,71.479996,3,2,-10.58,1,2.2,100,100,,,,
2007-03-12 17:01:48.750008,0,-0.126,1,0.00045,0.099999994,0,66.13,3,2,-10.82,0,2.2,100,100,,,,
2007-03-13 08:24:43.125004,0,-0.126,1,0.00045,0.099999994,0,59.69,3,2,-11.11,1,2.21,100,100,,,,
2007-03-13 10:04:56.249990,0,-0.126,1,0.00045,0.099999994,0,61.309998,3,2,-11.04,1,2.2,100,100,,,,
2007-03-13 16:41:13.123996,0,-0.126,1,0.00045,0.099999994,0,62.559998,3,2,-10.98,0,2.2,100,100,,,,
2007-03-14 08:03:52.500038,0,-0.126,1,0.00045,0.099999994,0,64.99,3,2,-10.87,1,2.2,100,96,,,,
2007-03-14 16:20:39.375024,0,-0.126,1,0.00045,0.099999994,0,63.07,3,2,-10.96,0,2.2,100,96,,,,
2007-03-15 07:43:00.000019,0,-0.126,1,0.00045,0.099999994,0,62.829998,3,2,-10.969999,1,2.19,100,93,,,,
2007-03-15 19:20:07.499038,0,-0.126,1,0.00045,0.099999994,0,66.59,3,2,-10.8,0,2.2,100,93,,,,
2007-03-16 10:42:44.061984,0,-0.126,1,0.00045,0.099999994,0,71.52,3,2,-10.58,1,2.19,100,89,,,,
2007-03-16 17:19:01.874984,0,-0.126,1,0.00045,0.099999994,0,63.449997,3,2,-10.94,0,2.21,100,89,,,,
2007-03-16 18:59:14.999020,0,-0.126,1,0.00045,0.099999994,0,63.6,3,2,-10.94,0,2.2,100,89,,,,
2007-03-17 10:22:09.374016,0,-0.126,1,0.00045,0.099999994,0,62.41,3,2,-10.99,1,2.2,100,93,,,,
2007-03-17 16:58:24.374956,0,-0.126,1,0.00045,0.099999994,0,64.85,3,2,-10.88,0,2.2,100,93,,,,
2007-03-18 08:21:16.874985,0,-0.126,1,0.00045,0.099999994,0,64.95,3,2,-10.88,1,2.2,100,86,,,,
2007-03-18 10:01:31.875024,0,-0.126,1,0.00045,0.099999994,0,66.03,3,2,-10.83,1,2.2,100,86,,,,
2007-03-18 16:37:48.749030,0,-0.126,1,0.00045,0.089999996,0,67.74,3,2,-10.75,0,2.19,100,86,,,,
2007-03-19 08:00:26.250018,0,-0.126,1,0.00045999998,0.089999996,0,67.549995,3,2,-10.76,1,2.19,100,86,,,,
2007-03-19 19:37:33.749990,0,-0.126,1,0.00045999998,0.089999996,0,66.909996,3,2,-10.79,0,2.19,100,86,,,,
2007-03-20 10:59:54.374035,0,-0.126,1,0.00045999998,0.089999996,0,68.68,3,2,-10.71,1,2.18,100,93,,,,
2007-03-20 19:16:41.249020,0,-0.126,1,0.00045999998,0.089999996,0,60.51,3,2,-11.08,0,2.19,100,93,,,,
2007-03-21 10:39:20.624976,0,-0.126,1,0.00045999998,0.089999996,0,68.81,3,2,-10.7,1,2.18,100,96,,,,
2007-03-21 17:15:37.500019,0,-0.126,1,0.00045999998,0.099999994,0,63.57,3,2,-10.94,0,2.2,100,96,,,,
2007-03-21 18:55:50.623968,0,-0.126,1,0.00045999998,0.099999994,0,63.23,3,2,-10.95,0,2.2,100,96,,,,
2007-03-22 10:18:45.000000,0,-0.126,1,0.00047,0.089999996,0,65.85,3,2,-10.83,1,2.19,89,100,,,,
2007-03-22 16:54:59.999990,0,-0.126,1,0.00047,0.089999996,0,67.78,3,2,-10.75,0,2.19,89,100,,,,
2007-03-23 08:17:50.625052,0,-0.126,1,0.00047,0.099999994,0,67.439995,3,2,-10.76,1,2.19,100,100,,,,
2007-03-23 09:58:07.499972,0,-0.126,1,0.00047,0.099999994,0,63.19,3,2,-10.96,1,2.2,100,100,,,,
2007-03-23 16:34:26.249980,0,-0.126,1,0.00047,0.089999996,0,69.79,3,2,-10.65,0,2.18,100,100,,,,
2007-03-24 07:57:00.000000,0,-0.125,1,0.00048,0.089999996,0,69.1,3,2,-10.69,1,2.18,89,96,,,,
2007-03-24 19:34:07.499971,0,-0.125,1,0.00048,0.089999996,0,70.64,3,2,-10.62,0,2.1699998,89,96,,,,
2007-03-25 10:56:29.998982,0,-0.125,1,0.00049,0.089999996,0,67.21,3,2,-10.7699995,1,2.1699998,100,100,,,,
2007-03-25 19:13:13.124985,0,-0.125,1,0.00049,0.089999996,0,68.2,3,2,-10.73,0,2.18,100,100,,,,
2007-03-26 10:35:57.187016,0,-0.125,1,0.00049999997,0.089999996,0,61.46,3,2,-11.03,1,2.1699998,100,100,,,,
2007-03-26 17:12:13.125052,0,-0.125,1,0.00049999997,0.089999996,0,55.32,3,2,-11.309999,0,2.19,100,100,,,,
2007-03-26 18:52:24.374035,0,-0.125,1,0.00049999997,0.099999994,0,61.41,3,2,-11.04,0,2.2,100,100,,,,
2007-03-27 10:15:20.625033,0,-0.125,1,0.00051,0.089999996,0,59.489998,3,2,-11.12,1,2.18,100,100,,,,
2007-03-27 16:51:35.625024,0,-0.125,1,0.00051,0.089999996,0,59.6,3,2,-11.12,0,2.1699998,100,100,,,,
2007-03-28 08:14:24.375033,0,-0.124000005,1,0.00052,0.089999996,0,63.399998,3,2,-10.94,1,2.18,100,100,,,,
2007-03-28 09:54:43.125004,0,-0.124000005,1,0.00052,0.099999994,0,56.239998,3,2,-11.2699995,1,2.21,100,100,,,,
2007-03-28 16:31:01.875014,0,-0.124000005,1,0.00052,0.089999996,0,58.219997,3,2,-11.179999,0,2.1499999,100,100,,,,
2007-03-29 07:53:31.875014,0,-0.124000005,1,0.00052999996,0.089999996,0,65.0,3,2,-10.87,1,2.1499999,100,100,,,,
2007-03-29 19:30:39.374985,0,-0.124000005,1,0.00052999996,0.089999996,0,54.12,3,2,-11.36,0,2.1499999,100,100,,,,
2007-03-30 10:53:07.500019,0,-0.123,1,0.00054,0.089999996,0,57.73,3,2,-11.2,1,2.1399999,100,96,,,,
2007-03-30 19:09:46.874966,0,-0.123,1,0.00054,0.089999996,0,44.36,3,2,-11.809999,0,2.1699998,100,96,,,,
