date,sm
01/01/2015 08:30,74.88
01/02/2015 08:30,92.79
01/03/2015 08:30,81.13
01/04/2015 08:30,55.1
01/05/2015 08:30,22.88
01/06/2015 08:30,42.719997
01/07/2015 08:30,41.71
01/08/2015 08:30,83.96
01/09/2015 08:30,80.67
01/10/2015 08:30,94.869995
01/11/2015 08:30,76.88
01/12/2015 08:30,89.11
01/13/2015 08:30,77.75
01/14/2015 08:30,85.7
01/15/2015 08:30,69.0
01/16/2015 08:30,78.00999499999998
01/17/2015 08:30,77.1
01/18/2015 08:30,46.879997
01/19/2015 08:30,67.9
01/20/2015 08:30,74.81
01/21/2015 08:30,52.449997
01/22/2015 08:30,60.34
01/23/2015 08:30,51.989998
01/24/2015 08:30,45.78
01/25/2015 08:30,54.48
01/26/2015 08:30,64.15999599999999
01/27/2015 08:30,87.75
01/28/2015 08:30,85.31
01/29/2015 08:30,89.549995
01/30/2015 08:30,54.43
01/31/2015 08:30,74.13
02/01/2015 08:30,74.4
02/02/2015 08:30,45.64
02/03/2015 08:30,14.19
02/04/2015 08:30,22.3
02/05/2015 08:30,22.439999
02/06/2015 08:30,29.789999
02/07/2015 08:30,77.27
02/08/2015 08:30,38.37
02/09/2015 08:30,63.18
02/10/2015 08:30,77.11
02/11/2015 08:30,69.84
02/12/2015 08:30,68.59
02/13/2015 08:30,58.55
02/14/2015 08:30,45.46
02/15/2015 08:30,72.939995
02/16/2015 08:30,65.57
02/17/2015 08:30,62.969997
02/18/2015 08:30,65.17
02/19/2015 08:30,62.35
02/20/2015 08:30,61.21
02/21/2015 08:30,93.35
02/22/2015 08:30,82.11999499999997
02/23/2015 08:30,67.9
02/24/2015 08:30,74.049995
02/25/2015 08:30,76.36999499999997
02/26/2015 08:30,64.799995
02/27/2015 08:30,74.26
02/28/2015 08:30,63.85
03/01/2015 08:30,65.78
03/02/2015 08:30,75.75999499999998
03/03/2015 08:30,76.95
03/04/2015 08:30,74.11
03/05/2015 08:30,66.49
03/06/2015 08:30,70.74
03/07/2015 08:30,69.89
03/08/2015 08:30,74.38
03/09/2015 08:30,65.729996
03/10/2015 08:30,67.85
03/11/2015 08:30,63.75
03/12/2015 08:30,57.309998
03/13/2015 08:30,60.69
03/14/2015 08:30,55.809998
03/15/2015 08:30,60.51
03/16/2015 08:30,47.969997
03/17/2015 08:30,62.59
03/18/2015 08:30,57.289997
03/19/2015 08:30,52.489998
03/20/2015 08:30,47.079998
03/21/2015 08:30,83.299995
03/22/2015 08:30,57.789997
03/23/2015 08:30,62.68
03/24/2015 08:30,53.8
03/25/2015 08:30,45.149998
03/26/2015 08:30,61.07
03/27/2015 08:30,69.77
03/28/2015 08:30,57.629997
03/29/2015 08:30,91.04
03/30/2015 08:30,96.79
03/31/2015 08:30,91.68
04/01/2015 08:30,80.439995
04/02/2015 08:30,78.21
04/03/2015 08:30,72.439995
04/04/2015 08:30,68.26
04/05/2015 08:30,70.86
04/06/2015 08:30,65.21
04/07/2015 08:30,55.699997
04/08/2015 08:30,63.969997
04/09/2015 08:30,62.27
04/10/2015 08:30,64.68
04/11/2015 08:30,66.29
04/12/2015 08:30,67.189995
04/13/2015 08:30,70.88
04/14/2015 08:30,84.14
04/15/2015 08:30,88.34
04/16/2015 08:30,79.86999499999997
04/17/2015 08:30,68.229996
04/18/2015 08:30,67.03
04/19/2015 08:30,68.25
04/20/2015 08:30,71.11
04/21/2015 08:30,71.15999599999998
04/22/2015 08:30,59.85
04/23/2015 08:30,65.72
04/24/2015 08:30,58.28
04/25/2015 08:30,67.14
04/26/2015 08:30,62.37
04/27/2015 08:30,61.109997
04/28/2015 08:30,55.19
04/29/2015 08:30,56.03
04/30/2015 08:30,62.94
05/01/2015 08:30,39.7
05/02/2015 08:30,55.89
05/03/2015 08:30,47.62
05/04/2015 08:30,88.15999599999998
05/05/2015 08:30,69.02
05/06/2015 08:30,76.18
05/07/2015 08:30,57.559998
05/08/2015 08:30,64.86999499999999
05/09/2015 08:30,54.37
05/10/2015 08:30,59.66
05/11/2015 08:30,54.699997
05/12/2015 08:30,54.26
05/13/2015 08:30,77.15999599999998
05/14/2015 08:30,69.81
05/15/2015 08:30,63.629997
05/16/2015 08:30,43.629997
05/17/2015 08:30,55.32
05/18/2015 08:30,56.18
05/19/2015 08:30,73.13
05/20/2015 08:30,66.799995
05/21/2015 08:30,51.87
05/22/2015 08:30,48.129997
05/23/2015 08:30,50.2
05/24/2015 08:30,48.149998
05/25/2015 08:30,43.879997
05/26/2015 08:30,42.559998
05/27/2015 08:30,47.829998
05/28/2015 08:30,46.34
05/29/2015 08:30,48.48
05/30/2015 08:30,62.55
05/31/2015 08:30,46.2
06/01/2015 08:30,57.44
06/02/2015 08:30,47.96
06/03/2015 08:30,57.6
06/04/2015 08:30,46.71
06/05/2015 08:30,52.92
06/06/2015 08:30,55.469997
06/07/2015 08:30,52.69
06/08/2015 08:30,47.78
06/09/2015 08:30,47.53
06/10/2015 08:30,52.5
06/11/2015 08:30,41.26
06/12/2015 08:30,6.5299997
06/13/2015 08:30,66.27
06/14/2015 08:30,58.76
06/15/2015 08:30,46.76
06/16/2015 08:30,53.969997
