date,sm
01/01/2015 08:30,61.43
01/02/2015 08:30,68.36
01/03/2015 08:30,69.21
01/04/2015 08:30,62.39
01/05/2015 08:30,81.47
01/06/2015 08:30,70.90999599999998
01/07/2015 08:30,71.83
01/08/2015 08:30,63.98
01/09/2015 08:30,67.93
01/10/2015 08:30,85.17
01/11/2015 08:30,79.729996
01/12/2015 08:30,99.17
01/13/2015 08:30,91.229996
01/14/2015 08:30,83.89
01/15/2015 08:30,84.42
01/16/2015 08:30,74.72
01/17/2015 08:30,75.82
01/18/2015 08:30,69.36999499999999
01/19/2015 08:30,81.43
01/20/2015 08:30,88.2
01/21/2015 08:30,94.77
01/22/2015 08:30,91.34
01/23/2015 08:30,90.29
01/24/2015 08:30,96.28
01/25/2015 08:30,83.84
01/26/2015 08:30,75.89
01/27/2015 08:30,80.38
01/28/2015 08:30,77.88
01/29/2015 08:30,81.75
01/30/2015 08:30,65.729996
01/31/2015 08:30,79.57
02/01/2015 08:30,77.34
02/02/2015 08:30,78.1
02/03/2015 08:30,86.4
02/04/2015 08:30,75.67
02/05/2015 08:30,81.74
02/06/2015 08:30,67.67
02/07/2015 08:30,84.03
02/08/2015 08:30,68.9
02/09/2015 08:30,73.2
02/10/2015 08:30,82.40999599999998
02/11/2015 08:30,75.90999599999998
02/12/2015 08:30,69.939995
02/13/2015 08:30,61.109997
02/14/2015 08:30,70.68
02/15/2015 08:30,76.47
02/16/2015 08:30,89.14
02/17/2015 08:30,73.09
02/18/2015 08:30,75.74
02/19/2015 08:30,81.35
02/20/2015 08:30,71.25
02/21/2015 08:30,76.04
02/22/2015 08:30,74.79
02/23/2015 08:30,86.46
02/24/2015 08:30,81.25999499999998
02/25/2015 08:30,78.40999599999998
02/26/2015 08:30,69.13
02/27/2015 08:30,69.42
02/28/2015 08:30,52.629997
03/01/2015 08:30,60.55
03/02/2015 08:30,64.99
03/03/2015 08:30,59.98
03/04/2015 08:30,61.94
03/05/2015 08:30,45.079998
03/06/2015 08:30,67.32
03/07/2015 08:30,69.67
03/08/2015 08:30,67.89
03/09/2015 08:30,69.36
03/10/2015 08:30,55.879997
03/11/2015 08:30,68.189995
03/12/2015 08:30,76.89
03/13/2015 08:30,84.79
03/14/2015 08:30,78.15
03/15/2015 08:30,81.82
03/16/2015 08:30,87.61999499999997
03/17/2015 08:30,91.1
03/18/2015 08:30,84.79
03/19/2015 08:30,76.11999499999997
03/20/2015 08:30,77.97
03/21/2015 08:30,80.96
03/22/2015 08:30,96.14
03/23/2015 08:30,98.03
03/24/2015 08:30,84.04
03/25/2015 08:30,89.22
03/26/2015 08:30,94.32
03/27/2015 08:30,93.299995
03/28/2015 08:30,95.31
03/29/2015 08:30,85.81
03/30/2015 08:30,79.58
03/31/2015 08:30,66.9
04/01/2015 08:30,60.73
04/02/2015 08:30,67.07
04/03/2015 08:30,47.149998
04/04/2015 08:30,53.09
04/05/2015 08:30,36.28
04/06/2015 08:30,46.809998
04/07/2015 08:30,51.969997
04/08/2015 08:30,42.079998
04/09/2015 08:30,44.85
04/10/2015 08:30,39.84
04/11/2015 08:30,49.129997
04/12/2015 08:30,36.3
04/13/2015 08:30,56.01
04/14/2015 08:30,60.23
04/15/2015 08:30,44.969997
04/16/2015 08:30,58.649998
04/17/2015 08:30,35.45
04/18/2015 08:30,47.629997
04/19/2015 08:30,53.51
04/20/2015 08:30,49.43
04/21/2015 08:30,64.4
04/22/2015 08:30,58.359997
04/23/2015 08:30,58.84
04/24/2015 08:30,61.5
04/25/2015 08:30,58.469997
04/26/2015 08:30,64.61999499999999
04/27/2015 08:30,68.82
04/28/2015 08:30,58.109997
04/29/2015 08:30,63.21
04/30/2015 08:30,65.03
05/01/2015 08:30,71.97
05/02/2015 08:30,63.199997
05/03/2015 08:30,55.92
05/04/2015 08:30,72.07
05/05/2015 08:30,71.45
05/06/2015 08:30,65.27
05/07/2015 08:30,76.45
05/08/2015 08:30,69.5
05/09/2015 08:30,95.31
05/10/2015 08:30,85.049995
05/11/2015 08:30,79.36
05/12/2015 08:30,88.53
05/13/2015 08:30,74.939995
05/14/2015 08:30,73.4
05/15/2015 08:30,75.06
05/16/2015 08:30,68.52
05/17/2015 08:30,65.89
05/18/2015 08:30,68.61999499999999
05/19/2015 08:30,84.54
05/20/2015 08:30,80.06
05/21/2015 08:30,74.07
05/22/2015 08:30,77.28
05/23/2015 08:30,98.75
05/24/2015 08:30,77.67
05/25/2015 08:30,81.68
05/26/2015 08:30,75.25999499999998
05/27/2015 08:30,90.979996
05/28/2015 08:30,84.93
05/29/2015 08:30,82.75
05/30/2015 08:30,80.09
05/31/2015 08:30,86.229996
06/01/2015 08:30,72.63
06/02/2015 08:30,82.04
06/03/2015 08:30,88.729996
06/04/2015 08:30,72.74
06/05/2015 08:30,75.28
06/06/2015 08:30,64.9
06/07/2015 08:30,95.29
06/08/2015 08:30,78.11
06/09/2015 08:30,70.13
06/10/2015 08:30,72.4
06/11/2015 08:30,69.74
06/12/2015 08:30,80.61999499999997
06/13/2015 08:30,71.7
06/14/2015 08:30,71.36999499999997
06/15/2015 08:30,78.03
06/16/2015 08:30,66.45
06/17/2015 08:30,66.07
06/18/2015 08:30,72.64
06/19/2015 08:30,74.34
06/20/2015 08:30,72.54
06/21/2015 08:30,71.78
06/22/2015 08:30,74.479996
06/23/2015 08:30,75.40999599999998
06/24/2015 08:30,74.56
06/25/2015 08:30,93.15
06/26/2015 08:30,93.17
06/27/2015 08:30,74.33
06/28/2015 08:30,75.9
06/29/2015 08:30,77.13
06/30/2015 08:30,72.15
07/01/2015 08:30,80.11
07/02/2015 08:30,77.47
07/03/2015 08:30,76.45
07/04/2015 08:30,94.92
07/05/2015 08:30,72.97
07/06/2015 08:30,73.63
07/07/2015 08:30,100.0
07/08/2015 08:30,100.0
07/09/2015 08:30,100.0
07/10/2015 08:30,82.43
07/11/2015 08:30,75.36999499999997
07/12/2015 08:30,77.049995
07/13/2015 08:30,74.72
07/14/2015 08:30,71.38
07/15/2015 08:30,66.15999599999999
07/16/2015 08:30,77.229996
07/17/2015 08:30,81.22
07/18/2015 08:30,73.15
07/19/2015 08:30,89.7
07/20/2015 08:30,87.31
07/21/2015 08:30,81.299995
07/22/2015 08:30,78.439995
07/23/2015 08:30,75.689995
07/24/2015 08:30,70.96
07/25/2015 08:30,76.27
07/26/2015 08:30,75.08
07/27/2015 08:30,100.0
07/28/2015 08:30,79.36
07/29/2015 08:30,73.38
07/30/2015 08:30,91.42
07/31/2015 08:30,79.96
08/01/2015 08:30,69.76
08/02/2015 08:30,80.439995
08/03/2015 08:30,76.13
08/04/2015 08:30,77.42
08/05/2015 08:30,76.82
08/06/2015 08:30,72.58
08/07/2015 08:30,72.36
08/08/2015 08:30,77.28
08/09/2015 08:30,70.439995
08/10/2015 08:30,75.7
08/11/2015 08:30,70.71
08/12/2015 08:30,75.53
08/13/2015 08:30,64.51
08/14/2015 08:30,68.03
08/15/2015 08:30,68.96
08/16/2015 08:30,60.079998
08/17/2015 08:30,66.97
08/18/2015 08:30,73.15
08/19/2015 08:30,78.229996
08/20/2015 08:30,79.02
08/21/2015 08:30,72.0
08/22/2015 08:30,67.97
08/23/2015 08:30,72.1
08/24/2015 08:30,68.799995
08/25/2015 08:30,72.549995
08/26/2015 08:30,65.1
08/27/2015 08:30,70.75
08/28/2015 08:30,100.0
08/29/2015 08:30,78.43
08/30/2015 08:30,63.62
08/31/2015 08:30,64.31
09/01/2015 08:30,61.719997
09/02/2015 08:30,60.6
09/03/2015 08:30,60.079998
09/04/2015 08:30,58.879997
09/05/2015 08:30,61.37
09/06/2015 08:30,58.42
09/07/2015 08:30,57.89
09/08/2015 08:30,59.94
09/09/2015 08:30,58.14
09/10/2015 08:30,56.469997
09/11/2015 08:30,58.09
09/12/2015 08:30,63.489998
09/13/2015 08:30,66.0
09/14/2015 08:30,52.26
09/15/2015 08:30,63.43
09/16/2015 08:30,66.59
09/17/2015 08:30,73.45
09/18/2015 08:30,100.0
09/19/2015 08:30,86.89
09/20/2015 08:30,77.89
09/21/2015 08:30,77.689995
09/22/2015 08:30,78.49
09/23/2015 08:30,79.54
09/24/2015 08:30,84.21
09/25/2015 08:30,75.24
09/26/2015 08:30,78.479996
09/27/2015 08:30,75.34
09/28/2015 08:30,66.81
09/29/2015 08:30,65.86
09/30/2015 08:30,67.689995
10/01/2015 08:30,71.43
10/02/2015 08:30,72.78
10/03/2015 08:30,61.07
10/04/2015 08:30,61.469997
10/05/2015 08:30,47.41
10/06/2015 08:30,33.73
10/07/2015 08:30,42.35
10/08/2015 08:30,49.6
10/09/2015 08:30,44.18
10/10/2015 08:30,27.93
10/11/2015 08:30,39.6
10/12/2015 08:30,54.899998
10/13/2015 08:30,39.75
10/14/2015 08:30,43.28
10/15/2015 08:30,59.34
10/16/2015 08:30,59.84
10/17/2015 08:30,63.76
10/18/2015 08:30,56.93
10/19/2015 08:30,40.48
10/20/2015 08:30,40.1
10/21/2015 08:30,42.95
10/22/2015 08:30,66.88
10/23/2015 08:30,76.04
10/24/2015 08:30,37.29
10/25/2015 08:30,75.25999499999998
10/26/2015 08:30,49.379997
10/27/2015 08:30,35.559998
10/28/2015 08:30,11.62
10/29/2015 08:30,9.63
10/30/2015 08:30,5.5
10/31/2015 08:30,57.16
11/01/2015 08:30,68.24
11/02/2015 08:30,47.46
11/03/2015 08:30,57.71
11/04/2015 08:30,65.189995
11/05/2015 08:30,23.199999
11/06/2015 08:30,8.44
11/07/2015 08:30,49.739998
11/08/2015 08:30,58.17
11/09/2015 08:30,54.35
11/10/2015 08:30,90.6
11/11/2015 08:30,69.7
11/12/2015 08:30,58.489998
11/13/2015 08:30,29.81
11/14/2015 08:30,87.45
11/15/2015 08:30,72.15
11/16/2015 08:30,40.44
11/17/2015 08:30,92.28
11/18/2015 08:30,85.45
11/19/2015 08:30,89.18
11/20/2015 08:30,54.52
11/21/2015 08:30,37.48
11/22/2015 08:30,33.19
11/23/2015 08:30,43.57
11/24/2015 08:30,37.37
11/25/2015 08:30,46.629997
11/26/2015 08:30,38.66
11/27/2015 08:30,64.61
11/28/2015 08:30,69.89
11/29/2015 08:30,45.91
11/30/2015 08:30,75.54
12/01/2015 08:30,72.0
12/02/2015 08:30,47.17
12/03/2015 08:30,49.5
12/04/2015 08:30,49.59
12/05/2015 08:30,44.55
12/06/2015 08:30,48.91
12/07/2015 08:30,54.09
12/08/2015 08:30,55.14
12/09/2015 08:30,54.28
12/10/2015 08:30,51.26
12/11/2015 08:30,35.45
12/12/2015 08:30,40.87
12/13/2015 08:30,49.399998
12/14/2015 08:30,53.76
12/15/2015 08:30,42.51
12/16/2015 08:30,39.14
12/17/2015 08:30,46.09
12/18/2015 08:30,63.87
12/19/2015 08:30,57.87
12/20/2015 08:30,58.28
12/21/2015 08:30,74.31
12/22/2015 08:30,82.97
12/23/2015 08:30,69.82
12/24/2015 08:30,62.539997
12/25/2015 08:30,84.22
12/26/2015 08:30,52.71
12/27/2015 08:30,72.65999599999998
12/28/2015 08:30,68.479996
12/29/2015 08:30,54.48
12/30/2015 08:30,57.539997
12/31/2015 08:30,64.799995
01/01/2016 08:30,60.21
01/02/2016 08:30,55.39
01/03/2016 08:30,68.99
01/04/2016 08:30,66.59
01/05/2016 08:30,63.12
01/06/2016 08:30,80.31
01/07/2016 08:30,85.95
01/08/2016 08:30,83.42
