date,sm
01/01/2015 08:30,60.32
01/02/2015 08:30,63.6
01/03/2015 08:30,59.559998
01/04/2015 08:30,44.43
01/05/2015 08:30,55.03
01/06/2015 08:30,52.629997
01/07/2015 08:30,56.87
01/08/2015 08:30,73.81
01/09/2015 08:30,56.11
01/10/2015 08:30,60.76
01/11/2015 08:30,63.75
01/12/2015 08:30,64.83
01/13/2015 08:30,64.14
01/14/2015 08:30,56.51
01/15/2015 08:30,53.03
01/16/2015 08:30,78.00999499999998
01/17/2015 08:30,55.73
01/18/2015 08:30,63.03
01/19/2015 08:30,53.67
01/20/2015 08:30,57.87
01/21/2015 08:30,51.28
01/22/2015 08:30,60.26
01/23/2015 08:30,66.32
01/24/2015 08:30,52.239998
01/25/2015 08:30,64.97
01/26/2015 08:30,59.3
01/27/2015 08:30,65.99
01/28/2015 08:30,80.18
01/29/2015 08:30,59.18
01/30/2015 08:30,58.93
01/31/2015 08:30,62.53
02/01/2015 08:30,65.689995
02/02/2015 08:30,52.6
02/03/2015 08:30,59.359997
02/04/2015 08:30,67.65
02/05/2015 08:30,66.01
02/06/2015 08:30,81.22
02/07/2015 08:30,56.559998
02/08/2015 08:30,59.19
02/09/2015 08:30,73.11999499999997
02/10/2015 08:30,65.77
02/11/2015 08:30,74.81
02/12/2015 08:30,68.34
02/13/2015 08:30,63.66
02/14/2015 08:30,70.26
02/15/2015 08:30,69.65
02/16/2015 08:30,67.45
02/17/2015 08:30,67.65
02/18/2015 08:30,65.39
02/19/2015 08:30,65.56
02/20/2015 08:30,66.53
02/21/2015 08:30,63.46
02/22/2015 08:30,73.67
02/23/2015 08:30,67.39
02/24/2015 08:30,83.65999599999998
02/25/2015 08:30,83.53
02/26/2015 08:30,86.02
02/27/2015 08:30,72.22
02/28/2015 08:30,66.4
03/01/2015 08:30,79.31
03/02/2015 08:30,86.61999499999997
03/03/2015 08:30,68.07
03/04/2015 08:30,72.45
03/05/2015 08:30,70.84
03/06/2015 08:30,87.96
03/07/2015 08:30,77.71
03/08/2015 08:30,64.15
03/09/2015 08:30,68.53
03/10/2015 08:30,51.69
03/11/2015 08:30,75.17
03/12/2015 08:30,87.92
03/13/2015 08:30,87.68
03/14/2015 08:30,90.049995
03/15/2015 08:30,84.77
03/16/2015 08:30,91.56
03/17/2015 08:30,90.549995
03/18/2015 08:30,91.45
03/19/2015 08:30,85.72
03/20/2015 08:30,77.75
03/21/2015 08:30,90.259995
03/22/2015 08:30,80.29
03/23/2015 08:30,90.17
03/24/2015 08:30,87.54
03/25/2015 08:30,96.299995
03/26/2015 08:30,87.39
03/27/2015 08:30,91.909996
03/28/2015 08:30,91.53
