location,lat,lon,location_veg_class,product,triplet,anomaly,n,snr,r,err_std,beta
905109,67.125,17.375,Mixed Tundra ,ERA5 0-1,"('ERA5 0-1', 'ASCAT 12.5 TS', 'SMAP L3 Enhanced')",anomaly,185,-5.152640188525717,1.1139168075265624,0.01949788385440512,1.0
905109,67.125,17.375,Mixed Tundra ,ASCAT 12.5 TS,"('ERA5 0-1', 'ASCAT 12.5 TS', 'SMAP L3 Enhanced')",anomaly,185,-7.835711175860628,1.0706495961199443,0.026554677317916175,0.004545323167642224
905109,67.125,17.375,Mixed Tundra ,SMAP L3 Enhanced,"('ERA5 0-1', 'ASCAT 12.5 TS', 'SMAP L3 Enhanced')",anomaly,185,,,,0.7504705868636049
905119,67.125,19.875,Evergreen Needleleaf Forest ,ERA5 0-1,"('ERA5 0-1', 'ASCAT 12.5 TS', 'SMAP L3 Enhanced')",anomaly,336,-2.7716930762705805,1.2507725011451645,0.02257715831053685,1.0
905119,67.125,19.875,Evergreen Needleleaf Forest ,ASCAT 12.5 TS,"('ERA5 0-1', 'ASCAT 12.5 TS', 'SMAP L3 Enhanced')",anomaly,336,-3.692868672213283,1.1710470508144206,0.025103140572495842,0.0028754515423551038
905119,67.125,19.875,Evergreen Needleleaf Forest ,SMAP L3 Enhanced,"('ERA5 0-1', 'ASCAT 12.5 TS', 'SMAP L3 Enhanced')",anomaly,336,3.3287199341227187,0.8769177974061724,0.011185325522623728,0.6016806229790799
902251,66.625,22.875,Evergreen Needleleaf Forest ,ERA5 0-1,"('ERA5 0-1', 'ASCAT 12.5 TS', 'SMAP L3 Enhanced')",anomaly,506,,,,
902251,66.625,22.875,Evergreen Needleleaf Forest ,ASCAT 12.5 TS,"('ERA5 0-1', 'ASCAT 12.5 TS', 'SMAP L3 Enhanced')",anomaly,506,,,,
902251,66.625,22.875,Evergreen Needleleaf Forest ,SMAP L3 Enhanced,"('ERA5 0-1', 'ASCAT 12.5 TS', 'SMAP L3 Enhanced')",anomaly,506,,,,
900788,66.375,17.125,Open Shrublands ,ERA5 0-1,"('ERA5 0-1', 'ASCAT 12.5 TS', 'SMAP L3 Enhanced')",anomaly,198,-3.0878080523508884,1.2161296124953698,0.0233608565623704,1.0
900788,66.375,17.125,Open Shrublands ,ERA5 0-1,"('ERA5 0-1', 'ASCAT 12.5 TS', 'SMAP L3 Enhanced')",anomaly,198,,,,
900788,66.375,17.125,Open Shrublands ,ASCAT 12.5 TS,"('ERA5 0-1', 'ASCAT 12.5 TS', 'SMAP L3 Enhanced')",anomaly,198,,,,
