location,lat,lon,location_veg_class,prod_name,triplet,anomaly,n,err_std,r
887823,64.125,15.875,Evergreen Needleleaf Forest ,ASCAT 12.5 TS,SMAP L3 Enhanced_ERA5 0-1_ASCAT 12.5 TS,anomaly,303,99.823,0.5912
887824,64.125,16.125,Evergreen Needleleaf Forest ,SMAP L3 Enhanced,SMAP L3 Enhanced_ERA5 0-1_ASCAT 12.5 TS,anomaly,104,0.0015705,0.39879
887824,64.125,16.125,Evergreen Needleleaf Forest ,ERA5 0-1,SMAP L3 Enhanced_ERA5 0-1_ASCAT 12.5 TS,anomaly,104,0.00053158,0.28684
887824,64.125,16.125,Evergreen Needleleaf Forest ,ASCAT 12.5 TS,SMAP L3 Enhanced_ERA5 0-1_ASCAT 12.5 TS,anomaly,104,-11.0929,1.0247
887825,64.125,16.375,Evergreen Needleleaf Forest ,SMAP L3 Enhanced,SMAP L3 Enhanced_ERA5 0-1_ASCAT 12.5 TS,anomaly,188,0.00061976,0.80093
887825,64.125,16.375,Evergreen Needleleaf Forest ,ERA5 0-1,SMAP L3 Enhanced_ERA5 0-1_ASCAT 12.5 TS,anomaly,188,0.00049004,0.53015
887825,64.125,16.375,Evergreen Needleleaf Forest ,ASCAT 12.5 TS,SMAP L3 Enhanced_ERA5 0-1_ASCAT 12.5 TS,anomaly,188,89.448,0.65198
887826,64.125,16.625,Evergreen Needleleaf Forest ,SMAP L3 Enhanced,SMAP L3 Enhanced_ERA5 0-1_ASCAT 12.5 TS,anomaly,238,0.00046788,0.84924
887826,64.125,16.625,Evergreen Needleleaf Forest ,ERA5 0-1,SMAP L3 Enhanced_ERA5 0-1_ASCAT 12.5 TS,anomaly,238,0.00045004,0.56567
887826,64.125,16.625,Evergreen Needleleaf Forest ,ASCAT 12.5 TS,SMAP L3 Enhanced_ERA5 0-1_ASCAT 12.5 TS,anomaly,238,103.681,0.57709
887827,64.125,16.875,Evergreen Needleleaf Forest ,SMAP L3 Enhanced,SMAP L3 Enhanced_ERA5 0-1_ASCAT 12.5 TS,anomaly,240,0.00035959,0.88729
887827,64.125,16.875,Evergreen Needleleaf Forest ,ERA5 0-1,SMAP L3 Enhanced_ERA5 0-1_ASCAT 12.5 TS,anomaly,240,0.00047697,0.52354
887827,64.125,16.875,Evergreen Needleleaf Forest ,ASCAT 12.5 TS,SMAP L3 Enhanced_ERA5 0-1_ASCAT 12.5 TS,anomaly,240,102.2406,0.60467
887828,64.125,17.125,Evergreen Needleleaf Forest ,SMAP L3 Enhanced,SMAP L3 Enhanced_ERA5 0-1_ASCAT 12.5 TS,anomaly,239,0.00044960000000000003,0.85054
887828,64.125,17.125,Evergreen Needleleaf Forest ,ERA5 0-1,SMAP L3 Enhanced_ERA5 0-1_ASCAT 12.5 TS,anomaly,239,0.00043897,0.54963
887828,64.125,17.125,Evergreen Needleleaf Forest ,ASCAT 12.5 TS,SMAP L3 Enhanced_ERA5 0-1_ASCAT 12.5 TS,anomaly,239,105.7997,0.59611
887829,64.125,17.375,Evergreen Needleleaf Forest ,SMAP L3 Enhanced,SMAP L3 Enhanced_ERA5 0-1_ASCAT 12.5 TS,anomaly,266,0.00045843,0.83764
887829,64.125,17.375,Evergreen Needleleaf Forest ,ERA5 0-1,SMAP L3 Enhanced_ERA5 0-1_ASCAT 12.5 TS,anomaly,266,0.00044869,0.53059
887829,64.125,17.375,Evergreen Needleleaf Forest ,ASCAT 12.5 TS,SMAP L3 Enhanced_ERA5 0-1_ASCAT 12.5 TS,anomaly,266,98.8062,0.63911
887830,64.125,17.625,Evergreen Needleleaf Forest ,SMAP L3 Enhanced,SMAP L3 Enhanced_ERA5 0-1_ASCAT 12.5 TS,anomaly,277,0.00045428,0.84912
887830,64.125,17.625,Evergreen Needleleaf Forest ,ERA5 0-1,SMAP L3 Enhanced_ERA5 0-1_ASCAT 12.5 TS,anomaly,277,0.00044853,0.54837
887830,64.125,17.625,Evergreen Needleleaf Forest ,ASCAT 12.5 TS,SMAP L3 Enhanced_ERA5 0-1_ASCAT 12.5 TS,anomaly,277,96.1867,0.58938
887831,64.125,17.875,Evergreen Needleleaf Forest ,SMAP L3 Enhanced,SMAP L3 Enhanced_ERA5 0-1_ASCAT 12.5 TS,anomaly,254,0.00059498,0.84404
887831,64.125,17.875,Evergreen Needleleaf Forest ,ERA5 0-1,SMAP L3 Enhanced_ERA5 0-1_ASCAT 12.5 TS,anomaly,254,0.00048042,0.54022
887831,64.125,17.875,Evergreen Needleleaf Forest ,ASCAT 12.5 TS,SMAP L3 Enhanced_ERA5 0-1_ASCAT 12.5 TS,anomaly,254,88.7482,0.63805
887832,64.125,18.125,Evergreen Needleleaf Forest ,SMAP L3 Enhanced,SMAP L3 Enhanced_ERA5 0-1_ASCAT 12.5 TS,anomaly,263,0.00062248,0.82769
887832,64.125,18.125,Evergreen Needleleaf Forest ,ERA5 0-1,SMAP L3 Enhanced_ERA5 0-1_ASCAT 12.5 TS,anomaly,263,0.00046103,0.5413
887832,64.125,18.125,Evergreen Needleleaf Forest ,ASCAT 12.5 TS,SMAP L3 Enhanced_ERA5 0-1_ASCAT 12.5 TS,anomaly,263,84.8877,0.6685
887833,64.125,18.375,Evergreen Needleleaf Forest ,SMAP L3 Enhanced,SMAP L3 Enhanced_ERA5 0-1_ASCAT 12.5 TS,anomaly,293,0.00042382,0.86845
887833,64.125,18.375,Evergreen Needleleaf Forest ,ERA5 0-1,SMAP L3 Enhanced_ERA5 0-1_ASCAT 12.5 TS,anomaly,293,0.00044229,0.53086
887833,64.125,18.375,Evergreen Needleleaf Forest ,ASCAT 12.5 TS,SMAP L3 Enhanced_ERA5 0-1_ASCAT 12.5 TS,anomaly,293,73.4623,0.68818
887834,64.125,18.625,Evergreen Needleleaf Forest ,SMAP L3 Enhanced,SMAP L3 Enhanced_ERA5 0-1_ASCAT 12.5 TS,anomaly,292,0.0010780999999999998,0.77309
887834,64.125,18.625,Evergreen Needleleaf Forest ,ERA5 0-1,SMAP L3 Enhanced_ERA5 0-1_ASCAT 12.5 TS,anomaly,292,0.00048227,0.4976
887834,64.125,18.625,Evergreen Needleleaf Forest ,ASCAT 12.5 TS,SMAP L3 Enhanced_ERA5 0-1_ASCAT 12.5 TS,anomaly,292,64.089,0.68821
887835,64.125,18.875,Evergreen Needleleaf Forest ,SMAP L3 Enhanced,SMAP L3 Enhanced_ERA5 0-1_ASCAT 12.5 TS,anomaly,294,0.0012450999999999999,0.7405
887835,64.125,18.875,Evergreen Needleleaf Forest ,ERA5 0-1,SMAP L3 Enhanced_ERA5 0-1_ASCAT 12.5 TS,anomaly,294,0.00047549,0.49253
887835,64.125,18.875,Evergreen Needleleaf Forest ,ASCAT 12.5 TS,SMAP L3 Enhanced_ERA5 0-1_ASCAT 12.5 TS,anomaly,294,61.5841,0.69332
887836,64.125,19.125,Evergreen Needleleaf Forest ,SMAP L3 Enhanced,SMAP L3 Enhanced_ERA5 0-1_ASCAT 12.5 TS,anomaly,345,0.0008839000000000001,0.83094
887836,64.125,19.125,Evergreen Needleleaf Forest ,ERA5 0-1,SMAP L3 Enhanced_ERA5 0-1_ASCAT 12.5 TS,anomaly,345,0.00045714,0.47677
887836,64.125,19.125,Evergreen Needleleaf Forest ,ASCAT 12.5 TS,SMAP L3 Enhanced_ERA5 0-1_ASCAT 12.5 TS,anomaly,345,65.4334,0.69443
887837,64.125,19.375,Evergreen Needleleaf Forest ,SMAP L3 Enhanced,SMAP L3 Enhanced_ERA5 0-1_ASCAT 12.5 TS,anomaly,373,0.0013118000000000001,0.75624
887837,64.125,19.375,Evergreen Needleleaf Forest ,ERA5 0-1,SMAP L3 Enhanced_ERA5 0-1_ASCAT 12.5 TS,anomaly,373,0.00047123,0.49297
887837,64.125,19.375,Evergreen Needleleaf Forest ,ASCAT 12.5 TS,SMAP L3 Enhanced_ERA5 0-1_ASCAT 12.5 TS,anomaly,373,66.8336,0.58234
887838,64.125,19.625,Evergreen Needleleaf Forest ,SMAP L3 Enhanced,SMAP L3 Enhanced_ERA5 0-1_ASCAT 12.5 TS,anomaly,385,0.001451,0.67287
887838,64.125,19.625,Evergreen Needleleaf Forest ,ERA5 0-1,SMAP L3 Enhanced_ERA5 0-1_ASCAT 12.5 TS,anomaly,385,0.00051149,0.49947
887838,64.125,19.625,Evergreen Needleleaf Forest ,ASCAT 12.5 TS,SMAP L3 Enhanced_ERA5 0-1_ASCAT 12.5 TS,anomaly,385,65.9989,0.61981
887839,64.125,19.875,Evergreen Needleleaf Forest ,SMAP L3 Enhanced,SMAP L3 Enhanced_ERA5 0-1_ASCAT 12.5 TS,anomaly,393,0.0012468,0.74063
887839,64.125,19.875,Evergreen Needleleaf Forest ,ERA5 0-1,SMAP L3 Enhanced_ERA5 0-1_ASCAT 12.5 TS,anomaly,393,0.00053954,0.46421
887839,64.125,19.875,Evergreen Needleleaf Forest ,ASCAT 12.5 TS,SMAP L3 Enhanced_ERA5 0-1_ASCAT 12.5 TS,anomaly,393,71.491,0.66996
887840,64.125,20.125,Evergreen Needleleaf Forest ,SMAP L3 Enhanced,SMAP L3 Enhanced_ERA5 0-1_ASCAT 12.5 TS,anomaly,354,0.0018524000000000001,0.61348
887840,64.125,20.125,Evergreen Needleleaf Forest ,ERA5 0-1,SMAP L3 Enhanced_ERA5 0-1_ASCAT 12.5 TS,anomaly,354,0.0004508,0.58199
887840,64.125,20.125,Evergreen Needleleaf Forest ,ASCAT 12.5 TS,SMAP L3 Enhanced_ERA5 0-1_ASCAT 12.5 TS,anomaly,354,86.6497,0.51604
887841,64.125,20.375,Evergreen Needleleaf Forest ,SMAP L3 Enhanced,SMAP L3 Enhanced_ERA5 0-1_ASCAT 12.5 TS,anomaly,47,0.0012916,0.44298
887841,64.125,20.375,Evergreen Needleleaf Forest ,ERA5 0-1,SMAP L3 Enhanced_ERA5 0-1_ASCAT 12.5 TS,anomaly,47,0.00039705,0.33026
887841,64.125,20.375,Evergreen Needleleaf Forest ,ASCAT 12.5 TS,SMAP L3 Enhanced_ERA5 0-1_ASCAT 12.5 TS,anomaly,47,177.6759,0.24668
887842,64.125,20.625,Evergreen Needleleaf Forest ,SMAP L3 Enhanced,SMAP L3 Enhanced_ERA5 0-1_ASCAT 12.5 TS,anomaly,4,0.00021436,0.82523
887842,64.125,20.625,Evergreen Needleleaf Forest ,ERA5 0-1,SMAP L3 Enhanced_ERA5 0-1_ASCAT 12.5 TS,anomaly,4,0.0002049,0.71663
887842,64.125,20.625,Evergreen Needleleaf Forest ,ASCAT 12.5 TS,SMAP L3 Enhanced_ERA5 0-1_ASCAT 12.5 TS,anomaly,4,308.5047,0.53868
887843,64.125,20.875,Evergreen Needleleaf Forest ,SMAP L3 Enhanced,SMAP L3 Enhanced_ERA5 0-1_ASCAT 12.5 TS,anomaly,39,0.004661600000000001,0.36066
887843,64.125,20.875,Evergreen Needleleaf Forest ,ERA5 0-1,SMAP L3 Enhanced_ERA5 0-1_ASCAT 12.5 TS,anomaly,39,4.3679e-05,0.46671
887843,64.125,20.875,Evergreen Needleleaf Forest ,ASCAT 12.5 TS,SMAP L3 Enhanced_ERA5 0-1_ASCAT 12.5 TS,anomaly,39,44.9022,0.60941
889257,64.375,14.375,Evergreen Needleleaf Forest ,SMAP L3 Enhanced,SMAP L3 Enhanced_ERA5 0-1_ASCAT 12.5 TS,anomaly,89,0.00026209,0.34569
889257,64.375,14.375,Evergreen Needleleaf Forest ,ERA5 0-1,SMAP L3 Enhanced_ERA5 0-1_ASCAT 12.5 TS,anomaly,89,0.00057953,0.43271
889257,64.375,14.375,Evergreen Needleleaf Forest ,ASCAT 12.5 TS,SMAP L3 Enhanced_ERA5 0-1_ASCAT 12.5 TS,anomaly,89,143.998,0.69556
889258,64.375,14.625,Evergreen Needleleaf Forest ,SMAP L3 Enhanced,SMAP L3 Enhanced_ERA5 0-1_ASCAT 12.5 TS,anomaly,90,0.00032466,0.49494
889258,64.375,14.625,Evergreen Needleleaf Forest ,ERA5 0-1,SMAP L3 Enhanced_ERA5 0-1_ASCAT 12.5 TS,anomaly,90,0.00044385,0.58522
889258,64.375,14.625,Evergreen Needleleaf Forest ,ASCAT 12.5 TS,SMAP L3 Enhanced_ERA5 0-1_ASCAT 12.5 TS,anomaly,90,177.8973,0.54612
889259,64.375,14.875,Evergreen Needleleaf Forest ,SMAP L3 Enhanced,SMAP L3 Enhanced_ERA5 0-1_ASCAT 12.5 TS,anomaly,128,0.00057353,0.52139
889259,64.375,14.875,Evergreen Needleleaf Forest ,ERA5 0-1,SMAP L3 Enhanced_ERA5 0-1_ASCAT 12.5 TS,anomaly,128,0.00044593,0.57071
889259,64.375,14.875,Evergreen Needleleaf Forest ,ASCAT 12.5 TS,SMAP L3 Enhanced_ERA5 0-1_ASCAT 12.5 TS,anomaly,128,110.1078,0.67652
889260,64.375,15.125,Evergreen Needleleaf Forest ,SMAP L3 Enhanced,SMAP L3 Enhanced_ERA5 0-1_ASCAT 12.5 TS,anomaly,221,0.0006345,0.61586
889260,64.375,15.125,Evergreen Needleleaf Forest ,ERA5 0-1,SMAP L3 Enhanced_ERA5 0-1_ASCAT 12.5 TS,anomaly,221,0.00032533,0.59803
889260,64.375,15.125,Evergreen Needleleaf Forest ,ASCAT 12.5 TS,SMAP L3 Enhanced_ERA5 0-1_ASCAT 12.5 TS,anomaly,221,129.5656,0.52192
889261,64.375,15.375,Evergreen Needleleaf Forest ,SMAP L3 Enhanced,SMAP L3 Enhanced_ERA5 0-1_ASCAT 12.5 TS,anomaly,221,0.00072646,0.61529
889261,64.375,15.375,Evergreen Needleleaf Forest ,ERA5 0-1,SMAP L3 Enhanced_ERA5 0-1_ASCAT 12.5 TS,anomaly,221,0.0003803,0.54502
889261,64.375,15.375,Evergreen Needleleaf Forest ,ASCAT 12.5 TS,SMAP L3 Enhanced_ERA5 0-1_ASCAT 12.5 TS,anomaly,221,122.4152,0.55577
889262,64.375,15.625,Evergreen Needleleaf Forest ,SMAP L3 Enhanced,SMAP L3 Enhanced_ERA5 0-1_ASCAT 12.5 TS,anomaly,197,0.00059328,0.64051
889262,64.375,15.625,Evergreen Needleleaf Forest ,ERA5 0-1,SMAP L3 Enhanced_ERA5 0-1_ASCAT 12.5 TS,anomaly,197,0.00038816,0.58118
889262,64.375,15.625,Evergreen Needleleaf Forest ,ASCAT 12.5 TS,SMAP L3 Enhanced_ERA5 0-1_ASCAT 12.5 TS,anomaly,197,136.2823,0.54196
889263,64.375,15.875,Evergreen Needleleaf Forest ,SMAP L3 Enhanced,SMAP L3 Enhanced_ERA5 0-1_ASCAT 12.5 TS,anomaly,152,0.00044409,0.71298
889263,64.375,15.875,Evergreen Needleleaf Forest ,ERA5 0-1,SMAP L3 Enhanced_ERA5 0-1_ASCAT 12.5 TS,anomaly,152,0.00040099,0.70178
889263,64.375,15.875,Evergreen Needleleaf Forest ,ASCAT 12.5 TS,SMAP L3 Enhanced_ERA5 0-1_ASCAT 12.5 TS,anomaly,152,125.6235,0.55351
889264,64.375,16.125,Evergreen Needleleaf Forest ,SMAP L3 Enhanced,SMAP L3 Enhanced_ERA5 0-1_ASCAT 12.5 TS,anomaly,174,0.00038685,0.78233
889264,64.375,16.125,Evergreen Needleleaf Forest ,ERA5 0-1,SMAP L3 Enhanced_ERA5 0-1_ASCAT 12.5 TS,anomaly,174,0.00034989,0.71356
889264,64.375,16.125,Evergreen Needleleaf Forest ,ASCAT 12.5 TS,SMAP L3 Enhanced_ERA5 0-1_ASCAT 12.5 TS,anomaly,174,131.9252,0.54972
889265,64.375,16.375,Evergreen Needleleaf Forest ,SMAP L3 Enhanced,SMAP L3 Enhanced_ERA5 0-1_ASCAT 12.5 TS,anomaly,188,0.00035683,0.77889
889265,64.375,16.375,Evergreen Needleleaf Forest ,ERA5 0-1,SMAP L3 Enhanced_ERA5 0-1_ASCAT 12.5 TS,anomaly,188,0.00037832,0.68698
889265,64.375,16.375,Evergreen Needleleaf Forest ,ASCAT 12.5 TS,SMAP L3 Enhanced_ERA5 0-1_ASCAT 12.5 TS,anomaly,188,115.4564,0.53805
889266,64.375,16.625,Evergreen Needleleaf Forest ,SMAP L3 Enhanced,SMAP L3 Enhanced_ERA5 0-1_ASCAT 12.5 TS,anomaly,202,0.00025181,0.85033
889266,64.375,16.625,Evergreen Needleleaf Forest ,ERA5 0-1,SMAP L3 Enhanced_ERA5 0-1_ASCAT 12.5 TS,anomaly,202,0.00041826,0.62091
889266,64.375,16.625,Evergreen Needleleaf Forest ,ASCAT 12.5 TS,SMAP L3 Enhanced_ERA5 0-1_ASCAT 12.5 TS,anomaly,202,110.3269,0.56219
889267,64.375,16.875,Evergreen Needleleaf Forest ,SMAP L3 Enhanced,SMAP L3 Enhanced_ERA5 0-1_ASCAT 12.5 TS,anomaly,234,0.00014994,0.91901
889267,64.375,16.875,Evergreen Needleleaf Forest ,ERA5 0-1,SMAP L3 Enhanced_ERA5 0-1_ASCAT 12.5 TS,anomaly,234,0.00044521,0.55295
889267,64.375,16.875,Evergreen Needleleaf Forest ,ASCAT 12.5 TS,SMAP L3 Enhanced_ERA5 0-1_ASCAT 12.5 TS,anomaly,234,102.75,0.55683
889268,64.375,17.125,Evergreen Needleleaf Forest ,SMAP L3 Enhanced,SMAP L3 Enhanced_ERA5 0-1_ASCAT 12.5 TS,anomaly,235,0.00026306,0.86095
889268,64.375,17.125,Evergreen Needleleaf Forest ,ERA5 0-1,SMAP L3 Enhanced_ERA5 0-1_ASCAT 12.5 TS,anomaly,235,0.00040081,0.61138
889268,64.375,17.125,Evergreen Needleleaf Forest ,ASCAT 12.5 TS,SMAP L3 Enhanced_ERA5 0-1_ASCAT 12.5 TS,anomaly,235,106.2572,0.52205
889269,64.375,17.375,Evergreen Needleleaf Forest ,SMAP L3 Enhanced,SMAP L3 Enhanced_ERA5 0-1_ASCAT 12.5 TS,anomaly,241,0.00033160000000000004,0.84553
889269,64.375,17.375,Evergreen Needleleaf Forest ,ERA5 0-1,SMAP L3 Enhanced_ERA5 0-1_ASCAT 12.5 TS,anomaly,241,0.00039945,0.62432
889269,64.375,17.375,Evergreen Needleleaf Forest ,ASCAT 12.5 TS,SMAP L3 Enhanced_ERA5 0-1_ASCAT 12.5 TS,anomaly,241,113.015,0.53928
889270,64.375,17.625,Evergreen Needleleaf Forest ,SMAP L3 Enhanced,SMAP L3 Enhanced_ERA5 0-1_ASCAT 12.5 TS,anomaly,287,0.00034974,0.82401
889270,64.375,17.625,Evergreen Needleleaf Forest ,ERA5 0-1,SMAP L3 Enhanced_ERA5 0-1_ASCAT 12.5 TS,anomaly,287,0.00040297,0.62089
889270,64.375,17.625,Evergreen Needleleaf Forest ,ASCAT 12.5 TS,SMAP L3 Enhanced_ERA5 0-1_ASCAT 12.5 TS,anomaly,287,115.4024,0.56718
889271,64.375,17.875,Evergreen Needleleaf Forest ,SMAP L3 Enhanced,SMAP L3 Enhanced_ERA5 0-1_ASCAT 12.5 TS,anomaly,288,0.00033017,0.81282
889271,64.375,17.875,Evergreen Needleleaf Forest ,ERA5 0-1,SMAP L3 Enhanced_ERA5 0-1_ASCAT 12.5 TS,anomaly,288,0.00044747,0.59179
889271,64.375,17.875,Evergreen Needleleaf Forest ,ASCAT 12.5 TS,SMAP L3 Enhanced_ERA5 0-1_ASCAT 12.5 TS,anomaly,288,107.7899,0.59102
889272,64.375,18.125,Evergreen Needleleaf Forest ,SMAP L3 Enhanced,SMAP L3 Enhanced_ERA5 0-1_ASCAT 12.5 TS,anomaly,261,0.00037109,0.82053
889272,64.375,18.125,Evergreen Needleleaf Forest ,ERA5 0-1,SMAP L3 Enhanced_ERA5 0-1_ASCAT 12.5 TS,anomaly,261,0.00045786,0.60895
889272,64.375,18.125,Evergreen Needleleaf Forest ,ASCAT 12.5 TS,SMAP L3 Enhanced_ERA5 0-1_ASCAT 12.5 TS,anomaly,261,98.2762,0.59145
889273,64.375,18.375,Evergreen Needleleaf Forest ,SMAP L3 Enhanced,SMAP L3 Enhanced_ERA5 0-1_ASCAT 12.5 TS,anomaly,276,0.00051124,0.81256
889273,64.375,18.375,Evergreen Needleleaf Forest ,ERA5 0-1,SMAP L3 Enhanced_ERA5 0-1_ASCAT 12.5 TS,anomaly,276,0.00049239,0.55225
889273,64.375,18.375,Evergreen Needleleaf Forest ,ASCAT 12.5 TS,SMAP L3 Enhanced_ERA5 0-1_ASCAT 12.5 TS,anomaly,276,86.0527,0.66591
889274,64.375,18.625,Evergreen Needleleaf Forest ,SMAP L3 Enhanced,SMAP L3 Enhanced_ERA5 0-1_ASCAT 12.5 TS,anomaly,291,0.00082738,0.80155
889274,64.375,18.625,Evergreen Needleleaf Forest ,ERA5 0-1,SMAP L3 Enhanced_ERA5 0-1_ASCAT 12.5 TS,anomaly,291,0.00046265,0.51577
889274,64.375,18.625,Evergreen Needleleaf Forest ,ASCAT 12.5 TS,SMAP L3 Enhanced_ERA5 0-1_ASCAT 12.5 TS,anomaly,291,76.0856,0.66336
889275,64.375,18.875,Evergreen Needleleaf Forest ,SMAP L3 Enhanced,SMAP L3 Enhanced_ERA5 0-1_ASCAT 12.5 TS,anomaly,290,0.00060716,0.78234
889275,64.375,18.875,Evergreen Needleleaf Forest ,ERA5 0-1,SMAP L3 Enhanced_ERA5 0-1_ASCAT 12.5 TS,anomaly,290,0.00046449,0.51685
889275,64.375,18.875,Evergreen Needleleaf Forest ,ASCAT 12.5 TS,SMAP L3 Enhanced_ERA5 0-1_ASCAT 12.5 TS,anomaly,290,61.4984,0.70136
889276,64.375,19.125,Evergreen Needleleaf Forest ,SMAP L3 Enhanced,SMAP L3 Enhanced_ERA5 0-1_ASCAT 12.5 TS,anomaly,304,0.00061064,0.81814
889276,64.375,19.125,Evergreen Needleleaf Forest ,ERA5 0-1,SMAP L3 Enhanced_ERA5 0-1_ASCAT 12.5 TS,anomaly,304,0.00041196,0.54474
889276,64.375,19.125,Evergreen Needleleaf Forest ,ASCAT 12.5 TS,SMAP L3 Enhanced_ERA5 0-1_ASCAT 12.5 TS,anomaly,304,60.6222,0.67607
889277,64.375,19.375,Evergreen Needleleaf Forest ,SMAP L3 Enhanced,SMAP L3 Enhanced_ERA5 0-1_ASCAT 12.5 TS,anomaly,370,0.00094783,0.82929
889277,64.375,19.375,Evergreen Needleleaf Forest ,ERA5 0-1,SMAP L3 Enhanced_ERA5 0-1_ASCAT 12.5 TS,anomaly,370,0.00045573,0.46419
889277,64.375,19.375,Evergreen Needleleaf Forest ,ASCAT 12.5 TS,SMAP L3 Enhanced_ERA5 0-1_ASCAT 12.5 TS,anomaly,370,68.7952,0.68538
889278,64.375,19.625,Evergreen Needleleaf Forest ,SMAP L3 Enhanced,SMAP L3 Enhanced_ERA5 0-1_ASCAT 12.5 TS,anomaly,380,0.001033,0.76588
889278,64.375,19.625,Evergreen Needleleaf Forest ,ERA5 0-1,SMAP L3 Enhanced_ERA5 0-1_ASCAT 12.5 TS,anomaly,380,0.00047119999999999996,0.48046
889278,64.375,19.625,Evergreen Needleleaf Forest ,ASCAT 12.5 TS,SMAP L3 Enhanced_ERA5 0-1_ASCAT 12.5 TS,anomaly,380,70.5174,0.66029
889279,64.375,19.875,Evergreen Needleleaf Forest ,SMAP L3 Enhanced,SMAP L3 Enhanced_ERA5 0-1_ASCAT 12.5 TS,anomaly,379,0.0012404000000000002,0.71564
889279,64.375,19.875,Evergreen Needleleaf Forest ,ERA5 0-1,SMAP L3 Enhanced_ERA5 0-1_ASCAT 12.5 TS,anomaly,379,0.00047653,0.51147
889279,64.375,19.875,Evergreen Needleleaf Forest ,ASCAT 12.5 TS,SMAP L3 Enhanced_ERA5 0-1_ASCAT 12.5 TS,anomaly,379,66.7366,0.63444
889280,64.375,20.125,Evergreen Needleleaf Forest ,SMAP L3 Enhanced,SMAP L3 Enhanced_ERA5 0-1_ASCAT 12.5 TS,anomaly,420,0.0012312999999999998,0.71284
889280,64.375,20.125,Evergreen Needleleaf Forest ,ERA5 0-1,SMAP L3 Enhanced_ERA5 0-1_ASCAT 12.5 TS,anomaly,420,0.00048499999999999997,0.51536
889280,64.375,20.125,Evergreen Needleleaf Forest ,ASCAT 12.5 TS,SMAP L3 Enhanced_ERA5 0-1_ASCAT 12.5 TS,anomaly,420,69.6491,0.65086
889281,64.375,20.375,Evergreen Needleleaf Forest ,SMAP L3 Enhanced,SMAP L3 Enhanced_ERA5 0-1_ASCAT 12.5 TS,anomaly,351,0.0019089000000000003,0.60894
889281,64.375,20.375,Evergreen Needleleaf Forest ,ERA5 0-1,SMAP L3 Enhanced_ERA5 0-1_ASCAT 12.5 TS,anomaly,351,0.00048022,0.45063
889281,64.375,20.375,Evergreen Needleleaf Forest ,ASCAT 12.5 TS,SMAP L3 Enhanced_ERA5 0-1_ASCAT 12.5 TS,anomaly,351,92.3705,0.60014
889282,64.375,20.625,Evergreen Needleleaf Forest ,SMAP L3 Enhanced,SMAP L3 Enhanced_ERA5 0-1_ASCAT 12.5 TS,anomaly,197,0.0022199999999999998,0.48965
889282,64.375,20.625,Evergreen Needleleaf Forest ,ERA5 0-1,SMAP L3 Enhanced_ERA5 0-1_ASCAT 12.5 TS,anomaly,197,0.00043539,0.3245
889282,64.375,20.625,Evergreen Needleleaf Forest ,ASCAT 12.5 TS,SMAP L3 Enhanced_ERA5 0-1_ASCAT 12.5 TS,anomaly,197,105.0488,0.70623
889283,64.375,20.875,Evergreen Needleleaf Forest ,SMAP L3 Enhanced,SMAP L3 Enhanced_ERA5 0-1_ASCAT 12.5 TS,anomaly,1,,
889283,64.375,20.875,Evergreen Needleleaf Forest ,ERA5 0-1,SMAP L3 Enhanced_ERA5 0-1_ASCAT 12.5 TS,anomaly,1,,
889283,64.375,20.875,Evergreen Needleleaf Forest ,ASCAT 12.5 TS,SMAP L3 Enhanced_ERA5 0-1_ASCAT 12.5 TS,anomaly,1,,
889284,64.375,21.125,Evergreen Needleleaf Forest ,SMAP L3 Enhanced,SMAP L3 Enhanced_ERA5 0-1_ASCAT 12.5 TS,anomaly,50,0.0035786999999999998,0+0.18134i
889284,64.375,21.125,Evergreen Needleleaf Forest ,ERA5 0-1,SMAP L3 Enhanced_ERA5 0-1_ASCAT 12.5 TS,anomaly,50,5.9846e-05,0+0.334i
889284,64.375,21.125,Evergreen Needleleaf Forest ,ASCAT 12.5 TS,SMAP L3 Enhanced_ERA5 0-1_ASCAT 12.5 TS,anomaly,50,167.1809,0+0.63852i
889285,64.375,21.375,Evergreen Needleleaf Forest ,SMAP L3 Enhanced,SMAP L3 Enhanced_ERA5 0-1_ASCAT 12.5 TS,anomaly,0,,
889285,64.375,21.375,Evergreen Needleleaf Forest ,ERA5 0-1,SMAP L3 Enhanced_ERA5 0-1_ASCAT 12.5 TS,anomaly,0,,
889285,64.375,21.375,Evergreen Needleleaf Forest ,ASCAT 12.5 TS,SMAP L3 Enhanced_ERA5 0-1_ASCAT 12.5 TS,anomaly,0,,
890695,64.625,13.875,Open Shrublands ,SMAP L3 Enhanced,SMAP L3 Enhanced_ERA5 0-1_ASCAT 12.5 TS,anomaly,44,0.00036378,0.46196
890695,64.625,13.875,Open Shrublands ,ERA5 0-1,SMAP L3 Enhanced_ERA5 0-1_ASCAT 12.5 TS,anomaly,44,0.00066422,0.3383
890695,64.625,13.875,Open Shrublands ,ASCAT 12.5 TS,SMAP L3 Enhanced_ERA5 0-1_ASCAT 12.5 TS,anomaly,44,42.42100000000001,0.84937
890696,64.625,14.125,Evergreen Needleleaf Forest ,SMAP L3 Enhanced,SMAP L3 Enhanced_ERA5 0-1_ASCAT 12.5 TS,anomaly,159,0.00025391,0.71052
