network,eval_dataset,timefilter,anomaly,pearson_r,pearson_r_p-value,bias,rmsd,ubrmsd,n,pearson_sig
HOBE,SMAP L4,Y2015-M01,anomaly,,,,,,0,
HOBE,SMAP L4,Y2016-M01,anomaly,0.23970936941314325,2.3743451746268618e-35,,,,2604,True
HOBE,SMAP L4,Y2017-M01,anomaly,0.4073501726228956,6.962308847728646e-100,,,,2483,True
HOBE,SMAP L4,Y2018-M01,anomaly,0.4336436761021481,7.36818927259712e-138,,,,3001,True
HOBE,SMAP L4,Y2015-M02,anomaly,,,,,,0,
HOBE,SMAP L4,Y2016-M02,anomaly,0.1837355544732593,2.9882310824149197e-19,,,,2345,True
HOBE,SMAP L4,Y2017-M02,anomaly,0.5298495193271293,2.7244738261546853e-160,,,,2211,True
HOBE,SMAP L4,Y2018-M02,anomaly,0.5059794317188959,1.2200403807805972e-173,,,,2671,True
HOBE,SMAP L4,Y2015-M03,anomaly,,,,,,0,
HOBE,SMAP L4,Y2016-M03,anomaly,0.5914826316173973,4.231664196326218e-153,,,,1616,True
HOBE,SMAP L4,Y2017-M03,anomaly,0.33491901068452057,4.9660921316760836e-43,,,,1592,True
HOBE,SMAP L4,Y2018-M03,anomaly,0.4804069487581341,1.7283655428382017e-111,,,,1921,True
HOBE,SMAP L4,Y2015-M04,anomaly,0.5730919119981392,4.6276597334895387e-184,,,,2105,True
HOBE,SMAP L4,Y2016-M04,anomaly,0.6570401409364102,1.621193358115355e-209,,,,1691,True
HOBE,SMAP L4,Y2017-M04,anomaly,0.4729073005986147,6.78005236830187e-89,,,,1581,True
HOBE,SMAP L4,Y2018-M04,anomaly,0.4751453841705034,1.9939861558721905e-82,,,,1448,True
HOBE,SMAP L4,Y2015-M05,anomaly,0.565138849370456,4.198257957327398e-246,,,,2920,True
HOBE,SMAP L4,Y2016-M05,anomaly,0.697755748769691,0.0,,,,2352,True
HOBE,SMAP L4,Y2017-M05,anomaly,0.5639304691656883,2.775600545864498e-171,,,,2036,True
HOBE,SMAP L4,Y2018-M05,anomaly,0.4041643688380398,2.2216234732775693e-67,,,,1689,True
HOBE,SMAP L4,Y2015-M06,anomaly,0.6447425034714911,0.0,,,,3077,True
HOBE,SMAP L4,Y2016-M06,anomaly,0.5184971185876458,8.810916709770796e-193,,,,2804,True
HOBE,SMAP L4,Y2017-M06,anomaly,0.535181353120746,4.358653458219559e-169,,,,2279,True
HOBE,SMAP L4,Y2018-M06,anomaly,0.5563465284805349,8.825180092020692e-205,,,,2520,True
HOBE,SMAP L4,Y2015-M07,anomaly,0.5145372943376192,1.6787637358837534e-207,,,,3075,True
HOBE,SMAP L4,Y2016-M07,anomaly,0.4040346287879257,2.615541267824208e-113,,,,2874,True
HOBE,SMAP L4,Y2017-M07,anomaly,0.3682502391467711,2.3080138881030264e-63,,,,1940,True
HOBE,SMAP L4,Y2018-M07,anomaly,0.30635802595421785,2.857785434221386e-50,,,,2258,True
HOBE,SMAP L4,Y2015-M08,anomaly,0.24696703427278416,1.7147212384049637e-32,,,,2241,True
HOBE,SMAP L4,Y2016-M08,anomaly,0.2017239808677492,4.6900483265970315e-18,,,,1808,True
HOBE,SMAP L4,Y2017-M08,anomaly,0.19772403289992965,7.515645584175209e-18,,,,1860,True
HOBE,SMAP L4,Y2018-M08,anomaly,0.5418143462590015,9.227088835543641e-118,,,,1534,True
HOBE,SMAP L4,Y2015-M09,anomaly,0.1924993116009796,2.144993861468944e-15,,,,1669,True
HOBE,SMAP L4,Y2016-M09,anomaly,0.3964512590632542,2.0498164576893514e-52,,,,1360,True
HOBE,SMAP L4,Y2017-M09,anomaly,0.4386160885204991,4.727125822129185e-81,,,,1704,True
HOBE,SMAP L4,Y2018-M09,anomaly,0.5066071262043984,1.0152344902995732e-63,,,,960,True
HOBE,SMAP L4,Y2015-M10,anomaly,0.3302276109331982,2.35502418772562e-50,,,,1931,True
HOBE,SMAP L4,Y2016-M10,anomaly,0.40685304140253264,4.2996487030555373e-82,,,,2038,True
HOBE,SMAP L4,Y2017-M10,anomaly,0.26677545419869914,1.1312830080672208e-45,,,,2728,True
HOBE,SMAP L4,Y2018-M10,anomaly,0.4813933798188611,1.113676016172915e-58,,,,992,True
HOBE,SMAP L4,Y2015-M11,anomaly,0.3633198256540385,4.729501816436307e-75,,,,2376,True
HOBE,SMAP L4,Y2016-M11,anomaly,0.556492678816735,1.1808416234841703e-185,,,,2281,True
HOBE,SMAP L4,Y2017-M11,anomaly,0.25856027775046536,3.766842615912297e-45,,,,2876,True
HOBE,SMAP L4,Y2018-M11,anomaly,0.6817341635267886,9.857507768270502e-258,,,,1884,True
HOBE,SMAP L4,Y2015-M12,anomaly,0.5246164125325494,4.467792681472207e-183,,,,2589,True
HOBE,SMAP L4,Y2016-M12,anomaly,0.6089636303866044,5.275867660121149e-261,,,,2573,True
HOBE,SMAP L4,Y2017-M12,anomaly,0.372747399827428,8.009288076915837e-101,,,,3040,True
HOBE,SMAP L4,Y2018-M12,anomaly,0.7630841820429095,0.0,,,,2232,True
HOBE,ASCAT 12.5 TS,No-Timefilter,absolute,0.2815523547444576,1.902516447236319e-154,-63.43343563812936,65.89617686000473,17.84671868743169,8489,True
HOBE,ASCAT 12.5 TS,Y2015,absolute,0.2578336183726697,4.504346810978671e-31,-62.09174630976482,64.69895518645232,18.181579755961003,1956,True
HOBE,ASCAT 12.5 TS,Y2016,absolute,0.32020771421393,2.2162267446041017e-55,-62.4096004489358,65.12540150388561,18.61074132984766,2274,True
HOBE,ASCAT 12.5 TS,Y2017,absolute,0.2747923275910893,1.070810016146896e-40,-64.6727351243956,66.93616651503774,17.259424070884453,2275,True
HOBE,ASCAT 12.5 TS,Y2018,absolute,0.3650882491542663,1.3266307586463023e-63,-64.50860661355847,66.73675232294127,17.10069540664259,1984,True
HOBE,ASCAT 12.5 TS,winter,absolute,0.07501995496896492,0.07661975201244065,-72.73171221684585,74.2569062096907,14.972847352481553,558,False
HOBE,ASCAT 12.5 TS,spring,absolute,0.23396466167560065,3.0031534147364054e-23,-62.49413548689458,64.52181689993661,16.048298533321454,1755,True
HOBE,ASCAT 12.5 TS,summer,absolute,0.3536347239850653,1.0086509550986554e-107,-61.66684324679484,64.81270647174685,19.94711418145616,3641,True
HOBE,ASCAT 12.5 TS,fall,absolute,0.2215973513072114,1.4319481426782003e-29,-64.5743414887574,66.42192439853349,15.557199686892414,2535,True
HOBE,ASCAT 12.5 TS,Y2015-winter,absolute,-0.12691477465538326,0.2279865617339336,-78.32713622826088,79.76597288725463,15.082113941013185,92,False
HOBE,ASCAT 12.5 TS,Y2016-winter,absolute,0.01753799581451268,0.8330137926892109,-72.11496627891157,73.49322730764587,14.166372107380045,147,False
HOBE,ASCAT 12.5 TS,Y2017-winter,absolute,0.2370631202538119,0.0017412909460467365,-71.78111089534883,73.21715878367894,14.429984718775232,172,True
HOBE,ASCAT 12.5 TS,Y2018-winter,absolute,0.06060017476578065,0.4659183477106687,-70.95882834693876,72.63117165333928,15.496185832859464,147,False
HOBE,ASCAT 12.5 TS,Y2015-spring,absolute,0.41949505568886736,1.3924225990026293e-15,-58.96010304066265,61.31273713401172,16.821355007812613,332,True
HOBE,ASCAT 12.5 TS,Y2016-spring,absolute,0.20432388070187169,2.8750893566148986e-06,-61.34071410852714,63.35539945227732,15.850029413649716,516,True
HOBE,ASCAT 12.5 TS,Y2017-spring,absolute,0.2173830504586288,1.0201857420512749e-06,-60.621523989919346,63.01086977892021,17.187220235851775,496,True
HOBE,ASCAT 12.5 TS,Y2018-spring,absolute,0.3668334293584734,1.5454653664898733e-14,-69.05685934549878,70.06476051965771,11.841488251608679,411,True
HOBE,ASCAT 12.5 TS,Y2015-summer,absolute,0.3301688253808213,7.734379789164693e-23,-60.99878226563615,64.06994218867729,19.598623782550735,841,True
HOBE,ASCAT 12.5 TS,Y2016-summer,absolute,0.39067253825841297,3.707153422361707e-37,-62.31411571169043,65.5794952867236,20.43578197993557,982,True
HOBE,ASCAT 12.5 TS,Y2017-summer,absolute,0.31930463498547623,3.2296324260257356e-24,-61.3828456867846,64.13361043520457,18.581341255328454,961,True
HOBE,ASCAT 12.5 TS,Y2018-summer,absolute,0.4407972521192359,4.765588416547747e-42,-61.89921125122521,65.40837855428315,21.136310737132085,857,True
HOBE,ASCAT 12.5 TS,Y2015-fall,absolute,0.16200047631516382,1.876728405230118e-05,-62.765020483357446,64.80547098094445,16.133854864407088,691,True
HOBE,ASCAT 12.5 TS,Y2016-fall,absolute,0.3454905094708011,4.50270984196121e-19,-61.167347009538936,63.75053953794268,17.963489393584908,629,True
HOBE,ASCAT 12.5 TS,Y2017-fall,absolute,0.16980491362120947,1.4310512891009842e-05,-70.78472249226006,72.00107009537065,13.178662928089945,646,True
HOBE,ASCAT 12.5 TS,Y2018-fall,absolute,0.2697480834552509,6.070228876716283e-11,-63.487055397188044,64.63044722513989,12.103243594837206,569,True
HOBE,ASCAT 12.5 TS,M01,absolute,0.2656955747630697,0.0029760808821586962,-71.46772920325203,73.34143910490846,16.4721089272028,123,True
HOBE,ASCAT 12.5 TS,M02,absolute,-0.03596871122778856,0.6928671761961422,-70.76687663414634,72.22209535943016,14.424986293031163,123,False
HOBE,ASCAT 12.5 TS,M03,absolute,0.291857602264865,8.792451293720275e-08,-67.5679552654321,68.46299710914457,11.034192059924624,324,True
HOBE,ASCAT 12.5 TS,M04,absolute,0.1776925974984901,0.0001057398463409372,-65.79741162208067,66.98121350840123,12.537287860319429,471,True
HOBE,ASCAT 12.5 TS,M05,absolute,0.2987840571060648,3.009467864500533e-21,-59.1610514578125,61.86677880985013,18.096085508003696,960,True
HOBE,ASCAT 12.5 TS,M06,absolute,0.3293654883463565,3.0002614082376735e-30,-57.10962071208772,60.39658258491002,19.652949144017505,1140,True
HOBE,ASCAT 12.5 TS,M07,absolute,0.4091806414614851,4.40039642504113e-52,-62.9375170109437,66.5215273815491,21.540254354843622,1261,True
HOBE,ASCAT 12.5 TS,M08,absolute,0.3311400633501639,4.070653715675289e-33,-64.56435459596774,66.93883237010485,17.670636510299662,1240,True
HOBE,ASCAT 12.5 TS,M09,absolute,0.3019844451740606,5.717522534267029e-26,-64.98026977233678,66.78604377497122,15.425309832437993,1164,True
HOBE,ASCAT 12.5 TS,M10,absolute,0.204335073466458,5.719630339508108e-09,-59.12740581954888,61.1121201164493,15.448013017139301,798,True
HOBE,ASCAT 12.5 TS,M11,absolute,0.026732591962642417,0.5230662572110061,-71.3355180017452,72.50124602895069,12.948920695298245,573,False
HOBE,ASCAT 12.5 TS,M12,absolute,0.0508161019554154,0.37101878705356095,-74.0046118557692,75.398013301321,14.428369064558868,312,False
HOBE,ASCAT 12.5 TS,Y2015-M01,absolute,,,,,,0,
HOBE,ASCAT 12.5 TS,Y2016-M01,absolute,0.4868460068625422,0.005479079467359608,-71.71227638709678,73.42688919877982,15.775217044165533,31,True
HOBE,ASCAT 12.5 TS,Y2017-M01,absolute,0.3517331656056826,0.032775705521781794,-66.4947292972973,67.89606260831388,13.72320273810858,37,True
HOBE,ASCAT 12.5 TS,Y2018-M01,absolute,0.05652953215115715,0.6818551117421079,-74.67536618181819,76.7416878924905,17.68831100472254,55,False
HOBE,ASCAT 12.5 TS,Y2015-M02,absolute,,,,,,0,
HOBE,ASCAT 12.5 TS,Y2016-M02,absolute,-0.16055274375454925,0.23284972272641874,-72.88412007017544,74.36508089529337,14.767203464426734,57,False
HOBE,ASCAT 12.5 TS,Y2017-M02,absolute,0.17780579433223406,0.226637778479754,-71.955447875,73.12091900253756,13.003165648557198,48,False
HOBE,ASCAT 12.5 TS,Y2018-M02,absolute,0.4627056192165163,0.05316806519964866,-60.892749111111094,62.232671986203016,12.844398321198778,18,False
HOBE,ASCAT 12.5 TS,Y2015-M03,absolute,,,,,,0,
HOBE,ASCAT 12.5 TS,Y2016-M03,absolute,0.15210119867927452,0.1031147315916747,-65.85511656034481,66.48532643417123,9.132483445465596,116,False
HOBE,ASCAT 12.5 TS,Y2017-M03,absolute,0.16607074430593802,0.05332686539189127,-68.83466250735296,69.53302278028288,9.83008110150459,136,False
HOBE,ASCAT 12.5 TS,Y2018-M03,absolute,0.5640641975343978,2.4723303485870106e-07,-67.93485949999999,69.5575208766342,14.936652075303378,72,True
HOBE,ASCAT 12.5 TS,Y2015-M04,absolute,0.4197083539996931,8.317186833750368e-06,-62.229548847619064,63.797986377940504,14.059385338686655,105,True
HOBE,ASCAT 12.5 TS,Y2016-M04,absolute,0.14108609319930301,0.10394262558744914,-65.63309079104476,66.681561838107,11.778288601650042,134,False
HOBE,ASCAT 12.5 TS,Y2017-M04,absolute,0.19351468955706488,0.024523259532380826,-65.40877925925926,66.5669960969899,12.363517508790247,135,True
HOBE,ASCAT 12.5 TS,Y2018-M04,absolute,0.12292841337038768,0.2303083094457614,-70.42741112371135,71.19997035129192,10.460188355693665,97,False
HOBE,ASCAT 12.5 TS,Y2015-M05,absolute,0.4273552763917908,1.7113894954870233e-11,-57.44780431938328,60.12843647144369,17.75327156842618,227,True
HOBE,ASCAT 12.5 TS,Y2016-M05,absolute,0.315964252409078,1.4062396925534102e-07,-57.2097022293233,60.15642118375361,18.59690782010061,266,True
HOBE,ASCAT 12.5 TS,Y2017-M05,absolute,0.28823612069186544,1.1176920196118196e-05,-52.78478488,56.31489617396379,19.62483162364568,225,True
HOBE,ASCAT 12.5 TS,Y2018-M05,absolute,0.3483977295363902,2.589609089892533e-08,-68.84132408264463,69.75573871885503,11.25767217329862,242,True
HOBE,ASCAT 12.5 TS,Y2015-M06,absolute,0.3068225531821438,4.338090698234242e-06,-51.76251158981483,55.75494441772405,20.718499485671856,216,True
HOBE,ASCAT 12.5 TS,Y2016-M06,absolute,0.3746826168239192,3.0826991739488486e-12,-57.50056698882715,61.2059925008329,20.972799383377822,324,True
HOBE,ASCAT 12.5 TS,Y2017-M06,absolute,0.31485824881100155,9.012887676776125e-09,-56.60173181818181,59.72485981371786,19.06050458279832,319,True
HOBE,ASCAT 12.5 TS,Y2018-M06,absolute,0.522851458206683,4.066860527883032e-21,-61.34565464056939,63.56321159902429,16.643092426058455,281,True
HOBE,ASCAT 12.5 TS,Y2015-M07,absolute,0.3971056308109448,4.869901056619179e-13,-64.28361152117263,67.19598141727572,19.568270450548876,307,True
HOBE,ASCAT 12.5 TS,Y2016-M07,absolute,0.43262926810491376,1.5721570012346334e-16,-64.74155661933536,68.16440876599572,21.328794361687482,331,True
HOBE,ASCAT 12.5 TS,Y2017-M07,absolute,0.4515736968271408,1.5579176765856455e-17,-61.51879484423676,64.61061317171273,19.74763822175721,321,True
HOBE,ASCAT 12.5 TS,Y2018-M07,absolute,0.3873661462769791,2.9916529305470822e-12,-61.099840489403974,66.00954804341005,24.981391575824013,302,True
HOBE,ASCAT 12.5 TS,Y2015-M08,absolute,0.3492465549050065,1.4911474427345013e-10,-64.10127246855346,66.22364407908617,16.63123275724786,318,True
HOBE,ASCAT 12.5 TS,Y2016-M08,absolute,0.4219532499811353,1.5042354014336742e-15,-64.62636906269114,67.08304102509594,17.987963057209758,327,True
HOBE,ASCAT 12.5 TS,Y2017-M08,absolute,0.14364283657299715,0.009968785166307588,-65.99822152647974,67.78176375898366,15.446755439909534,321,True
HOBE,ASCAT 12.5 TS,Y2018-M08,absolute,0.4757496215969785,6.992189449756379e-17,-63.3479681040146,66.59753626908865,20.549130740868968,274,True
HOBE,ASCAT 12.5 TS,Y2015-M09,absolute,0.17641793153176608,0.0021623148203390287,-66.04853162,67.65497239651388,14.655605098900411,300,True
HOBE,ASCAT 12.5 TS,Y2016-M09,absolute,0.3893379022033613,1.4940634554558603e-12,-60.62249667752443,63.372789830027074,18.46681855177885,307,True
HOBE,ASCAT 12.5 TS,Y2017-M09,absolute,0.2562500313490021,6.032460670793533e-06,-69.69117269736842,70.88662537220459,12.963568363874614,304,True
HOBE,ASCAT 12.5 TS,Y2018-M09,absolute,0.4121307423532785,8.563454306081596e-12,-63.34091521343874,64.6730600845894,13.058834581572563,253,True
HOBE,ASCAT 12.5 TS,Y2015-M10,absolute,0.2580624223030018,0.00012976582406157194,-51.66586025581394,53.560696694719326,14.120450221236643,215,True
HOBE,ASCAT 12.5 TS,Y2016-M10,absolute,0.32372607650204804,1.8443029069272563e-06,-55.67878108653846,58.1217585895404,16.673696598479314,208,True
HOBE,ASCAT 12.5 TS,Y2017-M10,absolute,0.0684625273459398,0.32817786250258874,-70.6462876213592,71.65567884484835,11.984922028792493,206,False
HOBE,ASCAT 12.5 TS,Y2018-M10,absolute,0.2050009276741473,0.007502172804450784,-58.82359865680471,59.73983898759175,10.422696547753212,169,True
HOBE,ASCAT 12.5 TS,Y2015-M11,absolute,-0.08322047949081204,0.2721680591358706,-70.72675973295455,71.98828622314696,13.417854188455408,176,False
HOBE,ASCAT 12.5 TS,Y2016-M11,absolute,0.08695346085926836,0.3576139503504775,-72.6488449385965,73.79082496029902,12.931789412500189,114,False
HOBE,ASCAT 12.5 TS,Y2017-M11,absolute,0.13237885313109252,0.12446253026713605,-73.43881602941177,74.93503625982675,14.899663065309964,136,False
HOBE,ASCAT 12.5 TS,Y2018-M11,absolute,0.09873878019073863,0.2341115713345965,-69.09996461904763,69.76308433821204,9.59597968041056,147,False
HOBE,ASCAT 12.5 TS,Y2015-M12,absolute,-0.12691477465538326,0.2279865617339336,-78.32713622826088,79.76597288725463,15.082113941013185,92,False
HOBE,ASCAT 12.5 TS,Y2016-M12,absolute,-0.025883428202146508,0.8457115219441083,-71.58346832203391,72.67623072484562,12.555539628361762,59,False
HOBE,ASCAT 12.5 TS,Y2017-M12,absolute,0.18019927274957093,0.09488400294961563,-73.93315622988506,75.41790951576816,14.891255340501043,87,False
HOBE,ASCAT 12.5 TS,Y2018-M12,absolute,0.01905860642425522,0.8719581190336008,-70.64504247297296,71.83352925013214,13.01283591387496,74,False
HOBE,ASCAT 12.5 TS,No-Timefilter,absolute,0.2867105974420153,0.0,-59.39709230746779,62.04132637525391,17.91958715537074,25764,True
HOBE,ASCAT 12.5 TS,Y2015,absolute,0.20817860130522287,2.642108942636037e-66,-58.83544678303893,61.25735499958346,17.054434713152713,6680,True
HOBE,ASCAT 12.5 TS,Y2016,absolute,0.1757085412080147,2.5165371954630255e-50,-59.20384044147063,61.50636661951312,16.671484988291958,7099,True
HOBE,ASCAT 12.5 TS,Y2017,absolute,0.2411051910913629,1.146561230198725e-88,-64.63693726708728,66.94059496034589,17.410042917112804,6657,True
HOBE,ASCAT 12.5 TS,Y2018,absolute,0.5130667407153094,0.0,-53.811889455311565,57.173759901591126,19.31629815813881,5328,True
HOBE,ASCAT 12.5 TS,winter,absolute,0.14596724105098569,4.2711735328145785e-16,-72.20018009570312,73.50885141017761,13.808882278866909,3072,True
HOBE,ASCAT 12.5 TS,spring,absolute,0.21077909317010213,2.4998757460383422e-65,-57.21012424711568,59.5334252911528,16.469074367640022,6414,True
HOBE,ASCAT 12.5 TS,summer,absolute,0.23916755103576864,7.43965539508792e-126,-49.463018752802476,51.82641695992032,15.472144995553364,9670,True
HOBE,ASCAT 12.5 TS,fall,absolute,0.20319311450310934,1.5826005105241034e-62,-70.10511572260897,71.58603168610641,14.485602579245331,6608,True
HOBE,ASCAT 12.5 TS,Y2015-winter,absolute,0.12852416123102645,0.005460445407172986,-78.97241525751075,79.6482605576018,10.353890005544477,466,True
HOBE,ASCAT 12.5 TS,Y2016-winter,absolute,0.06900437081101399,0.030944492386885812,-70.31771602556236,71.36298441192693,12.169402496642888,978,True
HOBE,ASCAT 12.5 TS,Y2017-winter,absolute,0.20841572973353892,1.3440580536703927e-09,-72.53803880602409,73.95694339546216,14.417433980266194,830,True
HOBE,ASCAT 12.5 TS,Y2018-winter,absolute,0.2523095445305418,4.702088686299693e-13,-70.20113942606517,71.87994975690022,15.444325829788086,798,True
HOBE,ASCAT 12.5 TS,Y2015-spring,absolute,0.13103896346806124,2.2834158816919234e-08,-55.85042008416389,57.73571618706284,14.633642747296099,1806,True
HOBE,ASCAT 12.5 TS,Y2016-spring,absolute,0.2295021426878269,4.4684861060819315e-22,-59.85020296988999,62.69787287816892,18.68091185970331,1727,True
HOBE,ASCAT 12.5 TS,Y2017-spring,absolute,0.13701477880993707,5.2784390787775287e-08,-57.72909184217253,60.31388882337554,17.467602585258046,1565,True
HOBE,ASCAT 12.5 TS,Y2018-spring,absolute,0.3636781359325039,2.0002991880283382e-42,-54.99433813601822,56.698421144599294,13.796149218953627,1316,True
HOBE,ASCAT 12.5 TS,Y2015-summer,absolute,0.02613765231614793,0.1847796864279468,-50.468002037538824,52.54867870486564,14.64050559120744,2576,False
HOBE,ASCAT 12.5 TS,Y2016-summer,absolute,0.16118009180806367,4.530900274106829e-17,-51.43542466219239,53.062827724366045,13.040735252495544,2682,True
HOBE,ASCAT 12.5 TS,Y2017-summer,absolute,0.14957270302002598,2.2068871627674654e-12,-54.71076174644658,56.61157339600254,14.546573187336591,2181,True
HOBE,ASCAT 12.5 TS,Y2018-summer,absolute,0.3595505115427217,4.648278723862684e-69,-40.80136162164949,43.99735970006266,16.46258030796164,2231,True
HOBE,ASCAT 12.5 TS,Y2015-fall,absolute,0.13631315581342834,4.68933438125635e-09,-68.42151041484715,70.00003133274684,14.781789442976804,1832,True
HOBE,ASCAT 12.5 TS,Y2016-fall,absolute,0.12902320255667246,8.46098721614488e-08,-64.37279646495327,66.34054542133818,16.037800412847538,1712,True
HOBE,ASCAT 12.5 TS,Y2017-fall,absolute,0.15541524850797386,1.0122862642932672e-12,-77.08376697549254,77.8359021290627,10.794467523365462,2081,True
HOBE,ASCAT 12.5 TS,Y2018-fall,absolute,0.1615554650922519,3.5381487512360134e-07,-68.45254424313327,69.47022077695402,11.847394711100725,983,True
HOBE,ASCAT 12.5 TS,M01,absolute,0.12367393134247295,0.0001981052929663123,-68.34961523862376,69.99410213508436,15.083249995565081,901,True
HOBE,ASCAT 12.5 TS,M02,absolute,0.12169904434865847,0.0007676279223966082,-68.62964297240474,70.1533440222598,14.541794352341599,761,True
HOBE,ASCAT 12.5 TS,M03,absolute,0.09482269350203737,0.007770509935395295,-68.33490879542565,69.54868663761827,12.936771349083926,787,True
HOBE,ASCAT 12.5 TS,M04,absolute,0.18286532053625654,6.321581117607946e-20,-63.32887912978031,65.15476830976418,15.316556455833222,2458,True
HOBE,ASCAT 12.5 TS,M05,absolute,0.1396724394641231,2.8263336306285037e-15,-49.70141331587251,51.76403765574353,14.466689629284355,3169,True
HOBE,ASCAT 12.5 TS,M06,absolute,0.1566535121826195,3.404916695804617e-20,-45.560855236653964,47.54206035775674,13.581456960328106,3413,True
HOBE,ASCAT 12.5 TS,M07,absolute,0.34614277260700976,4.192813505279735e-102,-48.98568812948185,51.391352791852455,15.539417629299411,3609,True
HOBE,ASCAT 12.5 TS,M08,absolute,0.20777440615846032,3.2639701648225726e-27,-55.143067959818744,57.409958059582955,15.973269558292914,2648,True
HOBE,ASCAT 12.5 TS,M09,absolute,0.1729038088038155,1.1295496592291694e-14,-65.9228725965447,67.47843397334387,14.405343457018375,1968,True
HOBE,ASCAT 12.5 TS,M10,absolute,0.21178318813021696,3.34849675059321e-28,-70.22599674593573,71.55312287800794,13.717097894056444,2645,True
HOBE,ASCAT 12.5 TS,M11,absolute,0.19463912091260788,1.751885226542248e-18,-74.07049124411027,75.46055463456267,14.417268555867295,1995,True
HOBE,ASCAT 12.5 TS,M12,absolute,0.2183985890528828,1.0958981299264083e-16,-76.58779547659573,77.36941941128147,10.969806018062458,1410,True
HOBE,ASCAT 12.5 TS,Y2015-M01,absolute,,,,,,0,
HOBE,ASCAT 12.5 TS,Y2016-M01,absolute,0.06612247433208186,0.2957513509697099,-67.47341197619048,69.02230321348213,14.540186284403065,252,False
HOBE,ASCAT 12.5 TS,Y2017-M01,absolute,0.18005346964808056,0.0016496865222187902,-65.5546264389439,67.2080210813267,14.815837813588992,303,True
HOBE,ASCAT 12.5 TS,Y2018-M01,absolute,0.26283060453527585,7.097009104260749e-07,-71.43540954046243,73.02272488875731,15.142675257877851,346,True
HOBE,ASCAT 12.5 TS,Y2015-M02,absolute,,,,,,0,
HOBE,ASCAT 12.5 TS,Y2016-M02,absolute,0.06593697339906528,0.2205106310784696,-69.33944601152737,70.53121928555395,12.911007734540949,347,False
HOBE,ASCAT 12.5 TS,Y2017-M02,absolute,0.2763191862186878,2.624246261636821e-05,-70.78460780444446,71.84444039537624,12.29483280470913,225,True
HOBE,ASCAT 12.5 TS,Y2018-M02,absolute,0.28994700491106296,5.18896877920257e-05,-64.76102529100528,67.36480872291446,18.547966398843414,189,True
HOBE,ASCAT 12.5 TS,Y2015-M03,absolute,,,,,,0,
HOBE,ASCAT 12.5 TS,Y2016-M03,absolute,0.035216149211004084,0.5659701417405666,-65.97214829477612,67.34902249379728,13.548670792446014,268,False
HOBE,ASCAT 12.5 TS,Y2017-M03,absolute,0.14885481384811125,0.007274708910322258,-73.77307309567901,74.64975251561519,11.406981926092383,324,True
HOBE,ASCAT 12.5 TS,Y2018-M03,absolute,0.21344021830514026,0.002735740504153148,-62.54647074871794,63.47210700786585,10.800340962105947,195,True
HOBE,ASCAT 12.5 TS,Y2015-M04,absolute,0.16463567670889534,4.257793002307931e-06,-58.16703678108809,60.253148337941504,15.717433529095269,772,True
HOBE,ASCAT 12.5 TS,Y2016-M04,absolute,0.07263693149381066,0.07421328503140719,-72.91716433719009,74.13196082665881,13.365431569107356,605,False
HOBE,ASCAT 12.5 TS,Y2017-M04,absolute,0.05455966766654746,0.19335989092235392,-63.135669310526325,64.59987365563397,13.675925454452267,570,False
HOBE,ASCAT 12.5 TS,Y2018-M04,absolute,0.2245173771530573,2.9210306169739924e-07,-59.99063909001957,61.43050429833071,13.222332620163655,511,True
HOBE,ASCAT 12.5 TS,Y2015-M05,absolute,0.09639490186936282,0.0019147806022392574,-54.1207991073501,55.78213531285611,13.51242850281334,1034,True
HOBE,ASCAT 12.5 TS,Y2016-M05,absolute,0.1329162708373859,9.78517280679188e-05,-48.6719910562061,51.31128455094221,16.24454397305001,854,True
HOBE,ASCAT 12.5 TS,Y2017-M05,absolute,0.0787379722247617,0.041453440426661534,-45.38930185245901,47.42069857842616,13.730765856728775,671,True
HOBE,ASCAT 12.5 TS,Y2018-M05,absolute,0.3192562962433052,6.40769793814032e-16,-48.394705927868856,49.86206033900999,12.007393530911243,610,True
HOBE,ASCAT 12.5 TS,Y2015-M06,absolute,0.13766798284282689,0.00024109604874712095,-44.28259498826025,46.62825200035685,14.60293346264684,707,True
HOBE,ASCAT 12.5 TS,Y2016-M06,absolute,0.2145917414838731,7.529873476335326e-12,-45.856564986960876,48.13184516556055,14.6236099044705,997,True
HOBE,ASCAT 12.5 TS,Y2017-M06,absolute,0.1585004694373534,5.822934540282608e-06,-47.64314384074074,49.71928864827965,14.217542286254588,810,True
HOBE,ASCAT 12.5 TS,Y2018-M06,absolute,0.04341301166441307,0.1934403780258611,-44.362027211345946,45.54720990092569,10.322735657701644,899,False
HOBE,ASCAT 12.5 TS,Y2015-M07,absolute,0.1224595517218658,6.35480550370203e-05,-51.35349032893497,53.21453039982009,13.950099523277938,1061,True
HOBE,ASCAT 12.5 TS,Y2016-M07,absolute,0.09605113059204998,0.0020081505326351424,-54.50165127713178,55.550904201088706,10.745834803515882,1032,True
HOBE,ASCAT 12.5 TS,Y2017-M07,absolute,0.15555627447492504,3.6667523322404074e-05,-56.59523414469914,58.05693648796983,12.945553154455919,698,True
HOBE,ASCAT 12.5 TS,Y2018-M07,absolute,0.07235248450603055,0.03855741896448379,-32.462246539486564,34.7847800567701,12.497338644986154,818,True
HOBE,ASCAT 12.5 TS,Y2015-M08,absolute,0.1005321935755676,0.00422990180216741,-54.71748187252475,56.41510353937735,13.735395330626307,808,True
